,PPV,TPR,F1,INF-MCC
1HS2_1_A,1.0,1.0,1.0,1.0
1HS3_1_A,1.0,1.0,1.0,1.0
1HS4_1_A,1.0,1.0,1.0,1.0
1HS8_1_A,1.0,1.0,1.0,1.0
1HVU_1_C,0.6,1.0,0.75,0.775
1HVU_1_F,0.6,1.0,0.75,0.775
1HVU_1_I,0.6,1.0,0.75,0.775
1HVU_1_L,0.6,1.0,0.75,0.775
1HWQ_1_A,1.0,1.0,1.0,1.0
1I3X_1_A,1.0,1.0,1.0,1.0
1I3Y_8_A,1.0,1.0,1.0,1.0
1I46_1_A,1.0,1.0,1.0,1.0
1I4B_1_A,1.0,1.0,1.0,1.0
1I4C_1_A,1.0,1.0,1.0,1.0
1I6U_1_C,0.867,0.867,0.867,0.867
1I6U_1_D,0.867,0.867,0.867,0.867
1I9F_5_A,1.0,1.0,1.0,1.0
1I9V_1_A,0.571,0.706,0.632,0.635
1I9X_1_A-B,1.0,1.0,1.0,1.0
1IBL_1_Y-Z,0.571,1.0,0.727,0.756
1IBM_1_Y-Z,0.0,0.0,0.0,0.0
1ICG_1_A-B,0.333,1.0,0.5,0.577
1ID9_1_A-B,0.333,1.0,0.5,0.577
1IDV_1_A,1.0,1.0,1.0,1.0
1IDW_1_A-B,0.333,1.0,0.5,0.577
1IE1_4_A,1.0,1.0,1.0,1.0
1IE2_16_A,0.667,1.0,0.8,0.816
1IHA_1_A-B,0.333,1.0,0.5,0.577
1IK1_1_A,1.0,1.0,1.0,1.0
1IK5_1_A-B,0.0,0.0,0.0,0.0
1IKD_24_A,1.0,1.0,1.0,1.0
1IL2_1_C,0.55,0.688,0.611,0.615
1IL2_1_D,0.421,0.615,0.5,0.509
1IVS_1_C,0.955,1.0,0.977,0.977
1IVS_1_D,0.955,1.0,0.977,0.977
1J1U_1_B,0.318,0.28,0.298,0.298
1J2B_1_C,0.947,0.947,0.947,0.947
1J2B_1_D,0.895,0.81,0.85,0.851
1J4Y_1_A,1.0,1.0,1.0,1.0
1J7T_1_A-B,1.0,1.0,1.0,1.0
1J9H_1_A-B,0.333,0.286,0.308,0.309
1J9H_1_C-D,0.333,0.286,0.308,0.309
1JBR_1_C-F,0.875,1.0,0.933,0.935
1JBR_1_D,1.0,1.0,1.0,1.0
1JBS_1_C,0.0,0.0,0.0,0.0
1JBS_1_D,0.0,0.0,0.0,0.0
1JBT_1_C,0.857,1.0,0.923,0.926
1JBT_1_D,0.857,1.0,0.923,0.926
1JGO_1_B,0.556,0.714,0.625,0.63
1JGO_1_C,0.529,0.692,0.6,0.605
1JGO_1_D,0.45,0.563,0.5,0.503
1JGP_1_B,0.556,0.714,0.625,0.63
1JGP_1_C,0.529,0.692,0.6,0.605
1JGP_1_D,0.45,0.563,0.5,0.503
1JGQ_1_B,0.556,0.714,0.625,0.63
1JGQ_1_C,0.529,0.692,0.6,0.605
1JGQ_1_D,0.45,0.563,0.5,0.503
1JID_1_B,0.5,0.5,0.5,0.5
1JJ2_1_9,0.912,0.939,0.925,0.925
1JO7_18_A,1.0,1.0,1.0,1.0
1JOX_1_A,1.0,1.0,1.0,1.0
1JP0_1_A,1.0,1.0,1.0,1.0
1JTJ_1_A,1.0,1.0,1.0,1.0
1JTW_5_A,1.0,1.0,1.0,1.0
1JU1_1_A-B,1.0,1.0,1.0,1.0
1JU7_1_A,1.0,1.0,1.0,1.0
1JUR_1_A,1.0,1.0,1.0,1.0
1JWC_1_A,1.0,1.0,1.0,1.0
1JZC_1_A,1.0,1.0,1.0,1.0
1JZV_1_B-A,0.333,0.667,0.444,0.471
1JZV_1_D-C,0.333,0.667,0.444,0.471
1K2G_1_A,0.5,1.0,0.667,0.707
1K4A_1_A,1.0,1.0,1.0,1.0
1K4B_1_A,1.0,1.0,1.0,1.0
1K5I_2_A,1.0,1.0,1.0,1.0
1K6G_2_A,1.0,1.0,1.0,1.0
1K6H_1_A,1.0,1.0,1.0,1.0
1K73_1_B,0.912,0.939,0.925,0.925
1K8A_1_B,0.912,0.939,0.925,0.925
1K8S_1_A-B,1.0,1.0,1.0,1.0
1K8W_1_B,1.0,1.0,1.0,1.0
1K9M_1_B,0.912,0.939,0.925,0.925
1K9W_1_B,1.0,1.0,1.0,1.0
1K9W_1_D,1.0,1.0,1.0,1.0
1KAJ_1_A,0.0,0.0,0.0,0.0
1KC8_1_B,0.912,0.939,0.925,0.925
1KD1_1_B,0.912,0.939,0.925,0.925
1KD3_1_A-B,0.0,0.0,0.0,0.0
1KD4_1_A-B,0.0,0.0,0.0,0.0
1KD5_1_A-B,0.0,0.0,0.0,0.0
1KH6_1_A,0.5,0.583,0.538,0.54
1KIS_1_A,1.0,1.0,1.0,1.0
1KKA_1_A,1.0,1.0,1.0,1.0
1KKS_1_A,1.0,1.0,1.0,1.0
1KOC_1_B-A,0.0,0.0,0.0,0.0
1KOD_1_B-A,0.0,0.0,0.0,0.0
1KOG_1_I,1.0,1.0,1.0,1.0
1KOG_1_J,1.0,1.0,1.0,1.0
1KOG_1_K,1.0,1.0,1.0,1.0
1KOG_1_L,1.0,1.0,1.0,1.0
1KOG_1_M,1.0,1.0,1.0,1.0
1KOG_1_N,1.0,1.0,1.0,1.0
1KOG_1_O,1.0,1.0,1.0,1.0
1KOG_1_P,1.0,1.0,1.0,1.0
1KOS_1_A,1.0,1.0,1.0,1.0
1KP7_1_A,1.0,1.0,1.0,1.0
1KPD_1_A,0.5,0.714,0.588,0.598
1KPY_3_A,0.625,1.0,0.769,0.791
1KPZ_1_A,0.625,1.0,0.769,0.791
1KQS_1_9,0.912,0.939,0.925,0.925
1KUQ_1_B,0.579,0.688,0.629,0.631
1KXK_1_A,0.826,0.792,0.809,0.809
1L1C_1_C,1.0,1.0,1.0,1.0
1L1W_1_A,1.0,1.0,1.0,1.0
1L2X_1_A,0.625,1.0,0.769,0.791
1L3D_1_A,0.625,1.0,0.769,0.791
1L8V_1_A,0.935,0.915,0.925,0.925
1L8V_1_B,0.915,0.896,0.905,0.905
1L9A_1_B,0.923,0.923,0.923,0.923
1LC4_1_A-B,1.0,1.0,1.0,1.0
1LC6_7_A,1.0,1.0,1.0,1.0
1LDZ_3_A,1.0,1.0,1.0,1.0
1LMV_1_B-A,1.0,1.0,1.0,1.0
1LNG_1_B,1.0,1.0,1.0,1.0
1LNT_1_A-B,0.0,0.0,0.0,0.0
1LU3_1_A,1.0,1.0,1.0,1.0
1LVJ_2_A,1.0,1.0,1.0,1.0
1M1K_1_B,0.912,0.939,0.925,0.925
1M5K_1_B,0.944,1.0,0.971,0.972
1M5K_1_E,0.952,1.0,0.976,0.976
1M5L_1_A,1.0,1.0,1.0,1.0
1M5O_1_B,0.95,1.0,0.974,0.975
1M5O_1_E,0.952,1.0,0.976,0.976
1M5P_1_B,0.947,1.0,0.973,0.973
1M5P_1_E,0.95,1.0,0.974,0.975
1M5V_1_B,0.947,1.0,0.973,0.973
1M5V_1_E,0.947,1.0,0.973,0.973
1M82_1_A,1.0,1.0,1.0,1.0
1M90_1_B,0.912,0.939,0.925,0.925
1MFJ_1_A,1.0,1.0,1.0,1.0
1MFK_1_A,1.0,1.0,1.0,1.0
1MFQ_1_A,0.756,0.756,0.756,0.756
1MFY_1_A,1.0,1.0,1.0,1.0
1MHK_1_L-S,1.0,1.0,1.0,1.0
1MIS_1_A-B,1.0,1.0,1.0,1.0
1MJ1_1_C,0.529,0.692,0.6,0.605
1MJ1_1_D,0.556,0.714,0.625,0.63
1MJI_1_C,0.9,1.0,0.947,0.949
1MJI_1_D,0.9,1.0,0.947,0.949
1ML5_1_B,0.529,0.692,0.6,0.605
1MME_1_B-A,1.0,1.0,1.0,1.0
1MME_1_D-C,1.0,1.0,1.0,1.0
1MMS_1_C,0.857,0.857,0.857,0.857
1MMS_1_D,0.857,0.857,0.857,0.857
1MNB_1_B,1.0,1.0,1.0,1.0
1MNX_5_A,1.0,1.0,1.0,1.0
1MSY_1_A,1.0,1.0,1.0,1.0
1MT4_4_A,1.0,1.0,1.0,1.0
1MUV_1_A-B,0.833,1.0,0.909,0.913
1MV1_1_A-B,1.0,1.0,1.0,1.0
1MV2_1_A-B,1.0,1.0,1.0,1.0
1MV6_1_A-B,1.0,1.0,1.0,1.0
1MWG_1_A-B,0.0,0.0,0.0,0.0
1MWL_1_A-B,1.0,1.0,1.0,1.0
1MZP_1_B,0.643,0.75,0.692,0.694
1N32_1_Y-Z,0.571,1.0,0.727,0.756
1N33_1_Y-Z,0.0,0.0,0.0,0.0
1N35_1_C-B,1.0,1.0,1.0,1.0
1N53_1_A-B,0.556,0.556,0.556,0.556
1N66_1_A,1.0,1.0,1.0,1.0
1N77_1_C,0.955,1.0,0.977,0.977
1N77_1_D,0.955,1.0,0.977,0.977
1N78_1_C,0.955,1.0,0.977,0.977
1N78_1_D,0.955,1.0,0.977,0.977
1N8R_1_B,0.912,0.939,0.925,0.925
1N8X_1_A,1.0,1.0,1.0,1.0
1NA2_1_A,1.0,1.0,1.0,1.0
1NBK_1_A,1.0,1.0,1.0,1.0
1NBR_10_A,0.917,1.0,0.957,0.957
1NBS_1_A,0.625,0.769,0.69,0.693
1NBS_1_B,0.5,0.6,0.545,0.548
1NC0_2_A,1.0,1.0,1.0,1.0
1NEM_1_A,1.0,1.0,1.0,1.0
1NJI_1_B,0.912,0.939,0.925,0.925
1NJM_1_5,1.0,1.0,1.0,1.0
1NJP_1_5,1.0,1.0,1.0,1.0
1NKW_1_9,1.0,1.0,1.0,1.0
1NLC_1_B-A,1.0,1.0,1.0,1.0
1NTA_1_A-B,0.0,0.0,0.0,0.0
1NTB_1_A-B,0.0,0.0,0.0,0.0
1NUJ_1_A-B,0.5,0.444,0.471,0.471
1NUJ_1_C-D,0.5,0.444,0.471,0.471
1NUJ_1_E-F,0.5,0.444,0.471,0.471
1NUJ_1_G-H,0.5,0.444,0.471,0.471
1NUV_1_A-B,0.5,0.444,0.471,0.471
1NUV_1_C-D,0.5,0.444,0.471,0.471
1NUV_1_E-F,0.5,0.444,0.471,0.471
1NUV_1_G-H,0.5,0.444,0.471,0.471
1NWX_1_9,1.0,1.0,1.0,1.0
1NWY_1_9,1.0,1.0,1.0,1.0
1NYB_1_B,1.0,1.0,1.0,1.0
1NYI_1_B-A,0.333,0.4,0.364,0.365
1NZ1_1_A,1.0,1.0,1.0,1.0
1O0B_1_B,0.95,1.0,0.974,0.975
1O0C_1_B,0.95,1.0,0.974,0.975
1O15_1_A,1.0,1.0,1.0,1.0
1O3Z_1_B-A,1.0,1.0,1.0,1.0
1O9M_1_A-B,1.0,1.0,1.0,1.0
1OB2_1_B,0.556,0.588,0.571,0.572
1OLN_1_C,0.857,0.857,0.857,0.857
1OOA_1_C,1.0,1.0,1.0,1.0
1OOA_1_D,1.0,1.0,1.0,1.0
1OQ0_1_A,1.0,1.0,1.0,1.0
1OSW_3_A,1.0,1.0,1.0,1.0
1OW9_1_A,1.0,1.0,1.0,1.0
1P5M_10_A,1.0,1.0,1.0,1.0
1P5N_8_A,1.0,1.0,1.0,1.0
1P5O_2_A,1.0,1.0,1.0,1.0
1P5P_1_A,1.0,1.0,1.0,1.0
1P6V_1_B,1.0,1.0,1.0,1.0
1P6V_1_D,1.0,1.0,1.0,1.0
1PBM_1_A-B,1.0,1.0,1.0,1.0
1PBR_1_A,1.0,1.0,1.0,1.0
1PJY_1_A,1.0,1.0,1.0,1.0
1Q29_1_B-A,0.25,0.3,0.273,0.274
1Q2R_1_E,1.0,1.0,1.0,1.0
1Q2R_1_F,1.0,1.0,1.0,1.0
1Q2S_1_E,1.0,1.0,1.0,1.0
1Q2S_1_F,1.0,1.0,1.0,1.0
1Q75_1_A,1.0,1.0,1.0,1.0
1Q7Y_1_B,0.912,0.939,0.925,0.925
1Q81_1_B,0.912,0.939,0.925,0.925
1Q82_1_B,0.912,0.939,0.925,0.925
1Q86_1_B,0.912,0.939,0.925,0.925
1Q8N_1_A,1.0,1.0,1.0,1.0
1Q93_1_A,1.0,1.0,1.0,1.0
1Q93_1_B,1.0,1.0,1.0,1.0
1Q93_1_C,1.0,1.0,1.0,1.0
1Q96_1_A,0.833,1.0,0.909,0.913
1Q96_1_B,0.833,1.0,0.909,0.913
1Q96_1_C,0.833,1.0,0.909,0.913
1Q9A_1_A,1.0,1.0,1.0,1.0
1QA6_1_C,0.933,1.0,0.966,0.966
1QA6_1_D,0.933,1.0,0.966,0.966
1QBP_1_A-B,0.0,0.0,0.0,0.0
1QBP_1_C-D,0.0,0.0,0.0,0.0
1QBP_1_E-F,0.0,0.0,0.0,0.0
1QC0_1_B-A,1.0,1.0,1.0,1.0
1QC0_1_C-D,1.0,1.0,1.0,1.0
1QC8_1_A,1.0,1.0,1.0,1.0
1QCU_1_A-B,1.0,1.0,1.0,1.0
1QCU_1_C-D,1.0,1.0,1.0,1.0
1QD3_1_A,1.0,1.0,1.0,1.0
1QES_1_A-B,1.0,1.0,1.0,1.0
1QET_1_A-B,1.0,1.0,1.0,1.0
1QF6_1_B,0.714,0.833,0.769,0.772
1QFQ_1_A,1.0,1.0,1.0,1.0
1QRS_1_B,0.95,1.0,0.974,0.975
1QRT_1_B,0.95,1.0,0.974,0.975
1QRU_1_B,0.95,1.0,0.974,0.975
1QTQ_1_B,0.95,1.0,0.974,0.975
1QU2_1_T,0.955,1.0,0.977,0.977
1QU3_1_T,0.955,1.0,0.977,0.977
1QVF_1_3,0.667,1.0,0.8,0.816
1QVF_1_9,0.912,0.939,0.925,0.925
1QVG_1_9,0.912,0.939,0.925,0.925
1QWA_1_A,1.0,1.0,1.0,1.0
1QWB_4_A,1.0,1.0,1.0,1.0
1QZW_1_B,1.0,1.0,1.0,1.0
1QZW_1_D,1.0,1.0,1.0,1.0
1QZW_1_F,1.0,1.0,1.0,1.0
1QZW_1_H,1.0,1.0,1.0,1.0
1R2P_9_A,1.0,1.0,1.0,1.0
1R3E_1_C,1.0,1.0,1.0,1.0
1R3E_1_D-E,0.714,0.714,0.714,0.714
1R4H_1_A,0.667,1.0,0.8,0.816
1R7W_12_A,1.0,1.0,1.0,1.0
1R7Z_5_A,1.0,1.0,1.0,1.0
1RAW_1_A,0.4,0.4,0.4,0.4
1RC7_1_B-C,1.0,1.0,1.0,1.0
1RC7_1_D-E,1.0,1.0,1.0,1.0
1RFR_3_A,1.0,1.0,1.0,1.0
1RHT_1_A,1.0,1.0,1.0,1.0
1RKJ_1_B,1.0,1.0,1.0,1.0
1RLG_1_C,0.0,0.0,0.0,0.0
1RLG_1_D,0.0,0.0,0.0,0.0
1RMN_1_A,1.0,1.0,1.0,1.0
1RNA_1_A-B,1.0,1.0,1.0,1.0
1RNG_1_A,0.8,1.0,0.889,0.894
1RNK_1_A,0.455,0.714,0.556,0.57
1ROQ_1_A,1.0,1.0,1.0,1.0
1RPU_1_C-D,1.0,1.0,1.0,1.0
1RRR_1_A-B,1.0,1.0,1.0,1.0
1RXB_1_A-B,1.0,1.0,1.0,1.0
1RY1_1_A,0.756,0.756,0.756,0.756
1RY1_1_E,0.833,1.0,0.909,0.913
1RY1_1_N-M,0.867,0.867,0.867,0.867
1RY1_1_O-P,1.0,1.0,1.0,1.0
1RY1_1_Q-R,0.75,1.0,0.857,0.866
1S03_1_A,0.722,0.765,0.743,0.743
1S03_1_B,0.722,0.765,0.743,0.743
1S2F_1_A,1.0,1.0,1.0,1.0
1S34_1_A,1.0,1.0,1.0,1.0
1S72_1_9,0.912,0.939,0.925,0.925
1S9S_4_A,1.0,1.0,1.0,1.0
1SA9_1_A-B,1.0,1.0,1.0,1.0
1SA9_1_C-D,1.0,1.0,1.0,1.0
1SAQ_1_A-B,1.0,1.0,1.0,1.0
1SAQ_1_C-D,1.0,1.0,1.0,1.0
1SCL_4_A,1.0,1.0,1.0,1.0
1SDR_1_A-B,1.0,1.0,1.0,1.0
1SDR_1_C-D,1.0,1.0,1.0,1.0
1SER_1_T,0.1,0.111,0.105,0.105
1SJ3_1_R,0.318,0.368,0.341,0.342
1SJ4_1_R,0.318,0.368,0.341,0.342
1SJF_1_B,0.318,0.368,0.341,0.342
1SLO_1_A,1.0,1.0,1.0,1.0
1SLP_1_A,1.0,1.0,1.0,1.0
1SM1_1_9,1.0,1.0,1.0,1.0
1SY4_5_A,1.0,1.0,1.0,1.0
1SYZ_2_A,1.0,1.0,1.0,1.0
1SZ1_1_E,0.556,0.714,0.625,0.63
1SZ1_1_F,0.556,0.714,0.625,0.63
1SZY_1_A,1.0,1.0,1.0,1.0
1T0D_1_A-B,1.0,1.0,1.0,1.0
1T0D_1_C-D,1.0,1.0,1.0,1.0
1T0E_1_A-C,1.0,1.0,1.0,1.0
1T0K_1_D-C,1.0,1.0,1.0,1.0
1T28_1_A,1.0,1.0,1.0,1.0
1T4L_1_A,1.0,1.0,1.0,1.0
1T4X_1_A-B,1.0,1.0,1.0,1.0
1TBK_1_A,1.0,1.0,1.0,1.0
1TFN_1_A,1.0,1.0,1.0,1.0
1TFW_1_G-J,1.0,1.0,1.0,1.0
1TFW_1_H-E,0.9,1.0,0.947,0.949
1TFW_1_I-F,0.889,1.0,0.941,0.943
1TFY_1_G-J,1.0,1.0,1.0,1.0
1TFY_1_H-E,1.0,1.0,1.0,1.0
1TFY_1_I-F,1.0,1.0,1.0,1.0
1TJZ_15_A,1.0,1.0,1.0,1.0
1TLR_1_A,1.0,1.0,1.0,1.0
1TN1_1_A,0.556,0.714,0.625,0.63
1TN2_1_A,0.556,0.714,0.625,0.63
1TOB_1_A,1.0,1.0,1.0,1.0
1TRA_1_A,0.556,0.714,0.625,0.63
1TTT_1_D,0.556,0.714,0.625,0.63
1TTT_1_E,0.556,0.714,0.625,0.63
1TTT_1_F,0.556,0.714,0.625,0.63
1TUT_1_A-B,1.0,1.0,1.0,1.0
1TXS_4_A,1.0,1.0,1.0,1.0
1U0B_1_A,0.8,0.842,0.821,0.821
1U1Y_1_R,1.0,1.0,1.0,1.0
1U1Y_1_S,1.0,1.0,1.0,1.0
1U2A_1_A,1.0,1.0,1.0,1.0
1U3K_7_A,1.0,1.0,1.0,1.0
1U63_1_B,0.941,0.941,0.941,0.941
1U63_1_D,0.941,0.941,0.941,0.941
1U6B_1_B,0.618,0.694,0.654,0.655
1U6P_16_B,1.0,1.0,1.0,1.0
