,PPV,TPR,F1,INF-MCC
1IHA_1_A-B,0.0,0.0,0.0,0.0
1IK1_1_A,0.8,1.0,0.889,0.894
1IK5_1_A-B,0.0,0.0,0.0,0.0
1IKD_24_A,0.857,1.0,0.923,0.926
1IL2_1_C,0.35,0.368,0.359,0.359
1IL2_1_D,0.316,0.333,0.324,0.324
1IVS_1_C,0.5,0.55,0.524,0.524
1IVS_1_D,0.5,0.647,0.564,0.569
1J1U_1_B,0.909,1.0,0.952,0.953
1J2B_1_C,0.316,0.333,0.324,0.324
1J2B_1_D,0.579,0.579,0.579,0.579
1J4Y_1_A,0.833,1.0,0.909,0.913
1J7T_1_A-B,0.688,0.846,0.759,0.763
1J9H_1_A-B,0.333,0.4,0.364,0.365
1J9H_1_C-D,0.333,0.4,0.364,0.365
1JBR_1_C-F,0.75,1.0,0.857,0.866
1JBR_1_D,0.75,1.0,0.857,0.866
1JBS_1_C,0.0,0.0,0.0,0.0
1JBS_1_D,0.0,0.0,0.0,0.0
1JBT_1_C,0.714,1.0,0.833,0.845
1JBT_1_D,0.714,1.0,0.833,0.845
1JGO_1_B,0.222,0.25,0.235,0.236
1JGO_1_C,0.235,0.25,0.242,0.243
1JGO_1_D,0.9,1.0,0.947,0.949
1JGP_1_B,0.222,0.25,0.235,0.236
1JGP_1_C,0.235,0.25,0.242,0.243
1JGP_1_D,0.9,1.0,0.947,0.949
1JGQ_1_B,0.222,0.25,0.235,0.236
1JGQ_1_C,0.235,0.25,0.242,0.243
1JGQ_1_D,0.9,1.0,0.947,0.949
1JID_1_B,0.5,0.5,0.5,0.5
1JJ2_1_9,0.912,0.939,0.925,0.925
1JO7_18_A,0.9,1.0,0.947,0.949
1JOX_1_A,0.857,1.0,0.923,0.926
1JP0_1_A,0.857,1.0,0.923,0.926
1JTJ_1_A,0.857,1.0,0.923,0.926
1JTW_5_A,1.0,1.0,1.0,1.0
1JU1_1_A-B,0.85,1.0,0.919,0.922
1JU7_1_A,0.833,1.0,0.909,0.913
1JUR_1_A,0.875,1.0,0.933,0.935
1JWC_1_A,0.833,1.0,0.909,0.913
1JZC_1_A,0.8,1.0,0.889,0.894
1JZV_1_B-A,0.333,0.667,0.444,0.471
1JZV_1_D-C,0.333,0.667,0.444,0.471
1K2G_1_A,0.5,1.0,0.667,0.707
1K4A_1_A,0.8,1.0,0.889,0.894
1K4B_1_A,0.8,1.0,0.889,0.894
1K5I_2_A,1.0,1.0,1.0,1.0
1K6G_2_A,1.0,1.0,1.0,1.0
1K6H_1_A,1.0,1.0,1.0,1.0
1K73_1_B,0.912,0.939,0.925,0.925
1K8A_1_B,0.912,0.939,0.925,0.925
1K8S_1_A-B,0.75,1.0,0.857,0.866
1K8W_1_B,1.0,1.0,1.0,1.0
1K9M_1_B,0.912,0.939,0.925,0.925
1K9W_1_B,1.0,1.0,1.0,1.0
1K9W_1_D,1.0,1.0,1.0,1.0
1KAJ_1_A,0.444,1.0,0.615,0.667
1KC8_1_B,0.912,0.939,0.925,0.925
1KD1_1_B,0.912,0.939,0.925,0.925
1KD3_1_A-B,0.0,0.0,0.0,0.0
1KD4_1_A-B,0.0,0.0,0.0,0.0
1KD5_1_A-B,0.0,0.0,0.0,0.0
1KH6_1_A,0.214,0.273,0.24,0.242
1KIS_1_A,0.8,1.0,0.889,0.894
1KKA_1_A,0.833,1.0,0.909,0.913
1KKS_1_A,0.857,1.0,0.923,0.926
1KOC_1_B-A,0.0,0.0,0.0,0.0
1KOD_1_B-A,0.0,0.0,0.0,0.0
1KOG_1_I,0.923,1.0,0.96,0.961
1KOG_1_J,0.923,1.0,0.96,0.961
1KOG_1_K,1.0,1.0,1.0,1.0
1KOG_1_L,0.923,1.0,0.96,0.961
1KOG_1_M,0.923,1.0,0.96,0.961
1KOG_1_N,0.923,1.0,0.96,0.961
1KOG_1_O,0.923,1.0,0.96,0.961
1KOG_1_P,0.923,1.0,0.96,0.961
1KOS_1_A,0.8,1.0,0.889,0.894
1KP7_1_A,0.889,1.0,0.941,0.943
1KPD_1_A,0.5,1.0,0.667,0.707
1KPY_3_A,0.625,1.0,0.769,0.791
1KPZ_1_A,0.625,1.0,0.769,0.791
1KQS_1_9,0.912,0.939,0.925,0.925
1KUQ_1_B,0.632,0.706,0.667,0.668
1KXK_1_A,0.826,0.792,0.809,0.809
1L1C_1_C,0.8,1.0,0.889,0.894
1L1W_1_A,0.9,1.0,0.947,0.949
1L2X_1_A,0.625,1.0,0.769,0.791
1L3D_1_A,0.625,1.0,0.769,0.791
1L8V_1_A,0.739,0.791,0.764,0.764
1L8V_1_B,0.872,0.891,0.882,0.882
1L9A_1_B,0.692,0.711,0.701,0.701
1LC4_1_A-B,0.688,0.846,0.759,0.763
1LC6_7_A,0.875,1.0,0.933,0.935
1LDZ_3_A,0.9,1.0,0.947,0.949
1LMV_1_B-A,0.667,1.0,0.8,0.816
1LNG_1_B,1.0,1.0,1.0,1.0
1LNT_1_A-B,0.0,0.0,0.0,0.0
1LU3_1_A,1.0,1.0,1.0,1.0
1LVJ_2_A,0.909,1.0,0.952,0.953
1M1K_1_B,0.912,0.939,0.925,0.925
1M5K_1_B,0.944,0.895,0.919,0.919
1M5K_1_E,0.952,0.909,0.93,0.93
1M5L_1_A,0.917,1.0,0.957,0.957
1M5O_1_B,0.95,0.905,0.927,0.927
1M5O_1_E,0.952,0.909,0.93,0.93
1M5P_1_B,0.947,0.9,0.923,0.923
1M5P_1_E,0.95,0.905,0.927,0.927
1M5V_1_B,0.947,0.9,0.923,0.923
1M5V_1_E,0.947,0.9,0.923,0.923
1M82_1_A,0.889,1.0,0.941,0.943
1M90_1_B,0.912,0.939,0.925,0.925
1MFJ_1_A,1.0,1.0,1.0,1.0
1MFK_1_A,1.0,1.0,1.0,1.0
1MFQ_1_A,0.659,0.771,0.711,0.713
1MFY_1_A,0.889,1.0,0.941,0.943
1MHK_1_L-S,0.833,1.0,0.909,0.913
1MIS_1_A-B,0.0,0.0,0.0,0.0
1MJ1_1_C,0.235,0.25,0.242,0.243
1MJ1_1_D,0.222,0.25,0.235,0.236
1MJI_1_C,0.8,1.0,0.889,0.894
1MJI_1_D,0.8,1.0,0.889,0.894
1ML5_1_B,0.235,0.25,0.242,0.243
1MME_1_B-A,0.308,0.5,0.381,0.392
1MME_1_D-C,0.25,0.429,0.316,0.327
1MMS_1_C,0.786,0.846,0.815,0.815
1MMS_1_D,0.786,0.846,0.815,0.815
1MNB_1_B,0.909,1.0,0.952,0.953
1MNX_5_A,0.917,1.0,0.957,0.957
1MSY_1_A,0.833,1.0,0.909,0.913
1MT4_4_A,1.0,1.0,1.0,1.0
1MUV_1_A-B,0.667,1.0,0.8,0.816
1MV1_1_A-B,0.667,1.0,0.8,0.816
1MV2_1_A-B,0.667,1.0,0.8,0.816
1MV6_1_A-B,0.667,1.0,0.8,0.816
1MWG_1_A-B,0.0,0.0,0.0,0.0
1MWL_1_A-B,0.688,0.846,0.759,0.763
1MZP_1_B,0.357,0.455,0.4,0.403
1N32_1_Y-Z,0.429,1.0,0.6,0.655
1N33_1_Y-Z,0.0,0.0,0.0,0.0
1N35_1_C-B,0.8,1.0,0.889,0.894
1N53_1_A-B,0.444,0.667,0.533,0.544
1N66_1_A,0.857,1.0,0.923,0.926
1N77_1_C,0.682,0.75,0.714,0.715
1N77_1_D,0.682,0.75,0.714,0.715
1N78_1_C,0.682,0.75,0.714,0.715
1N78_1_D,0.682,0.75,0.714,0.715
1N8R_1_B,0.912,0.939,0.925,0.925
1N8X_1_A,1.0,1.0,1.0,1.0
1NA2_1_A,0.875,1.0,0.933,0.935
1NBK_1_A,0.923,1.0,0.96,0.961
1NBR_10_A,0.833,1.0,0.909,0.913
1NBS_1_A,0.563,0.692,0.621,0.624
1NBS_1_B,0.786,0.868,0.825,0.826
1NC0_2_A,0.889,1.0,0.941,0.943
1NEM_1_A,0.889,1.0,0.941,0.943
1NJI_1_B,0.912,0.939,0.925,0.925
1NJM_1_5,0.778,1.0,0.875,0.882
1NJP_1_5,0.778,1.0,0.875,0.882
1NKW_1_9,0.867,0.897,0.881,0.881
1NLC_1_B-A,0.85,1.0,0.919,0.922
1NTA_1_A-B,0.231,0.375,0.286,0.294
1NTB_1_A-B,0.231,0.375,0.286,0.294
1NUJ_1_A-B,0.875,1.0,0.933,0.935
1NUJ_1_C-D,0.875,1.0,0.933,0.935
1NUJ_1_E-F,0.875,1.0,0.933,0.935
1NUJ_1_G-H,0.875,1.0,0.933,0.935
1NUV_1_A-B,0.875,1.0,0.933,0.935
1NUV_1_C-D,0.875,1.0,0.933,0.935
1NUV_1_E-F,0.875,1.0,0.933,0.935
1NUV_1_G-H,0.875,1.0,0.933,0.935
1NWX_1_9,0.867,0.897,0.881,0.881
1NWY_1_9,0.867,0.897,0.881,0.881
1NYB_1_B,1.0,1.0,1.0,1.0
1NYI_1_B-A,0.0,0.0,0.0,0.0
1NZ1_1_A,0.875,1.0,0.933,0.935
1O0B_1_B,0.5,0.556,0.526,0.527
1O0C_1_B,0.5,0.556,0.526,0.527
1O15_1_A,0.889,1.0,0.941,0.943
1O3Z_1_B-A,0.85,1.0,0.919,0.922
1O9M_1_A-B,0.625,1.0,0.769,0.791
1OB2_1_B,0.222,0.25,0.235,0.236
1OLN_1_C,0.786,0.846,0.815,0.815
1OOA_1_C,0.889,1.0,0.941,0.943
1OOA_1_D,0.889,1.0,0.941,0.943
1OQ0_1_A,0.833,1.0,0.909,0.913
1OSW_3_A,0.857,1.0,0.923,0.926
1OW9_1_A,0.857,1.0,0.923,0.926
1P5M_10_A,0.895,1.0,0.944,0.946
1P5N_8_A,0.889,1.0,0.941,0.943
1P5O_2_A,0.217,0.263,0.238,0.239
1P5P_1_A,0.208,0.263,0.233,0.234
1P6V_1_B,1.0,1.0,1.0,1.0
1P6V_1_D,1.0,1.0,1.0,1.0
1PBM_1_A-B,0.5,1.0,0.667,0.707
1PBR_1_A,0.889,1.0,0.941,0.943
1PJY_1_A,0.889,1.0,0.941,0.943
1Q29_1_B-A,0.0,0.0,0.0,0.0
1Q2R_1_E,1.0,1.0,1.0,1.0
1Q2R_1_F,1.0,1.0,1.0,1.0
1Q2S_1_E,1.0,1.0,1.0,1.0
1Q2S_1_F,1.0,1.0,1.0,1.0
1Q75_1_A,0.8,1.0,0.889,0.894
1Q7Y_1_B,0.912,0.939,0.925,0.925
1Q81_1_B,0.912,0.939,0.925,0.925
1Q82_1_B,0.912,0.939,0.925,0.925
1Q86_1_B,0.912,0.939,0.925,0.925
1Q8N_1_A,0.923,1.0,0.96,0.961
1Q93_1_A,0.667,0.8,0.727,0.73
1Q93_1_B,0.667,0.8,0.727,0.73
1Q93_1_C,0.667,0.8,0.727,0.73
1Q96_1_A,0.667,1.0,0.8,0.816
1Q96_1_B,0.667,1.0,0.8,0.816
1Q96_1_C,0.667,1.0,0.8,0.816
1Q9A_1_A,0.833,1.0,0.909,0.913
1QA6_1_C,0.933,1.0,0.966,0.966
1QA6_1_D,0.933,1.0,0.966,0.966
1QBP_1_A-B,0.0,0.0,0.0,0.0
1QBP_1_C-D,0.0,0.0,0.0,0.0
1QBP_1_E-F,0.0,0.0,0.0,0.0
1QC0_1_B-A,0.778,1.0,0.875,0.882
1QC0_1_C-D,0.842,1.0,0.914,0.918
1QC8_1_A,0.75,1.0,0.857,0.866
1QCU_1_A-B,0.818,1.0,0.9,0.905
1QCU_1_C-D,0.0,0.0,0.0,0.0
1QD3_1_A,0.9,1.0,0.947,0.949
1QES_1_A-B,0.0,0.0,0.0,0.0
1QET_1_A-B,0.625,1.0,0.769,0.791
1QF6_1_B,0.667,0.933,0.778,0.789
1QFQ_1_A,1.0,1.0,1.0,1.0
1QRS_1_B,0.95,1.0,0.974,0.975
1QRT_1_B,0.95,1.0,0.974,0.975
1QRU_1_B,0.95,1.0,0.974,0.975
1QTQ_1_B,0.5,0.556,0.526,0.527
1QU2_1_T,0.455,0.476,0.465,0.465
1QU3_1_T,0.455,0.476,0.465,0.465
1QVF_1_3,0.0,0.0,0.0,0.0
1QVF_1_9,0.912,0.939,0.925,0.925
1QVG_1_9,0.912,0.939,0.925,0.925
1QWA_1_A,0.875,1.0,0.933,0.935
1QWB_4_A,0.833,1.0,0.909,0.913
1QZW_1_B,0.0,0.0,0.0,0.0
1QZW_1_D,0.0,0.0,0.0,0.0
1QZW_1_F,0.0,0.0,0.0,0.0
1QZW_1_H,0.0,0.0,0.0,0.0
1R2P_9_A,0.923,1.0,0.96,0.961
1R3E_1_C,0.8,1.0,0.889,0.894
1R3E_1_D-E,0.5,0.636,0.56,0.564
1R4H_1_A,0.0,0.0,0.0,0.0
1R7W_12_A,0.917,1.0,0.957,0.957
1R7Z_5_A,0.917,1.0,0.957,0.957
1RAW_1_A,0.4,0.4,0.4,0.4
1RC7_1_B-C,0.7,1.0,0.824,0.837
1RC7_1_D-E,0.7,1.0,0.824,0.837
1RFR_3_A,0.9,1.0,0.947,0.949
1RHT_1_A,1.0,1.0,1.0,1.0
1RKJ_1_B,0.857,1.0,0.923,0.926
1RLG_1_C,0.4,0.667,0.5,0.516
1RLG_1_D,0.4,0.667,0.5,0.516
1RMN_1_A,1.0,1.0,1.0,1.0
1RNA_1_A-B,0.786,1.0,0.88,0.886
1RNG_1_A,0.0,0.0,0.0,0.0
1RNK_1_A,0.545,1.0,0.706,0.739
1ROQ_1_A,0.8,1.0,0.889,0.894
1RPU_1_C-D,0.889,1.0,0.941,0.943
1RRR_1_A-B,0.7,1.0,0.824,0.837
1RXB_1_A-B,0.625,1.0,0.769,0.791
1RY1_1_A,0.659,0.771,0.711,0.713
1RY1_1_E,0.222,0.286,0.25,0.252
1RY1_1_N-M,0.8,0.8,0.8,0.8
1RY1_1_O-P,1.0,1.0,1.0,1.0
1RY1_1_Q-R,0.75,1.0,0.857,0.866
1S03_1_A,0.833,0.938,0.882,0.884
1S03_1_B,0.833,0.938,0.882,0.884
1S2F_1_A,0.889,1.0,0.941,0.943
1S34_1_A,0.889,1.0,0.941,0.943
1S72_1_9,0.912,0.939,0.925,0.925
1S9S_4_A,0.75,0.771,0.761,0.761
1SA9_1_A-B,0.0,0.0,0.0,0.0
1SA9_1_C-D,0.0,0.0,0.0,0.0
1SAQ_1_A-B,0.0,0.0,0.0,0.0
1SAQ_1_C-D,0.0,0.0,0.0,0.0
1SCL_4_A,0.714,1.0,0.833,0.845
1SDR_1_A-B,0.75,1.0,0.857,0.866
1SDR_1_C-D,0.75,1.0,0.857,0.866
1SER_1_T,0.7,0.875,0.778,0.783
1SJ3_1_R,0.0,0.0,0.0,0.0
1SJ4_1_R,0.0,0.0,0.0,0.0
1SJF_1_B,0.0,0.0,0.0,0.0
1SLO_1_A,0.857,1.0,0.923,0.926
1SLP_1_A,0.857,1.0,0.923,0.926
1SM1_1_9,0.867,0.897,0.881,0.881
1SY4_5_A,0.875,1.0,0.933,0.935
1SYZ_2_A,0.875,1.0,0.933,0.935
1SZ1_1_E,0.222,0.25,0.235,0.236
1SZ1_1_F,0.222,0.25,0.235,0.236
1SZY_1_A,0.857,1.0,0.923,0.926
1T0D_1_A-B,0.769,1.0,0.87,0.877
1T0D_1_C-D,0.769,1.0,0.87,0.877
1T0E_1_A-C,0.786,1.0,0.88,0.886
1T0K_1_D-C,0.333,0.5,0.4,0.408
1T28_1_A,0.889,1.0,0.941,0.943
1T4L_1_A,0.929,1.0,0.963,0.964
1T4X_1_A-B,0.5,1.0,0.667,0.707
1TBK_1_A,0.833,1.0,0.909,0.913
1TFN_1_A,0.0,0.0,0.0,0.0
1TFW_1_G-J,1.0,1.0,1.0,1.0
1TFW_1_H-E,0.8,1.0,0.889,0.894
1TFW_1_I-F,0.778,1.0,0.875,0.882
1TFY_1_G-J,1.0,1.0,1.0,1.0
1TFY_1_H-E,0.909,1.0,0.952,0.953
1TFY_1_I-F,0.909,1.0,0.952,0.953
1TJZ_15_A,0.857,1.0,0.923,0.926
1TLR_1_A,0.857,1.0,0.923,0.926
1TN1_1_A,0.222,0.25,0.235,0.236
1TN2_1_A,0.222,0.25,0.235,0.236
1TOB_1_A,0.9,1.0,0.947,0.949
1TRA_1_A,0.222,0.25,0.235,0.236
1TTT_1_D,0.222,0.25,0.235,0.236
1TTT_1_E,0.222,0.25,0.235,0.236
1TTT_1_F,0.222,0.25,0.235,0.236
1TUT_1_A-B,0.0,0.0,0.0,0.0
1TXS_4_A,0.923,1.0,0.96,0.961
1U0B_1_A,0.75,0.789,0.769,0.769
1U1Y_1_R,0.4,0.5,0.444,0.447
1U1Y_1_S,0.5,0.5,0.5,0.5
1U2A_1_A,0.857,1.0,0.923,0.926
1U3K_7_A,0.929,1.0,0.963,0.964
1U63_1_B,1.0,1.0,1.0,1.0
1U63_1_D,1.0,1.0,1.0,1.0
1U6B_1_B,0.8,0.846,0.822,0.823
1U6P_16_B,0.917,0.943,0.93,0.93
