,PPV,TPR,F1,INF-MCC
1BZT_1_A,1.0,1.0,1.0,1.0
1BZU_1_A,1.0,1.0,1.0,1.0
1C04_1_E,0.533,0.571,0.552,0.552
1C04_1_F,1.0,1.0,1.0,1.0
1C0O_1_A,0.6,1.0,0.75,0.775
1C2X_1_C,0.31,0.265,0.286,0.287
1C4L_1_A-B,0.625,1.0,0.769,0.791
1CQ5_1_A,1.0,1.0,1.0,1.0
1CQL_10_A,1.0,1.0,1.0,1.0
1CSL_1_B-A,0.889,1.0,0.941,0.943
1D0T_1_A,0.833,1.0,0.909,0.913
1D0U_14_A,1.0,1.0,1.0,1.0
1D4R_1_B-A,0.0,0.0,0.0,0.0
1D6K_4_B,1.0,1.0,1.0,1.0
1DDY_1_A,0.125,0.167,0.143,0.144
1DDY_1_C,0.125,0.167,0.143,0.144
1DDY_1_E,0.125,0.167,0.143,0.144
1DDY_1_G,0.125,0.167,0.143,0.144
1DFU_1_M-N,0.333,0.3,0.316,0.316
1DI2_1_C-D,0.8,1.0,0.889,0.894
1DK1_1_B,0.684,0.722,0.703,0.703
1DQF_1_B-A,0.778,1.0,0.875,0.882
1DQH_1_B-A,0.778,1.0,0.875,0.882
1DRZ_1_B,0.0,0.0,0.0,0.0
1DUL_1_B,1.0,1.0,1.0,1.0
1DUQ_1_B-A,0.0,0.0,0.0,0.0
1DUQ_1_D-C,0.0,0.0,0.0,0.0
1DUQ_1_F-E,0.0,0.0,0.0,0.0
1DUQ_1_H-G,0.0,0.0,0.0,0.0
1DZ5_1_C-D,0.0,0.0,0.0,0.0
1E4P_8_A,1.0,1.0,1.0,1.0
1E7K_1_C,0.0,0.0,0.0,0.0
1E7K_1_D,0.0,0.0,0.0,0.0
1E8O_1_E,0.722,1.0,0.839,0.85
1E95_14_A,0.5,1.0,0.667,0.707
1EBQ_1_A,1.0,1.0,1.0,1.0
1EBR_1_A,1.0,1.0,1.0,1.0
1EBS_1_A,1.0,1.0,1.0,1.0
1EC6_1_C,1.0,1.0,1.0,1.0
1EC6_1_D,1.0,1.0,1.0,1.0
1EFW_1_C,0.333,0.467,0.389,0.394
1EFW_1_D,0.333,0.467,0.389,0.394
1EHT_3_A,1.0,1.0,1.0,1.0
1EHZ_1_A,0.389,0.583,0.467,0.476
1EI2_9_A,0.75,1.0,0.857,0.866
1EIY_1_C,0.955,1.0,0.977,0.977
1EKA_1_A-B,0.5,1.0,0.667,0.707
1EKD_1_A-B,0.75,1.0,0.857,0.866
1EKZ_4_B,1.0,1.0,1.0,1.0
1ELH_1_B-A,0.8,0.889,0.842,0.843
1ESH_1_A,1.0,1.0,1.0,1.0
1ESY_2_A,1.0,1.0,1.0,1.0
1ET4_1_A,0.125,0.167,0.143,0.144
1ET4_1_B,0.125,0.167,0.143,0.144
1ET4_1_C,0.125,0.167,0.143,0.144
1ET4_1_D,0.125,0.167,0.143,0.144
1ET4_1_E,0.125,0.167,0.143,0.144
1ETF_1_A,1.0,1.0,1.0,1.0
1ETG_14_A,1.0,1.0,1.0,1.0
1EUQ_1_B,0.45,0.563,0.5,0.503
1EUY_1_B,0.45,0.563,0.5,0.503
1EVV_1_A,0.389,0.583,0.467,0.476
1EXD_1_B,0.5,0.476,0.488,0.488
1EXY_1_A,1.0,1.0,1.0,1.0
1F1T_1_A,0.5,0.833,0.625,0.645
1F27_1_A,1.0,1.0,1.0,1.0
1F5G_1_A-B,0.75,1.0,0.857,0.866
1F5H_1_A-B,0.75,1.0,0.857,0.866
1F5U_1_A,1.0,1.0,1.0,1.0
1F5U_1_B,1.0,1.0,1.0,1.0
1F6U_2_B,1.0,1.0,1.0,1.0
1F6X_1_A,1.0,1.0,1.0,1.0
1F6Z_1_A,1.0,1.0,1.0,1.0
1F78_1_A,1.0,1.0,1.0,1.0
1F79_1_A,1.0,1.0,1.0,1.0
1F7F_3_A,1.0,1.0,1.0,1.0
1F7G_1_A,1.0,1.0,1.0,1.0
1F7H_5_A,1.0,1.0,1.0,1.0
1F7I_2_A,1.0,1.0,1.0,1.0
1F7U_1_B,0.353,0.353,0.353,0.353
1F7V_1_B,0.353,0.353,0.353,0.353
1F7Y_1_B,0.684,0.722,0.703,0.703
1F84_10_A,1.0,1.0,1.0,1.0
1F85_1_A,1.0,1.0,1.0,1.0
1F9L_1_A,1.0,1.0,1.0,1.0
1FCW_1_A,0.389,0.583,0.467,0.476
1FCW_1_B,0.389,0.583,0.467,0.476
1FCW_1_C,0.389,0.583,0.467,0.476
1FCW_1_D,0.389,0.583,0.467,0.476
1FCW_1_E,0.389,0.583,0.467,0.476
1FEQ_1_A,1.0,1.0,1.0,1.0
1FEU_1_C-B,0.0,0.0,0.0,0.0
1FEU_1_F-E,0.0,0.0,0.0,0.0
1FFK_1_9,0.853,0.935,0.892,0.893
1FFY_1_T,0.318,0.304,0.311,0.311
1FFZ_1_A,0.593,0.589,0.591,0.591
1FG0_1_A,0.59,0.586,0.588,0.588
1FHK_4_A,1.0,1.0,1.0,1.0
1FIR_1_A,0.529,0.529,0.529,0.529
1FJE_1_A,1.0,1.0,1.0,1.0
1FL8_1_A,1.0,1.0,1.0,1.0
1FMN_1_A,1.0,1.0,1.0,1.0
1FOQ_1_A,0.976,1.0,0.988,0.988
1FOQ_1_B,0.976,1.0,0.988,0.988
1FOQ_1_C,0.976,1.0,0.988,0.988
1FOQ_1_D,0.976,1.0,0.988,0.988
1FOQ_1_E,0.976,1.0,0.988,0.988
1FQZ_1_A,1.0,1.0,1.0,1.0
1FUF_1_A-B,0.0,0.0,0.0,0.0
1FYO_1_A,0.889,1.0,0.941,0.943
1FYP_1_A,0.889,1.0,0.941,0.943
1G1X_1_D-E,0.667,0.667,0.667,0.667
1G1X_1_J-I,0.667,0.667,0.667,0.667
1G59_1_B,0.727,0.762,0.744,0.744
1G59_1_D,0.727,0.762,0.744,0.744
1G70_1_A,1.0,1.0,1.0,1.0
1GAX_1_C,0.955,1.0,0.977,0.977
1GAX_1_D,0.955,1.0,0.977,0.977
1GID_1_A,0.75,0.818,0.783,0.783
1GID_1_B,0.75,0.818,0.783,0.783
1GRZ_1_A,0.803,0.891,0.844,0.846
1GRZ_1_B,0.841,0.883,0.862,0.862
1GTR_1_B,0.45,0.529,0.486,0.488
1GTS_1_B,0.45,0.529,0.486,0.488
1GUC_1_A-B,0.5,1.0,0.667,0.707
1H3E_1_B,0.72,0.818,0.766,0.768
1H4Q_1_T,0.75,0.75,0.75,0.75
1H4S_1_T,0.75,0.75,0.75,0.75
1HC8_1_C,0.5,0.538,0.519,0.519
1HC8_1_D,0.5,0.538,0.519,0.519
1HJI_1_A,1.0,1.0,1.0,1.0
1HLX_1_A,1.0,1.0,1.0,1.0
1HMH_1_A,1.0,1.0,1.0,1.0
1HMH_1_C,1.0,1.0,1.0,1.0
1HMH_1_E,1.0,1.0,1.0,1.0
1HQ1_1_B,1.0,1.0,1.0,1.0
1HR2_1_A,0.739,0.829,0.782,0.783
1HR2_1_B,0.723,0.81,0.764,0.765
1HS1_1_A,1.0,1.0,1.0,1.0
1HS2_1_A,1.0,1.0,1.0,1.0
1HS3_1_A,1.0,1.0,1.0,1.0
1HS4_1_A,1.0,1.0,1.0,1.0
1HS8_1_A,1.0,1.0,1.0,1.0
1HVU_1_C,0.4,1.0,0.571,0.632
1HVU_1_F,0.4,1.0,0.571,0.632
1HVU_1_I,0.4,1.0,0.571,0.632
1HVU_1_L,0.4,1.0,0.571,0.632
1HWQ_1_A,1.0,1.0,1.0,1.0
1I3X_1_A,1.0,1.0,1.0,1.0
1I3Y_8_A,1.0,1.0,1.0,1.0
1I46_1_A,1.0,1.0,1.0,1.0
1I4B_1_A,1.0,1.0,1.0,1.0
1I4C_1_A,1.0,1.0,1.0,1.0
1I6U_1_C,0.867,0.867,0.867,0.867
1I6U_1_D,0.867,0.867,0.867,0.867
1I9F_5_A,1.0,1.0,1.0,1.0
1I9V_1_A,0.905,1.0,0.95,0.951
1I9X_1_A-B,0.75,0.9,0.818,0.822
1IBL_1_Y-Z,0.571,1.0,0.727,0.756
1IBM_1_Y-Z,0.0,0.0,0.0,0.0
1ICG_1_A-B,0.0,0.0,0.0,0.0
1ID9_1_A-B,0.0,0.0,0.0,0.0
1IDV_1_A,1.0,1.0,1.0,1.0
1IDW_1_A-B,0.0,0.0,0.0,0.0
1IE1_4_A,1.0,1.0,1.0,1.0
1IE2_16_A,0.667,1.0,0.8,0.816
1IHA_1_A-B,0.0,0.0,0.0,0.0
1IK1_1_A,1.0,1.0,1.0,1.0
1IK5_1_A-B,0.0,0.0,0.0,0.0
1IKD_24_A,1.0,1.0,1.0,1.0
1IL2_1_C,0.35,0.389,0.368,0.369
1IL2_1_D,0.316,0.353,0.333,0.334
1IVS_1_C,0.955,1.0,0.977,0.977
1IVS_1_D,0.955,1.0,0.977,0.977
1J1U_1_B,0.955,0.955,0.955,0.955
1J2B_1_C,0.737,0.7,0.718,0.718
1J2B_1_D,0.789,0.75,0.769,0.769
1J4Y_1_A,1.0,1.0,1.0,1.0
1J7T_1_A-B,0.875,1.0,0.933,0.935
1J9H_1_A-B,0.333,0.4,0.364,0.365
1J9H_1_C-D,0.333,0.4,0.364,0.365
1JBR_1_C-F,0.875,1.0,0.933,0.935
1JBR_1_D,1.0,1.0,1.0,1.0
1JBS_1_C,0.0,0.0,0.0,0.0
1JBS_1_D,0.0,0.0,0.0,0.0
1JBT_1_C,1.0,1.0,1.0,1.0
1JBT_1_D,1.0,1.0,1.0,1.0
1JGO_1_B,0.389,0.583,0.467,0.476
1JGO_1_C,0.353,0.545,0.429,0.439
1JGO_1_D,0.8,1.0,0.889,0.894
1JGP_1_B,0.389,0.583,0.467,0.476
1JGP_1_C,0.353,0.545,0.429,0.439
1JGP_1_D,0.8,1.0,0.889,0.894
1JGQ_1_B,0.389,0.583,0.467,0.476
1JGQ_1_C,0.353,0.545,0.429,0.439
1JGQ_1_D,0.8,1.0,0.889,0.894
1JID_1_B,0.5,0.5,0.5,0.5
1JJ2_1_9,0.853,0.935,0.892,0.893
1JO7_18_A,0.9,1.0,0.947,0.949
1JOX_1_A,1.0,1.0,1.0,1.0
1JP0_1_A,1.0,1.0,1.0,1.0
1JTJ_1_A,1.0,1.0,1.0,1.0
1JTW_5_A,0.6,1.0,0.75,0.775
1JU1_1_A-B,0.9,1.0,0.947,0.949
1JU7_1_A,1.0,1.0,1.0,1.0
1JUR_1_A,1.0,1.0,1.0,1.0
1JWC_1_A,1.0,1.0,1.0,1.0
1JZC_1_A,1.0,1.0,1.0,1.0
1JZV_1_B-A,0.333,0.667,0.444,0.471
1JZV_1_D-C,0.333,0.667,0.444,0.471
1K2G_1_A,0.5,1.0,0.667,0.707
1K4A_1_A,1.0,1.0,1.0,1.0
1K4B_1_A,1.0,1.0,1.0,1.0
1K5I_2_A,1.0,1.0,1.0,1.0
1K6G_2_A,1.0,1.0,1.0,1.0
1K6H_1_A,1.0,1.0,1.0,1.0
1K73_1_B,0.853,0.935,0.892,0.893
1K8A_1_B,0.853,0.935,0.892,0.893
1K8S_1_A-B,0.833,1.0,0.909,0.913
1K8W_1_B,1.0,1.0,1.0,1.0
1K9M_1_B,0.853,0.935,0.892,0.893
1K9W_1_B,1.0,1.0,1.0,1.0
1K9W_1_D,1.0,1.0,1.0,1.0
1KAJ_1_A,0.556,0.833,0.667,0.68
1KC8_1_B,0.853,0.935,0.892,0.893
1KD1_1_B,0.853,0.935,0.892,0.893
1KD3_1_A-B,0.0,0.0,0.0,0.0
1KD4_1_A-B,0.0,0.0,0.0,0.0
1KD5_1_A-B,0.0,0.0,0.0,0.0
1KH6_1_A,0.5,0.538,0.519,0.519
1KIS_1_A,1.0,1.0,1.0,1.0
1KKA_1_A,1.0,1.0,1.0,1.0
1KKS_1_A,1.0,1.0,1.0,1.0
1KOC_1_B-A,0.0,0.0,0.0,0.0
1KOD_1_B-A,0.0,0.0,0.0,0.0
1KOG_1_I,1.0,1.0,1.0,1.0
1KOG_1_J,1.0,1.0,1.0,1.0
1KOG_1_K,1.0,1.0,1.0,1.0
1KOG_1_L,1.0,1.0,1.0,1.0
1KOG_1_M,1.0,1.0,1.0,1.0
1KOG_1_N,1.0,1.0,1.0,1.0
1KOG_1_O,1.0,1.0,1.0,1.0
1KOG_1_P,1.0,1.0,1.0,1.0
1KOS_1_A,1.0,1.0,1.0,1.0
1KP7_1_A,1.0,1.0,1.0,1.0
1KPD_1_A,0.5,0.714,0.588,0.598
1KPY_3_A,0.625,1.0,0.769,0.791
1KPZ_1_A,0.625,1.0,0.769,0.791
1KQS_1_9,0.853,0.935,0.892,0.893
1KUQ_1_B,0.684,0.722,0.703,0.703
1KXK_1_A,0.826,0.792,0.809,0.809
1L1C_1_C,1.0,1.0,1.0,1.0
1L1W_1_A,1.0,1.0,1.0,1.0
1L2X_1_A,0.625,1.0,0.769,0.791
1L3D_1_A,0.625,1.0,0.769,0.791
1L8V_1_A,0.848,0.907,0.876,0.877
1L8V_1_B,0.83,0.867,0.848,0.848
1L9A_1_B,0.974,1.0,0.987,0.987
1LC4_1_A-B,0.875,1.0,0.933,0.935
1LC6_7_A,1.0,1.0,1.0,1.0
1LDZ_3_A,1.0,1.0,1.0,1.0
1LMV_1_B-A,0.778,1.0,0.875,0.882
1LNG_1_B,1.0,1.0,1.0,1.0
1LNT_1_A-B,0.0,0.0,0.0,0.0
1LU3_1_A,1.0,1.0,1.0,1.0
1LVJ_2_A,1.0,1.0,1.0,1.0
1M1K_1_B,0.853,0.935,0.892,0.893
1M5K_1_B,0.889,0.842,0.865,0.865
1M5K_1_E,0.905,0.864,0.884,0.884
1M5L_1_A,1.0,1.0,1.0,1.0
1M5O_1_B,0.9,0.857,0.878,0.878
1M5O_1_E,0.905,0.864,0.884,0.884
1M5P_1_B,0.895,0.85,0.872,0.872
1M5P_1_E,0.9,0.857,0.878,0.878
1M5V_1_B,0.895,0.85,0.872,0.872
1M5V_1_E,0.895,0.85,0.872,0.872
1M82_1_A,1.0,1.0,1.0,1.0
1M90_1_B,0.853,0.935,0.892,0.893
1MFJ_1_A,1.0,1.0,1.0,1.0
1MFK_1_A,1.0,1.0,1.0,1.0
1MFQ_1_A,0.829,0.85,0.84,0.84
1MFY_1_A,0.889,1.0,0.941,0.943
1MHK_1_L-S,0.0,0.0,0.0,0.0
1MIS_1_A-B,0.667,1.0,0.8,0.816
1MJ1_1_C,0.353,0.545,0.429,0.439
1MJ1_1_D,0.389,0.583,0.467,0.476
1MJI_1_C,0.9,1.0,0.947,0.949
1MJI_1_D,0.9,1.0,0.947,0.949
1ML5_1_B,0.353,0.545,0.429,0.439
1MME_1_B-A,0.308,0.444,0.364,0.37
1MME_1_D-C,0.25,0.375,0.3,0.306
1MMS_1_C,0.857,0.857,0.857,0.857
1MMS_1_D,0.857,0.857,0.857,0.857
1MNB_1_B,1.0,1.0,1.0,1.0
1MNX_5_A,1.0,1.0,1.0,1.0
1MSY_1_A,1.0,1.0,1.0,1.0
1MT4_4_A,1.0,1.0,1.0,1.0
1MUV_1_A-B,0.833,1.0,0.909,0.913
1MV1_1_A-B,0.833,1.0,0.909,0.913
1MV2_1_A-B,0.833,1.0,0.909,0.913
1MV6_1_A-B,0.833,1.0,0.909,0.913
1MWG_1_A-B,0.0,0.0,0.0,0.0
1MWL_1_A-B,0.875,1.0,0.933,0.935
1MZP_1_B,0.571,0.727,0.64,0.645
1N32_1_Y-Z,0.571,1.0,0.727,0.756
1N33_1_Y-Z,0.0,0.0,0.0,0.0
1N35_1_C-B,1.0,1.0,1.0,1.0
1N53_1_A-B,0.556,0.714,0.625,0.63
1N66_1_A,1.0,1.0,1.0,1.0
1N77_1_C,0.727,0.762,0.744,0.744
1N77_1_D,0.727,0.762,0.744,0.744
1N78_1_C,0.727,0.762,0.744,0.744
1N78_1_D,0.727,0.762,0.744,0.744
1N8R_1_B,0.853,0.935,0.892,0.893
1N8X_1_A,0.857,0.857,0.857,0.857
1NA2_1_A,1.0,1.0,1.0,1.0
1NBK_1_A,1.0,1.0,1.0,1.0
1NBR_10_A,0.917,1.0,0.957,0.957
1NBS_1_A,0.5,0.593,0.542,0.544
1NBS_1_B,0.548,0.59,0.568,0.568
1NC0_2_A,1.0,1.0,1.0,1.0
1NEM_1_A,1.0,1.0,1.0,1.0
1NJI_1_B,0.853,0.935,0.892,0.893
1NJM_1_5,0.889,1.0,0.941,0.943
1NJP_1_5,0.889,1.0,0.941,0.943
1NKW_1_9,0.8,0.828,0.814,0.814
1NLC_1_B-A,0.9,1.0,0.947,0.949
1NTA_1_A-B,0.0,0.0,0.0,0.0
1NTB_1_A-B,0.0,0.0,0.0,0.0
1NUJ_1_A-B,0.375,0.375,0.375,0.375
1NUJ_1_C-D,0.375,0.375,0.375,0.375
1NUJ_1_E-F,0.375,0.375,0.375,0.375
1NUJ_1_G-H,0.375,0.375,0.375,0.375
1NUV_1_A-B,0.375,0.375,0.375,0.375
1NUV_1_C-D,0.375,0.375,0.375,0.375
1NUV_1_E-F,0.375,0.375,0.375,0.375
1NUV_1_G-H,0.375,0.375,0.375,0.375
1NWX_1_9,0.8,0.828,0.814,0.814
1NWY_1_9,0.8,0.828,0.814,0.814
1NYB_1_B,1.0,1.0,1.0,1.0
1NYI_1_B-A,0.333,0.4,0.364,0.365
1NZ1_1_A,1.0,1.0,1.0,1.0
1O0B_1_B,0.45,0.529,0.486,0.488
1O0C_1_B,0.45,0.529,0.486,0.488
1O15_1_A,1.0,1.0,1.0,1.0
1O3Z_1_B-A,0.9,1.0,0.947,0.949
1O9M_1_A-B,0.875,1.0,0.933,0.935
1OB2_1_B,0.389,0.583,0.467,0.476
1OLN_1_C,0.857,0.857,0.857,0.857
1OOA_1_C,1.0,1.0,1.0,1.0
1OOA_1_D,1.0,1.0,1.0,1.0
1OQ0_1_A,0.833,1.0,0.909,0.913
1OSW_3_A,1.0,1.0,1.0,1.0
1OW9_1_A,1.0,1.0,1.0,1.0
1P5M_10_A,1.0,1.0,1.0,1.0
1P5N_8_A,1.0,1.0,1.0,1.0
1P5O_2_A,0.565,0.619,0.591,0.592
1P5P_1_A,0.583,0.636,0.609,0.609
1P6V_1_B,1.0,1.0,1.0,1.0
1P6V_1_D,1.0,1.0,1.0,1.0
1PBM_1_A-B,0.5,1.0,0.667,0.707
1PBR_1_A,1.0,1.0,1.0,1.0
1PJY_1_A,1.0,1.0,1.0,1.0
1Q29_1_B-A,0.25,0.3,0.273,0.274
1Q2R_1_E,1.0,1.0,1.0,1.0
1Q2R_1_F,1.0,1.0,1.0,1.0
1Q2S_1_E,1.0,1.0,1.0,1.0
1Q2S_1_F,1.0,1.0,1.0,1.0
1Q75_1_A,1.0,1.0,1.0,1.0
1Q7Y_1_B,0.853,0.935,0.892,0.893
1Q81_1_B,0.853,0.935,0.892,0.893
1Q82_1_B,0.853,0.935,0.892,0.893
1Q86_1_B,0.853,0.935,0.892,0.893
1Q8N_1_A,1.0,1.0,1.0,1.0
1Q93_1_A,1.0,1.0,1.0,1.0
1Q93_1_B,1.0,1.0,1.0,1.0
1Q93_1_C,1.0,1.0,1.0,1.0
1Q96_1_A,0.833,1.0,0.909,0.913
1Q96_1_B,0.833,1.0,0.909,0.913
1Q96_1_C,0.833,1.0,0.909,0.913
1Q9A_1_A,1.0,1.0,1.0,1.0
1QA6_1_C,0.533,0.571,0.552,0.552
1QA6_1_D,0.533,0.571,0.552,0.552
1QBP_1_A-B,0.0,0.0,0.0,0.0
1QBP_1_C-D,0.0,0.0,0.0,0.0
1QBP_1_E-F,0.0,0.0,0.0,0.0
1QC0_1_B-A,0.778,1.0,0.875,0.882
1QC0_1_C-D,0.895,1.0,0.944,0.946
1QC8_1_A,0.75,1.0,0.857,0.866
1QCU_1_A-B,0.818,1.0,0.9,0.905
1QCU_1_C-D,0.818,1.0,0.9,0.905
1QD3_1_A,1.0,1.0,1.0,1.0
1QES_1_A-B,0.0,0.0,0.0,0.0
1QET_1_A-B,0.75,1.0,0.857,0.866
1QF6_1_B,0.714,0.938,0.811,0.818
1QFQ_1_A,1.0,1.0,1.0,1.0
1QRS_1_B,0.45,0.529,0.486,0.488
1QRT_1_B,0.45,0.529,0.486,0.488
1QRU_1_B,0.45,0.529,0.486,0.488
1QTQ_1_B,0.45,0.529,0.486,0.488
1QU2_1_T,0.318,0.304,0.311,0.311
1QU3_1_T,0.318,0.304,0.311,0.311
1QVF_1_3,0.0,0.0,0.0,0.0
1QVF_1_9,0.853,0.935,0.892,0.893
1QVG_1_9,0.853,0.935,0.892,0.893
1QWA_1_A,1.0,1.0,1.0,1.0
1QWB_4_A,1.0,1.0,1.0,1.0
1QZW_1_B,1.0,1.0,1.0,1.0
1QZW_1_D,1.0,1.0,1.0,1.0
1QZW_1_F,1.0,1.0,1.0,1.0
1QZW_1_H,1.0,1.0,1.0,1.0
1R2P_9_A,1.0,1.0,1.0,1.0
1R3E_1_C,1.0,1.0,1.0,1.0
1R3E_1_D-E,0.571,0.667,0.615,0.617
1R4H_1_A,0.667,1.0,0.8,0.816
1R7W_12_A,1.0,1.0,1.0,1.0
1R7Z_5_A,1.0,1.0,1.0,1.0
1RAW_1_A,0.4,0.4,0.4,0.4
1RC7_1_B-C,0.8,1.0,0.889,0.894
1RC7_1_D-E,0.8,1.0,0.889,0.894
1RFR_3_A,1.0,1.0,1.0,1.0
1RHT_1_A,1.0,1.0,1.0,1.0
1RKJ_1_B,1.0,1.0,1.0,1.0
1RLG_1_C,0.4,0.667,0.5,0.516
1RLG_1_D,0.4,0.667,0.5,0.516
1RMN_1_A,1.0,1.0,1.0,1.0
1RNA_1_A-B,0.857,1.0,0.923,0.926
1RNG_1_A,0.8,1.0,0.889,0.894
1RNK_1_A,0.455,0.714,0.556,0.57
1ROQ_1_A,1.0,1.0,1.0,1.0
1RPU_1_C-D,0.944,1.0,0.971,0.972
1RRR_1_A-B,0.8,1.0,0.889,0.894
1RXB_1_A-B,0.75,1.0,0.857,0.866
1RY1_1_A,0.829,0.85,0.84,0.84
1RY1_1_E,0.722,1.0,0.839,0.85
1RY1_1_N-M,0.933,1.0,0.966,0.966
1RY1_1_O-P,1.0,1.0,1.0,1.0
1RY1_1_Q-R,0.75,1.0,0.857,0.866
1S03_1_A,0.889,0.941,0.914,0.915
1S03_1_B,0.889,0.941,0.914,0.915
1S2F_1_A,1.0,1.0,1.0,1.0
1S34_1_A,1.0,1.0,1.0,1.0
1S72_1_9,0.853,0.935,0.892,0.893
1S9S_4_A,0.972,1.0,0.986,0.986
1SA9_1_A-B,0.667,1.0,0.8,0.816
1SA9_1_C-D,0.667,1.0,0.8,0.816
1SAQ_1_A-B,0.667,1.0,0.8,0.816
1SAQ_1_C-D,0.667,1.0,0.8,0.816
1SCL_4_A,1.0,1.0,1.0,1.0
1SDR_1_A-B,0.833,1.0,0.909,0.913
1SDR_1_C-D,0.833,1.0,0.909,0.913
1SER_1_T,0.2,0.222,0.211,0.211
1SJ3_1_R,0.0,0.0,0.0,0.0
1SJ4_1_R,0.0,0.0,0.0,0.0
1SJF_1_B,0.0,0.0,0.0,0.0
1SLO_1_A,0.857,1.0,0.923,0.926
1SLP_1_A,0.857,1.0,0.923,0.926
1SM1_1_9,0.833,0.833,0.833,0.833
1SY4_5_A,1.0,1.0,1.0,1.0
1SYZ_2_A,1.0,1.0,1.0,1.0
1SZ1_1_E,0.389,0.583,0.467,0.476
1SZ1_1_F,0.389,0.583,0.467,0.476
1SZY_1_A,1.0,1.0,1.0,1.0
1T0D_1_A-B,0.846,1.0,0.917,0.92
1T0D_1_C-D,0.846,1.0,0.917,0.92
1T0E_1_A-C,0.929,1.0,0.963,0.964
1T0K_1_D-C,0.778,1.0,0.875,0.882
1T28_1_A,1.0,1.0,1.0,1.0
1T4L_1_A,1.0,1.0,1.0,1.0
1T4X_1_A-B,0.5,1.0,0.667,0.707
1TBK_1_A,1.0,1.0,1.0,1.0
1TFN_1_A,1.0,1.0,1.0,1.0
1TFW_1_G-J,1.0,1.0,1.0,1.0
1TFW_1_H-E,0.9,1.0,0.947,0.949
1TFW_1_I-F,0.889,1.0,0.941,0.943
1TFY_1_G-J,1.0,1.0,1.0,1.0
1TFY_1_H-E,1.0,1.0,1.0,1.0
1TFY_1_I-F,1.0,1.0,1.0,1.0
1TJZ_15_A,1.0,1.0,1.0,1.0
1TLR_1_A,1.0,1.0,1.0,1.0
1TN1_1_A,0.389,0.583,0.467,0.476
1TN2_1_A,0.389,0.583,0.467,0.476
1TOB_1_A,1.0,1.0,1.0,1.0
1TRA_1_A,0.389,0.583,0.467,0.476
1TTT_1_D,0.389,0.583,0.467,0.476
1TTT_1_E,0.389,0.583,0.467,0.476
1TTT_1_F,0.389,0.583,0.467,0.476
1TUT_1_A-B,0.778,1.0,0.875,0.882
1TXS_4_A,1.0,1.0,1.0,1.0
1U0B_1_A,0.8,0.8,0.8,0.8
1U1Y_1_R,0.6,0.6,0.6,0.6
1U1Y_1_S,0.5,0.5,0.5,0.5
1U2A_1_A,1.0,1.0,1.0,1.0
1U3K_7_A,1.0,1.0,1.0,1.0
1U63_1_B,1.0,1.0,1.0,1.0
1U63_1_D,1.0,1.0,1.0,1.0
1U6B_1_B,0.764,0.764,0.764,0.764
1U6P_16_B,0.972,1.0,0.986,0.986
