,PPV,TPR,F1,INF-MCC
1BVJ_1_A,0.727,1.0,0.842,0.853
1BYJ_31_A,0.833,1.0,0.909,0.913
1BZ2_1_A,0.857,1.0,0.923,0.926
1BZ3_1_A,0.75,1.0,0.857,0.866
1BZT_1_A,0.667,1.0,0.8,0.816
1BZU_1_A,0.8,1.0,0.889,0.894
1C04_1_E,0.429,0.8,0.558,0.586
1C04_1_F,0.533,1.0,0.696,0.73
1C0O_1_A,0.75,1.0,0.857,0.866
1C2X_1_C,0.761,1.0,0.864,0.872
1C4L_1_A-B,0.444,1.0,0.615,0.667
1CQ5_1_A,0.522,1.0,0.686,0.722
1CQL_10_A,0.571,1.0,0.727,0.756
1CSL_1_B-A,0.667,0.8,0.727,0.73
1D0T_1_A,0.667,1.0,0.8,0.816
1D0U_14_A,0.727,1.0,0.842,0.853
1D4R_1_B-A,0.296,0.571,0.39,0.411
1D6K_4_B,0.667,0.923,0.774,0.784
1DDY_1_A,0.158,0.6,0.25,0.308
1DDY_1_C,0.176,0.6,0.273,0.325
1DDY_1_E,0.158,0.6,0.25,0.308
1DDY_1_G,0.167,0.6,0.261,0.316
1DFU_1_M-N,0.625,0.769,0.69,0.693
1DI2_1_C-D,0.7,1.0,0.824,0.837
1DK1_1_B,0.444,0.667,0.533,0.544
1DQF_1_B-A,0.0,0.0,0.0,0.0
1DQH_1_B-A,0.0,0.0,0.0,0.0
1DRZ_1_B,0.111,0.286,0.16,0.178
1DUL_1_B,0.714,1.0,0.833,0.845
1DUQ_1_B-A,0.333,0.667,0.444,0.471
1DUQ_1_D-C,0.364,0.667,0.471,0.492
1DUQ_1_F-E,0.333,0.667,0.444,0.471
1DUQ_1_H-G,0.364,0.667,0.471,0.492
1DZ5_1_C-D,0.556,0.769,0.645,0.654
1E4P_8_A,0.583,1.0,0.737,0.764
1E7K_1_C,0.0,0.0,0.0,0.0
1E7K_1_D,0.0,0.0,0.0,0.0
1E8O_1_E,0.714,1.0,0.833,0.845
1E95_14_A,0.632,1.0,0.774,0.795
1EBQ_1_A,0.846,0.917,0.88,0.881
1EBR_1_A,0.846,0.917,0.88,0.881
1EBS_1_A,0.846,0.917,0.88,0.881
1EC6_1_C,0.667,1.0,0.8,0.816
1EC6_1_D,0.8,1.0,0.889,0.894
1EFW_1_C,0.69,1.0,0.816,0.83
1EFW_1_D,0.606,1.0,0.755,0.778
1EHT_3_A,0.455,0.833,0.588,0.615
1EHZ_1_A,0.391,0.474,0.429,0.431
1EI2_9_A,1.0,1.0,1.0,1.0
1EIY_1_C,0.656,1.0,0.792,0.81
1EKA_1_A-B,0.875,1.0,0.933,0.935
1EKD_1_A-B,0.875,1.0,0.933,0.935
1EKZ_4_B,0.824,1.0,0.903,0.907
1ELH_1_B-A,0.588,1.0,0.741,0.767
1ESH_1_A,0.625,1.0,0.769,0.791
1ESY_2_A,0.636,1.0,0.778,0.798
1ET4_1_A,0.176,0.6,0.273,0.325
1ET4_1_B,0.176,0.6,0.273,0.325
1ET4_1_C,0.167,0.6,0.261,0.316
1ET4_1_D,0.188,0.6,0.286,0.335
1ET4_1_E,0.176,0.6,0.273,0.325
1ETF_1_A,0.75,0.923,0.828,0.832
1ETG_14_A,0.706,0.923,0.8,0.807
1EUQ_1_B,0.486,0.947,0.643,0.679
1EUY_1_B,0.559,1.0,0.717,0.748
1EVV_1_A,0.391,0.474,0.429,0.431
1EXD_1_B,0.545,0.947,0.692,0.719
1EXY_1_A,0.545,1.0,0.706,0.739
1F1T_1_A,0.5,0.778,0.609,0.624
1F27_1_A,1.0,1.0,1.0,1.0
1F5G_1_A-B,0.083,1.0,0.154,0.289
1F5H_1_A-B,0.1,1.0,0.182,0.316
1F5U_1_A,0.7,1.0,0.824,0.837
1F5U_1_B,0.636,1.0,0.778,0.798
1F6U_2_B,0.222,1.0,0.364,0.471
1F6X_1_A,0.857,1.0,0.923,0.926
1F6Z_1_A,0.733,0.917,0.815,0.82
1F78_1_A,0.923,1.0,0.96,0.961
1F79_1_A,0.733,0.917,0.815,0.82
1F7F_3_A,0.857,1.0,0.923,0.926
1F7G_1_A,0.786,0.917,0.846,0.849
1F7H_5_A,0.857,1.0,0.923,0.926
1F7I_2_A,0.647,0.917,0.759,0.77
1F7U_1_B,0.0,0.0,0.0,0.0
1F7V_1_B,0.0,0.0,0.0,0.0
1F7Y_1_B,0.444,0.667,0.533,0.544
1F84_10_A,0.421,1.0,0.593,0.649
1F85_1_A,0.556,1.0,0.714,0.745
1F9L_1_A,0.636,1.0,0.778,0.798
1FCW_1_A,0.375,0.474,0.419,0.421
1FCW_1_B,0.375,0.474,0.419,0.421
1FCW_1_C,0.375,0.474,0.419,0.421
1FCW_1_D,0.375,0.474,0.419,0.421
1FCW_1_E,0.375,0.474,0.419,0.421
1FEQ_1_A,0.714,1.0,0.833,0.845
1FEU_1_C-B,0.706,1.0,0.828,0.84
1FEU_1_F-E,0.706,1.0,0.828,0.84
1FFK_1_9,0.485,1.0,0.653,0.697
1FFY_1_T,0.636,1.0,0.778,0.798
1FFZ_1_A,0.3,0.535,0.385,0.401
1FG0_1_A,0.315,0.535,0.397,0.411
1FHK_4_A,0.8,1.0,0.889,0.894
1FIR_1_A,0.2,0.313,0.244,0.25
1FJE_1_A,0.556,1.0,0.714,0.745
1FL8_1_A,0.8,1.0,0.889,0.894
1FMN_1_A,0.545,1.0,0.706,0.739
1FOQ_1_A,0.627,0.842,0.719,0.727
1FOQ_1_B,0.627,0.842,0.719,0.727
1FOQ_1_C,0.627,0.842,0.719,0.727
1FOQ_1_D,0.627,0.842,0.719,0.727
1FOQ_1_E,0.627,0.842,0.719,0.727
1FQZ_1_A,0.583,1.0,0.737,0.764
1FUF_1_A-B,0.385,0.625,0.476,0.49
1FYO_1_A,0.588,1.0,0.741,0.767
1FYP_1_A,0.556,1.0,0.714,0.745
1G1X_1_D-E,0.5,0.692,0.581,0.588
1G1X_1_J-I,0.459,0.68,0.548,0.559
1G2E_1_B,0.0,0.0,0.0,0.0
1G59_1_B,0.618,1.0,0.764,0.786
1G59_1_D,0.583,1.0,0.737,0.764
1G70_1_A,0.706,0.923,0.8,0.807
1GAX_1_C,0.618,1.0,0.764,0.786
1GAX_1_D,0.677,1.0,0.808,0.823
1GID_1_A,0.488,0.75,0.592,0.605
1GID_1_B,0.483,0.75,0.587,0.602
1GRZ_1_A,0.44,0.855,0.581,0.614
1GRZ_1_B,0.478,0.809,0.601,0.622
1GTR_1_B,0.559,1.0,0.717,0.748
1GTS_1_B,0.576,1.0,0.731,0.759
1GUC_1_A-B,0.75,1.0,0.857,0.866
1H3E_1_B,0.5,0.909,0.645,0.674
1H4Q_1_T,0.607,0.85,0.708,0.718
1H4S_1_T,0.586,0.85,0.694,0.706
1HC8_1_C,0.519,0.875,0.651,0.674
1HC8_1_D,0.5,0.875,0.636,0.661
1HJI_1_A,0.667,0.8,0.727,0.73
1HLX_1_A,0.643,1.0,0.783,0.802
1HMH_1_A,0.556,1.0,0.714,0.745
1HMH_1_C,0.556,1.0,0.714,0.745
1HMH_1_E,0.625,1.0,0.769,0.791
1HQ1_1_B,0.714,1.0,0.833,0.845
1HR2_1_A,0.494,0.722,0.586,0.597
1HR2_1_B,0.466,0.759,0.577,0.595
1HS1_1_A,0.6,1.0,0.75,0.775
1HS2_1_A,0.6,1.0,0.75,0.775
1HS3_1_A,0.6,1.0,0.75,0.775
1HS4_1_A,0.75,1.0,0.857,0.866
1HS8_1_A,0.6,1.0,0.75,0.775
1HVU_1_C,0.643,1.0,0.783,0.802
1HVU_1_F,0.643,1.0,0.783,0.802
1HVU_1_I,0.643,1.0,0.783,0.802
1HVU_1_L,0.643,1.0,0.783,0.802
1HWQ_1_A,0.692,1.0,0.818,0.832
1I3X_1_A,0.875,1.0,0.933,0.935
1I3Y_8_A,0.7,0.875,0.778,0.783
1I46_1_A,0.625,1.0,0.769,0.791
1I4B_1_A,1.0,1.0,1.0,1.0
1I4C_1_A,1.0,1.0,1.0,1.0
1I6U_1_C,0.7,0.875,0.778,0.783
1I6U_1_D,0.7,0.875,0.778,0.783
1I9F_5_A,0.706,0.923,0.8,0.807
1I9V_1_A,0.667,1.0,0.8,0.816
1I9X_1_A-B,0.857,1.0,0.923,0.926
1IBL_1_Y-Z,0.6,1.0,0.75,0.775
1IBM_1_Y-Z,0.429,0.75,0.545,0.567
1ICG_1_A-B,0.625,1.0,0.769,0.791
1ID9_1_A-B,0.625,1.0,0.769,0.791
1IDV_1_A,0.75,0.75,0.75,0.75
1IDW_1_A-B,0.625,1.0,0.769,0.791
1IE1_4_A,0.5,1.0,0.667,0.707
1IE2_16_A,0.455,1.0,0.625,0.674
1IHA_1_A-B,0.625,1.0,0.769,0.791
1IK1_1_A,0.714,1.0,0.833,0.845
1IK5_1_A-B,0.5,0.667,0.571,0.577
1IKD_24_A,0.875,1.0,0.933,0.935
1IL2_1_C,0.344,0.524,0.415,0.424
1IL2_1_D,0.323,0.667,0.435,0.464
1IVS_1_C,0.618,1.0,0.764,0.786
1IVS_1_D,0.677,1.0,0.808,0.823
1J1U_1_B,0.553,1.0,0.712,0.743
1J2B_1_C,0.68,0.85,0.756,0.76
1J2B_1_D,0.696,0.889,0.78,0.786
1J4Y_1_A,0.778,1.0,0.875,0.882
1J7T_1_A-B,0.65,0.929,0.765,0.777
1J9H_1_A-B,0.091,0.5,0.154,0.213
1J9H_1_C-D,0.1,0.5,0.167,0.224
1JBR_1_C-F,0.5,1.0,0.667,0.707
1JBR_1_D,0.643,0.75,0.692,0.694
1JBS_1_C,0.0,0.0,0.0,0.0
1JBS_1_D,0.0,0.0,0.0,0.0
1JBT_1_C,0.462,1.0,0.632,0.679
1JBT_1_D,0.429,1.0,0.6,0.655
1JGO_1_B,0.409,0.5,0.45,0.452
1JGO_1_C,0.364,0.444,0.4,0.402
1JGO_1_D,0.516,0.941,0.667,0.697
1JGP_1_B,0.409,0.5,0.45,0.452
1JGP_1_C,0.364,0.444,0.4,0.402
1JGP_1_D,0.516,0.941,0.667,0.697
1JGQ_1_B,0.409,0.5,0.45,0.452
1JGQ_1_C,0.364,0.444,0.4,0.402
1JGQ_1_D,0.516,0.941,0.667,0.697
1JID_1_B,0.4,0.5,0.444,0.447
1JJ2_1_9,0.5,1.0,0.667,0.707
1JO7_18_A,0.769,0.909,0.833,0.836
1JOX_1_A,0.778,1.0,0.875,0.882
1JP0_1_A,0.875,1.0,0.933,0.935
1JTJ_1_A,0.583,0.875,0.7,0.714
1JTW_5_A,0.833,1.0,0.909,0.913
1JU1_1_A-B,0.769,1.0,0.87,0.877
1JU7_1_A,0.75,1.0,0.857,0.866
1JUR_1_A,0.615,1.0,0.762,0.784
1JWC_1_A,1.0,1.0,1.0,1.0
1JZC_1_A,0.714,1.0,0.833,0.845
1JZV_1_B-A,0.333,0.667,0.444,0.471
1JZV_1_D-C,0.333,0.667,0.444,0.471
1K1G_1_B,0.0,0.0,0.0,0.0
1K2G_1_A,0.583,1.0,0.737,0.764
1K4A_1_A,0.833,1.0,0.909,0.913
1K4B_1_A,1.0,1.0,1.0,1.0
1K5I_2_A,0.818,1.0,0.9,0.905
1K6G_2_A,0.9,1.0,0.947,0.949
1K6H_1_A,0.692,1.0,0.818,0.832
1K73_1_B,0.5,1.0,0.667,0.707
1K8A_1_B,0.493,1.0,0.66,0.702
1K8S_1_A-B,0.923,1.0,0.96,0.961
1K8W_1_B,0.875,1.0,0.933,0.935
1K9M_1_B,0.508,1.0,0.673,0.713
1K9W_1_B,0.857,1.0,0.923,0.926
1K9W_1_D,0.75,1.0,0.857,0.866
1KAJ_1_A,0.75,0.9,0.818,0.822
1KC8_1_B,0.493,1.0,0.66,0.702
1KD1_1_B,0.508,1.0,0.673,0.713
1KD3_1_A-B,0.0,0.0,0.0,0.0
1KD4_1_A-B,0.0,0.0,0.0,0.0
1KD5_1_A-B,0.0,0.0,0.0,0.0
1KH6_1_A,0.412,0.7,0.519,0.537
1KIS_1_A,0.714,1.0,0.833,0.845
1KKA_1_A,0.667,0.857,0.75,0.756
1KKS_1_A,0.875,1.0,0.933,0.935
1KOC_1_B-A,0.0,0.0,0.0,0.0
1KOD_1_B-A,0.0,0.0,0.0,0.0
1KOG_1_I,0.65,0.929,0.765,0.777
1KOG_1_J,0.65,0.929,0.765,0.777
1KOG_1_K,0.706,0.923,0.8,0.807
1KOG_1_L,0.619,0.929,0.743,0.758
1KOG_1_M,0.619,0.929,0.743,0.758
1KOG_1_N,0.65,0.929,0.765,0.777
1KOG_1_O,0.684,0.929,0.788,0.797
1KOG_1_P,0.65,0.929,0.765,0.777
1KOS_1_A,0.833,1.0,0.909,0.913
1KP7_1_A,0.667,0.909,0.769,0.778
1KPD_1_A,0.833,1.0,0.909,0.913
1KPY_3_A,0.348,0.8,0.485,0.528
1KPZ_1_A,0.381,0.8,0.516,0.552
1KQS_1_9,0.493,1.0,0.66,0.702
1KUQ_1_B,0.414,0.667,0.511,0.525
1KXK_1_A,0.742,0.92,0.821,0.826
1L1C_1_C,0.688,1.0,0.815,0.829
1L1W_1_A,0.625,1.0,0.769,0.791
1L2X_1_A,0.5,0.889,0.64,0.667
1L3D_1_A,0.571,0.889,0.696,0.713
1L8V_1_A,0.544,0.811,0.652,0.665
1L8V_1_B,0.524,0.811,0.637,0.652
1L9A_1_B,0.463,0.861,0.602,0.631
1LC4_1_A-B,0.684,0.929,0.788,0.797
1LC6_7_A,0.727,1.0,0.842,0.853
1LDZ_3_A,0.556,1.0,0.714,0.745
1LMV_1_B-A,0.667,1.0,0.8,0.816
1LNG_1_B,0.522,0.828,0.64,0.657
1LNT_1_A-B,0.0,0.0,0.0,0.0
1LU3_1_A,0.75,1.0,0.857,0.866
1LVJ_2_A,0.846,1.0,0.917,0.92
1M1K_1_B,0.5,1.0,0.667,0.707
1M5K_1_B,0.556,0.833,0.667,0.68
1M5K_1_E,0.588,0.833,0.69,0.7
1M5L_1_A,0.65,1.0,0.788,0.806
1M5O_1_B,0.559,0.95,0.704,0.729
1M5O_1_E,0.576,0.95,0.717,0.74
1M5P_1_B,0.543,0.95,0.691,0.718
1M5P_1_E,0.594,0.95,0.731,0.751
1M5V_1_B,0.576,0.95,0.717,0.74
1M5V_1_E,0.576,0.95,0.717,0.74
1M82_1_A,0.733,1.0,0.846,0.856
1M90_1_B,0.493,1.0,0.66,0.702
1MFJ_1_A,0.727,1.0,0.842,0.853
1MFK_1_A,1.0,1.0,1.0,1.0
1MFQ_1_A,0.576,0.81,0.673,0.683
1MFY_1_A,0.714,1.0,0.833,0.845
1MHK_1_L-S,0.667,1.0,0.8,0.816
1MIS_1_A-B,0.545,1.0,0.706,0.739
1MJ1_1_C,0.364,0.444,0.4,0.402
1MJ1_1_D,0.391,0.5,0.439,0.442
1MJI_1_C,0.625,1.0,0.769,0.791
1MJI_1_D,0.588,1.0,0.741,0.767
1ML5_1_B,0.364,0.444,0.4,0.402
1MME_1_B-A,0.4,0.727,0.516,0.539
1MME_1_D-C,0.444,0.727,0.552,0.569
1MMS_1_C,0.433,0.765,0.553,0.576
1MMS_1_D,0.433,0.765,0.553,0.576
1MNB_1_B,0.846,1.0,0.917,0.92
1MNX_5_A,0.737,1.0,0.848,0.858
1MSY_1_A,0.615,0.889,0.727,0.74
1MT4_4_A,0.643,1.0,0.783,0.802
1MUV_1_A-B,0.625,1.0,0.769,0.791
1MV1_1_A-B,1.0,1.0,1.0,1.0
1MV2_1_A-B,1.0,1.0,1.0,1.0
1MV6_1_A-B,1.0,1.0,1.0,1.0
1MWG_1_A-B,0.0,0.0,0.0,0.0
1MWL_1_A-B,0.722,0.929,0.813,0.819
1MY9_1_A,0.0,0.0,0.0,0.0
1MY9_1_B,0.0,0.0,0.0,0.0
1MZP_1_B,0.286,0.533,0.372,0.39
1N32_1_Y-Z,0.429,0.75,0.545,0.567
1N33_1_Y-Z,0.0,0.0,0.0,0.0
1N35_1_C-B,0.714,1.0,0.833,0.845
1N53_1_A-B,0.385,0.714,0.5,0.524
1N66_1_A,0.636,1.0,0.778,0.798
1N77_1_C,0.6,1.0,0.75,0.775
1N77_1_D,0.6,1.0,0.75,0.775
1N78_1_C,0.6,1.0,0.75,0.775
1N78_1_D,0.618,1.0,0.764,0.786
1N8R_1_B,0.5,1.0,0.667,0.707
1N8X_1_A,0.824,1.0,0.903,0.907
1NA2_1_A,0.571,1.0,0.727,0.756
1NBK_1_A,0.765,1.0,0.867,0.874
1NBR_10_A,0.857,1.0,0.923,0.926
1NBS_1_A,0.263,0.556,0.357,0.382
1NBS_1_B,0.366,0.769,0.496,0.53
1NC0_2_A,0.75,1.0,0.857,0.866
1NEM_1_A,0.9,1.0,0.947,0.949
1NJI_1_B,0.508,1.0,0.673,0.713
1NJM_1_5,1.0,1.0,1.0,1.0
1NJP_1_5,0.833,1.0,0.909,0.913
1NKW_1_9,0.558,0.906,0.69,0.711
1NLC_1_B-A,0.8,1.0,0.889,0.894
1NTA_1_A-B,0.095,0.222,0.133,0.145
1NTB_1_A-B,0.105,0.222,0.143,0.153
1NUJ_1_A-B,0.444,0.8,0.571,0.596
1NUJ_1_C-D,0.444,0.8,0.571,0.596
1NUJ_1_E-F,0.444,0.8,0.571,0.596
1NUJ_1_G-H,0.444,0.8,0.571,0.596
1NUV_1_A-B,0.444,0.8,0.571,0.596
1NUV_1_C-D,0.444,0.8,0.571,0.596
1NUV_1_E-F,0.444,0.8,0.571,0.596
1NUV_1_G-H,0.444,0.8,0.571,0.596
1NWX_1_9,0.558,0.906,0.69,0.711
1NWY_1_9,0.558,0.906,0.69,0.711
1NYB_1_B,0.818,1.0,0.9,0.905
1NYI_1_B-A,0.421,0.727,0.533,0.553
1NZ1_1_A,0.8,1.0,0.889,0.894
1O0B_1_B,0.576,1.0,0.731,0.759
1O0C_1_B,0.576,1.0,0.731,0.759
1O15_1_A,0.625,0.909,0.741,0.754
1O3Z_1_B-A,0.769,1.0,0.87,0.877
1O9M_1_A-B,0.65,0.929,0.765,0.777
1OB2_1_B,0.458,0.579,0.512,0.515
1OLN_1_C,0.433,0.765,0.553,0.576
1OOA_1_C,0.692,1.0,0.818,0.832
1OOA_1_D,0.75,1.0,0.857,0.866
1OQ0_1_A,1.0,1.0,1.0,1.0
1OSW_3_A,0.8,1.0,0.889,0.894
1OW9_1_A,0.636,1.0,0.778,0.798
1P5M_10_A,0.667,1.0,0.8,0.816
1P5N_8_A,0.5,1.0,0.667,0.707
1P5O_2_A,0.543,1.0,0.704,0.737
1P5P_1_A,0.595,1.0,0.746,0.772
1P6V_1_B,0.684,1.0,0.813,0.827
1P6V_1_D,0.8,1.0,0.889,0.894
1PBM_1_A-B,1.0,1.0,1.0,1.0
1PBR_1_A,0.714,1.0,0.833,0.845
1PJY_1_A,0.9,1.0,0.947,0.949
1Q29_1_B-A,0.211,0.333,0.258,0.265
1Q2R_1_E,0.0,0.0,0.0,0.0
1Q2R_1_F,0.0,0.0,0.0,0.0
1Q2S_1_E,1.0,1.0,1.0,1.0
1Q2S_1_F,0.0,0.0,0.0,0.0
1Q75_1_A,1.0,1.0,1.0,1.0
1Q7Y_1_B,0.508,1.0,0.673,0.713
1Q81_1_B,0.5,1.0,0.667,0.707
1Q82_1_B,0.5,1.0,0.667,0.707
1Q86_1_B,0.493,1.0,0.66,0.702
1Q8N_1_A,0.591,1.0,0.743,0.769
1Q93_1_A,0.462,0.75,0.571,0.588
1Q93_1_B,0.462,0.75,0.571,0.588
1Q93_1_C,0.462,0.75,0.571,0.588
1Q96_1_A,0.385,0.833,0.526,0.566
1Q96_1_B,0.357,0.833,0.5,0.546
1Q96_1_C,0.385,0.833,0.526,0.566
1Q9A_1_A,0.583,1.0,0.737,0.764
1QA6_1_C,0.429,0.8,0.558,0.586
1QA6_1_D,0.429,0.8,0.558,0.586
1QBP_1_A-B,0.0,0.0,0.0,0.0
1QBP_1_C-D,0.0,0.0,0.0,0.0
1QBP_1_E-F,0.0,0.0,0.0,0.0
1QC0_1_B-A,0.889,1.0,0.941,0.943
1QC0_1_C-D,1.0,1.0,1.0,1.0
1QC8_1_A,0.818,0.9,0.857,0.858
1QCU_1_A-B,0.636,0.875,0.737,0.746
1QCU_1_C-D,0.545,0.75,0.632,0.64
1QD3_1_A,0.833,0.909,0.87,0.87
1QES_1_A-B,0.875,1.0,0.933,0.935
1QET_1_A-B,0.7,1.0,0.824,0.837
1QF6_1_B,0.467,0.667,0.549,0.558
1QFQ_1_A,0.667,0.8,0.727,0.73
1QRS_1_B,0.576,1.0,0.731,0.759
1QRT_1_B,0.576,1.0,0.731,0.759
1QRU_1_B,0.594,1.0,0.745,0.771
1QTQ_1_B,0.576,1.0,0.731,0.759
1QU2_1_T,0.636,1.0,0.778,0.798
1QU3_1_T,0.636,1.0,0.778,0.798
1QVF_1_3,0.0,0.0,0.0,0.0
1QVF_1_9,0.5,1.0,0.667,0.707
1QVG_1_9,0.524,1.0,0.688,0.724
1QWA_1_A,1.0,1.0,1.0,1.0
1QWB_4_A,0.583,1.0,0.737,0.764
1QZW_1_B,0.455,0.909,0.606,0.643
1QZW_1_D,0.455,0.909,0.606,0.643
1QZW_1_F,0.455,0.909,0.606,0.643
1QZW_1_H,0.455,0.909,0.606,0.643
1R2P_9_A,0.722,0.929,0.813,0.819
1R3E_1_C,0.714,1.0,0.833,0.845
1R3E_1_D-E,0.714,0.714,0.714,0.714
1R4H_1_A,0.75,1.0,0.857,0.866
1R7W_12_A,0.857,1.0,0.923,0.926
1R7Z_5_A,0.733,0.917,0.815,0.82
1R9S_1_R,0.0,0.0,0.0,0.0
1RAW_1_A,0.353,0.545,0.429,0.439
1RC7_1_B-C,0.7,1.0,0.824,0.837
1RC7_1_D-E,0.7,1.0,0.824,0.837
1RFR_3_A,0.733,1.0,0.846,0.856
1RHT_1_A,0.636,0.875,0.737,0.746
1RKJ_1_B,1.0,1.0,1.0,1.0
1RLG_1_C,0.0,0.0,0.0,0.0
1RLG_1_D,0.0,0.0,0.0,0.0
1RMN_1_A,0.762,1.0,0.865,0.873
1RNA_1_A-B,0.867,1.0,0.929,0.931
1RNG_1_A,0.625,1.0,0.769,0.791
1RNK_1_A,0.688,0.917,0.786,0.794
1ROQ_1_A,1.0,1.0,1.0,1.0
1RPU_1_C-D,0.9,1.0,0.947,0.949
1RRR_1_A-B,0.7,1.0,0.824,0.837
1RXB_1_A-B,1.0,1.0,1.0,1.0
1RY1_1_A,0.576,0.81,0.673,0.683
1RY1_1_E,0.714,1.0,0.833,0.845
1RY1_1_N-M,0.75,0.882,0.811,0.813
1RY1_1_O-P,0.944,1.0,0.971,0.972
1RY1_1_Q-R,0.714,0.833,0.769,0.772
1S03_1_A,0.773,0.944,0.85,0.854
1S03_1_B,0.739,0.895,0.81,0.813
1S2F_1_A,0.9,1.0,0.947,0.949
1S34_1_A,0.9,1.0,0.947,0.949
1S72_1_9,0.5,1.0,0.667,0.707
1S9S_4_A,0.643,1.0,0.783,0.802
1SA9_1_A-B,0.625,1.0,0.769,0.791
1SA9_1_C-D,0.625,1.0,0.769,0.791
1SCL_4_A,0.615,1.0,0.762,0.784
1SDR_1_A-B,0.846,1.0,0.917,0.92
1SDR_1_C-D,0.846,1.0,0.917,0.92
1SDS_1_D,0.0,0.0,0.0,0.0
1SDS_1_E,0.0,0.0,0.0,0.0
1SDS_1_F,0.0,0.0,0.0,0.0
1SER_1_T,0.077,0.133,0.098,0.101
1SJ3_1_R,0.194,0.389,0.259,0.275
1SJ4_1_R,0.189,0.389,0.255,0.271
1SJF_1_B,0.237,0.429,0.305,0.319
1SLO_1_A,0.875,1.0,0.933,0.935
1SLP_1_A,1.0,1.0,1.0,1.0
1SM1_1_9,0.66,0.969,0.785,0.799
1SY4_5_A,0.8,1.0,0.889,0.894
1SYZ_2_A,0.727,1.0,0.842,0.853
1SZ1_1_E,0.391,0.474,0.429,0.431
1SZ1_1_F,0.391,0.474,0.429,0.431
1SZY_1_A,0.778,1.0,0.875,0.882
1T0D_1_A-B,0.929,1.0,0.963,0.964
1T0D_1_C-D,0.867,1.0,0.929,0.931
1T0E_1_A-C,0.875,1.0,0.933,0.935
1T0K_1_D-C,0.385,0.833,0.526,0.566
1T28_1_A,0.818,0.9,0.857,0.858
1T4L_1_A,0.875,1.0,0.933,0.935
1T4X_1_A-B,1.0,1.0,1.0,1.0
1TBK_1_A,0.75,1.0,0.857,0.866
1TFN_1_A,0.8,1.0,0.889,0.894
1TFW_1_G-J,0.909,1.0,0.952,0.953
1TFW_1_H-E,1.0,1.0,1.0,1.0
1TFW_1_I-F,0.727,0.889,0.8,0.804
1TFY_1_G-J,0.875,1.0,0.933,0.935
1TFY_1_H-E,0.8,1.0,0.889,0.894
1TFY_1_I-F,0.846,0.917,0.88,0.881
1TJZ_15_A,0.7,1.0,0.824,0.837
1TLR_1_A,0.889,1.0,0.941,0.943
1TN1_1_A,0.391,0.474,0.429,0.431
1TN2_1_A,0.391,0.474,0.429,0.431
1TOB_1_A,0.769,1.0,0.87,0.877
1TRA_1_A,0.391,0.5,0.439,0.442
1TTT_1_D,0.375,0.474,0.419,0.421
1TTT_1_E,0.31,0.45,0.367,0.374
1TTT_1_F,0.321,0.45,0.375,0.38
1TUT_1_A-B,0.273,1.0,0.429,0.522
1TXS_4_A,0.778,1.0,0.875,0.882
1U0B_1_A,0.556,1.0,0.714,0.745
1U1Y_1_R,0.714,1.0,0.833,0.845
