,PPV,TPR,F1,INF-MCC
1B36_8_A,0.526,1.0,0.69,0.725
1B7F_1_Q,0.0,0.0,0.0,0.0
1BAU_1_A-B,0.292,0.333,0.311,0.312
1BGZ_1_A,0.538,0.778,0.636,0.647
1BIV_5_A,0.917,1.0,0.957,0.957
1BJ2_1_A-B,0.6,0.75,0.667,0.671
1BN0_2_A,1.0,1.0,1.0,1.0
1BVJ_1_A,0.636,1.0,0.778,0.798
1BYJ_31_A,0.917,1.0,0.957,0.957
1BZ2_1_A,0.857,1.0,0.923,0.926
1BZ3_1_A,0.75,1.0,0.857,0.866
1BZT_1_A,0.833,1.0,0.909,0.913
1BZU_1_A,0.8,0.8,0.8,0.8
1C04_1_E,0.429,0.923,0.585,0.629
1C04_1_F,0.667,0.909,0.769,0.778
1C0O_1_A,0.75,1.0,0.857,0.866
1C2X_1_C,0.826,0.95,0.884,0.886
1C4L_1_A-B,0.889,1.0,0.941,0.943
1CQ5_1_A,0.696,1.0,0.821,0.834
1CQL_10_A,0.714,0.938,0.811,0.818
1CSL_1_B-A,1.0,1.0,1.0,1.0
1D0T_1_A,0.778,1.0,0.875,0.882
1D0U_14_A,0.818,1.0,0.9,0.905
1D4R_1_B-A,0.0,0.0,0.0,0.0
1D6K_4_B,0.889,1.0,0.941,0.943
1DDY_1_A,0.526,0.909,0.667,0.692
1DDY_1_C,0.529,0.818,0.643,0.658
1DDY_1_E,0.526,0.909,0.667,0.692
1DDY_1_G,0.5,0.818,0.621,0.64
1DFU_1_M-N,0.688,1.0,0.815,0.829
1DI2_1_C-D,0.9,1.0,0.947,0.949
1DK1_1_B,0.852,0.958,0.902,0.904
1DQF_1_B-A,0.889,1.0,0.941,0.943
1DQH_1_B-A,0.889,1.0,0.941,0.943
1DRZ_1_B,0.361,0.722,0.481,0.511
1DUL_1_B,0.905,1.0,0.95,0.951
1DUQ_1_B-A,0.333,0.571,0.421,0.436
1DUQ_1_D-C,0.364,0.571,0.444,0.456
1DUQ_1_F-E,0.333,0.571,0.421,0.436
1DUQ_1_H-G,0.364,0.571,0.444,0.456
1DZ5_1_C-D,0.556,1.0,0.714,0.745
1E4P_8_A,0.583,1.0,0.737,0.764
1E7K_1_C,0.429,1.0,0.6,0.655
1E7K_1_D,0.429,1.0,0.6,0.655
1E8O_1_E,0.524,0.846,0.647,0.666
1E95_14_A,0.632,1.0,0.774,0.795
1EBQ_1_A,0.846,1.0,0.917,0.92
1EBR_1_A,0.923,0.923,0.923,0.923
1EBS_1_A,0.846,1.0,0.917,0.92
1EC6_1_C,0.667,1.0,0.8,0.816
1EC6_1_D,0.8,1.0,0.889,0.894
1EFW_1_C,0.724,1.0,0.84,0.851
1EFW_1_D,0.636,1.0,0.778,0.798
1EHT_3_A,0.5,0.917,0.647,0.677
1EHZ_1_A,0.522,0.8,0.632,0.646
1EI2_9_A,1.0,1.0,1.0,1.0
1EIY_1_C,0.813,1.0,0.897,0.901
1EKA_1_A-B,0.875,1.0,0.933,0.935
1EKD_1_A-B,0.625,1.0,0.769,0.791
1EKZ_4_B,0.824,1.0,0.903,0.907
1ELH_1_B-A,0.588,1.0,0.741,0.767
1ESH_1_A,0.625,1.0,0.769,0.791
1ESY_2_A,0.636,1.0,0.778,0.798
1ET4_1_A,0.529,0.818,0.643,0.658
1ET4_1_B,0.529,0.818,0.643,0.658
1ET4_1_C,0.556,0.909,0.69,0.711
1ET4_1_D,0.563,0.818,0.667,0.678
1ET4_1_E,0.529,0.818,0.643,0.658
1ETF_1_A,0.875,1.0,0.933,0.935
1ETG_14_A,0.824,1.0,0.903,0.907
1EUQ_1_B,0.622,1.0,0.767,0.788
1EUY_1_B,0.676,1.0,0.807,0.822
1EVV_1_A,0.522,0.8,0.632,0.646
1EXD_1_B,0.697,1.0,0.821,0.835
1EXY_1_A,0.591,1.0,0.743,0.769
1F1T_1_A,0.571,1.0,0.727,0.756
1F27_1_A,1.0,1.0,1.0,1.0
1F5G_1_A-B,0.667,1.0,0.8,0.816
1F5H_1_A-B,0.8,1.0,0.889,0.894
1F5U_1_A,0.7,1.0,0.824,0.837
1F5U_1_B,0.636,1.0,0.778,0.798
1F6U_2_B,0.556,1.0,0.714,0.745
1F6X_1_A,0.857,1.0,0.923,0.926
1F6Z_1_A,0.8,1.0,0.889,0.894
1F78_1_A,0.923,1.0,0.96,0.961
1F79_1_A,0.8,1.0,0.889,0.894
1F7F_3_A,0.857,1.0,0.923,0.926
1F7G_1_A,0.857,1.0,0.923,0.926
1F7H_5_A,0.857,1.0,0.923,0.926
1F7I_2_A,0.706,1.0,0.828,0.84
1F7U_1_B,0.0,0.0,0.0,0.0
1F7V_1_B,0.0,0.0,0.0,0.0
1F7Y_1_B,0.852,0.958,0.902,0.904
1F84_10_A,0.421,1.0,0.593,0.649
1F85_1_A,0.556,1.0,0.714,0.745
1F9L_1_A,0.727,1.0,0.842,0.853
1FCW_1_A,0.5,0.8,0.615,0.632
1FCW_1_B,0.5,0.8,0.615,0.632
1FCW_1_C,0.5,0.8,0.615,0.632
1FCW_1_D,0.5,0.8,0.615,0.632
1FCW_1_E,0.5,0.8,0.615,0.632
1FEQ_1_A,0.857,1.0,0.923,0.926
1FEU_1_C-B,0.941,1.0,0.97,0.97
1FEU_1_F-E,0.941,1.0,0.97,0.97
1FFK_1_9,0.603,0.932,0.732,0.75
1FFY_1_T,0.788,1.0,0.881,0.888
1FFZ_1_A,0.3,0.752,0.429,0.475
1FG0_1_A,0.315,0.752,0.444,0.487
1FHK_4_A,0.8,1.0,0.889,0.894
1FIR_1_A,0.36,0.45,0.4,0.402
1FJE_1_A,0.556,0.833,0.667,0.68
1FL8_1_A,0.8,1.0,0.889,0.894
1FMN_1_A,0.591,1.0,0.743,0.769
1FOQ_1_A,0.706,0.973,0.818,0.829
1FOQ_1_B,0.706,0.973,0.818,0.829
1FOQ_1_C,0.706,0.973,0.818,0.829
1FOQ_1_D,0.706,0.973,0.818,0.829
1FOQ_1_E,0.706,0.973,0.818,0.829
1FQZ_1_A,0.583,1.0,0.737,0.764
1FUF_1_A-B,0.0,0.0,0.0,0.0
1FYO_1_A,0.647,1.0,0.786,0.804
1FYP_1_A,0.611,1.0,0.759,0.782
1G1X_1_D-E,0.667,0.8,0.727,0.73
1G1X_1_J-I,0.703,0.813,0.754,0.756
1G2E_1_B,0.0,0.0,0.0,0.0
1G59_1_B,0.706,1.0,0.828,0.84
1G59_1_D,0.667,1.0,0.8,0.816
1G70_1_A,0.765,0.929,0.839,0.843
1GAX_1_C,0.765,1.0,0.867,0.874
1GAX_1_D,0.839,1.0,0.912,0.916
1GID_1_A,0.279,0.774,0.41,0.465
1GID_1_B,0.276,0.774,0.407,0.462
1GRZ_1_A,0.269,0.857,0.409,0.48
1GRZ_1_B,0.304,0.854,0.449,0.51
1GTR_1_B,0.706,1.0,0.828,0.84
1GTS_1_B,0.727,1.0,0.842,0.853
1GUC_1_A-B,0.875,1.0,0.933,0.935
1H3E_1_B,0.65,1.0,0.788,0.806
1H4Q_1_T,0.714,0.952,0.816,0.825
1H4S_1_T,0.724,1.0,0.84,0.851
1HC8_1_C,0.407,1.0,0.579,0.638
1HC8_1_D,0.393,1.0,0.564,0.627
1HJI_1_A,0.833,1.0,0.909,0.913
1HLX_1_A,0.643,1.0,0.783,0.802
1HMH_1_A,0.556,1.0,0.714,0.745
1HMH_1_C,0.556,1.0,0.714,0.745
1HMH_1_E,0.625,1.0,0.769,0.791
1HQ1_1_B,0.905,1.0,0.95,0.951
1HR2_1_A,0.266,0.656,0.378,0.418
1HR2_1_B,0.25,0.667,0.364,0.408
1HS1_1_A,0.8,1.0,0.889,0.894
1HS2_1_A,0.6,1.0,0.75,0.775
1HS3_1_A,0.8,1.0,0.889,0.894
1HS4_1_A,0.75,1.0,0.857,0.866
1HS8_1_A,0.6,1.0,0.75,0.775
1HVU_1_C,0.714,1.0,0.833,0.845
1HVU_1_F,0.714,1.0,0.833,0.845
1HVU_1_I,0.714,1.0,0.833,0.845
1HVU_1_L,0.714,1.0,0.833,0.845
1HWQ_1_A,0.692,1.0,0.818,0.832
1I3X_1_A,0.875,1.0,0.933,0.935
1I3Y_8_A,0.7,0.875,0.778,0.783
1I46_1_A,0.625,1.0,0.769,0.791
1I4B_1_A,1.0,1.0,1.0,1.0
1I4C_1_A,1.0,1.0,1.0,1.0
1I6U_1_C,0.8,1.0,0.889,0.894
1I6U_1_D,0.8,1.0,0.889,0.894
1I9F_5_A,0.824,1.0,0.903,0.907
1I9V_1_A,0.733,1.0,0.846,0.856
1I9X_1_A-B,0.786,1.0,0.88,0.886
1IBL_1_Y-Z,0.5,0.833,0.625,0.645
1IBM_1_Y-Z,0.429,1.0,0.6,0.655
1ICG_1_A-B,0.0,0.0,0.0,0.0
1ID9_1_A-B,0.0,0.0,0.0,0.0
1IDV_1_A,0.75,0.75,0.75,0.75
1IDW_1_A-B,0.0,0.0,0.0,0.0
1IE1_4_A,0.6,1.0,0.75,0.775
1IE2_16_A,0.545,1.0,0.706,0.739
1IHA_1_A-B,0.0,0.0,0.0,0.0
1IK1_1_A,0.714,1.0,0.833,0.845
1IK5_1_A-B,0.0,0.0,0.0,0.0
1IKD_24_A,0.875,1.0,0.933,0.935
1IL2_1_C,0.594,0.905,0.717,0.733
1IL2_1_D,0.516,0.889,0.653,0.677
1IVS_1_C,0.765,1.0,0.867,0.874
1IVS_1_D,0.839,1.0,0.912,0.916
1J1U_1_B,0.711,1.0,0.831,0.843
1J2B_1_C,0.72,0.818,0.766,0.768
1J2B_1_D,0.739,0.81,0.773,0.774
1J4Y_1_A,0.667,0.857,0.75,0.756
1J7T_1_A-B,0.65,1.0,0.788,0.806
1J9H_1_A-B,0.364,0.667,0.471,0.492
1J9H_1_C-D,0.4,0.667,0.5,0.516
1JBR_1_C-F,0.5,0.778,0.609,0.624
1JBR_1_D,0.571,0.8,0.667,0.676
1JBS_1_C,0.143,1.0,0.25,0.378
1JBS_1_D,0.143,1.0,0.25,0.378
1JBT_1_C,0.462,0.75,0.571,0.588
1JBT_1_D,0.429,0.75,0.545,0.567
1JGO_1_B,0.545,0.8,0.649,0.661
1JGO_1_C,0.5,0.733,0.595,0.606
1JGO_1_D,0.548,0.944,0.694,0.72
1JGP_1_B,0.545,0.8,0.649,0.661
1JGP_1_C,0.5,0.733,0.595,0.606
1JGP_1_D,0.548,0.944,0.694,0.72
1JGQ_1_B,0.545,0.8,0.649,0.661
1JGQ_1_C,0.5,0.733,0.595,0.606
1JGQ_1_D,0.548,0.944,0.694,0.72
1JID_1_B,0.4,0.571,0.471,0.478
1JJ2_1_9,0.621,0.932,0.745,0.761
1JO7_18_A,0.846,1.0,0.917,0.92
1JOX_1_A,0.778,1.0,0.875,0.882
1JP0_1_A,0.875,1.0,0.933,0.935
1JTJ_1_A,0.583,0.875,0.7,0.714
1JTW_5_A,0.833,1.0,0.909,0.913
1JU1_1_A-B,0.769,0.952,0.851,0.856
1JU7_1_A,0.75,1.0,0.857,0.866
1JUR_1_A,0.692,1.0,0.818,0.832
1JWC_1_A,1.0,1.0,1.0,1.0
1JZC_1_A,0.714,1.0,0.833,0.845
1JZV_1_B-A,0.333,0.667,0.444,0.471
1JZV_1_D-C,0.333,0.667,0.444,0.471
1K1G_1_B,0.0,0.0,0.0,0.0
1K2G_1_A,0.333,0.8,0.471,0.516
1K4A_1_A,1.0,1.0,1.0,1.0
1K4B_1_A,1.0,1.0,1.0,1.0
1K5I_2_A,0.818,1.0,0.9,0.905
1K6G_2_A,0.9,1.0,0.947,0.949
1K6H_1_A,0.692,1.0,0.818,0.832
1K73_1_B,0.621,0.932,0.745,0.761
1K8A_1_B,0.612,0.932,0.739,0.755
1K8S_1_A-B,0.846,1.0,0.917,0.92
1K8W_1_B,0.875,1.0,0.933,0.935
1K9M_1_B,0.631,0.932,0.752,0.767
1K9W_1_B,1.0,1.0,1.0,1.0
1K9W_1_D,0.875,0.875,0.875,0.875
1KAJ_1_A,0.583,0.875,0.7,0.714
1KC8_1_B,0.612,0.932,0.739,0.755
1KD1_1_B,0.631,0.932,0.752,0.767
1KD3_1_A-B,0.2,1.0,0.333,0.447
1KD4_1_A-B,0.2,1.0,0.333,0.447
1KD5_1_A-B,0.2,1.0,0.333,0.447
1KH6_1_A,0.706,0.923,0.8,0.807
1KIS_1_A,0.714,1.0,0.833,0.845
1KKA_1_A,0.778,1.0,0.875,0.882
1KKS_1_A,0.875,1.0,0.933,0.935
1KOC_1_B-A,0.0,0.0,0.0,0.0
1KOD_1_B-A,0.0,0.0,0.0,0.0
1KOG_1_I,0.7,1.0,0.824,0.837
1KOG_1_J,0.7,1.0,0.824,0.837
1KOG_1_K,0.706,1.0,0.828,0.84
1KOG_1_L,0.667,1.0,0.8,0.816
1KOG_1_M,0.667,1.0,0.8,0.816
1KOG_1_N,0.7,1.0,0.824,0.837
1KOG_1_O,0.737,1.0,0.848,0.858
1KOG_1_P,0.7,1.0,0.824,0.837
1KOS_1_A,0.833,1.0,0.909,0.913
1KP7_1_A,0.667,0.909,0.769,0.778
1KPD_1_A,0.5,0.75,0.6,0.612
1KPY_3_A,0.348,0.8,0.485,0.528
1KPZ_1_A,0.381,0.8,0.516,0.552
1KQS_1_9,0.612,0.932,0.739,0.755
1KUQ_1_B,0.793,0.958,0.868,0.872
1KXK_1_A,0.774,0.923,0.842,0.845
1L1C_1_C,0.75,1.0,0.857,0.866
1L1W_1_A,0.5,0.8,0.615,0.632
1L2X_1_A,0.5,0.889,0.64,0.667
1L3D_1_A,0.571,0.889,0.696,0.713
1L8V_1_A,0.38,0.811,0.517,0.555
1L8V_1_B,0.366,0.811,0.504,0.545
1L9A_1_B,0.373,0.862,0.521,0.567
1LC4_1_A-B,0.684,1.0,0.813,0.827
1LC6_7_A,0.727,1.0,0.842,0.853
1LDZ_3_A,0.611,0.917,0.733,0.748
1LMV_1_B-A,0.667,1.0,0.8,0.816
1LNG_1_B,0.717,0.943,0.815,0.822
1LNT_1_A-B,0.091,0.333,0.143,0.174
1LU3_1_A,1.0,1.0,1.0,1.0
1LVJ_2_A,0.846,0.917,0.88,0.881
1M1K_1_B,0.621,0.932,0.745,0.761
1M5K_1_B,0.389,0.737,0.509,0.535
1M5K_1_E,0.412,0.737,0.528,0.551
1M5L_1_A,0.65,0.867,0.743,0.751
1M5O_1_B,0.412,0.737,0.528,0.551
1M5O_1_E,0.424,0.737,0.538,0.559
1M5P_1_B,0.4,0.737,0.519,0.543
1M5P_1_E,0.438,0.778,0.56,0.583
1M5V_1_B,0.424,0.737,0.538,0.559
1M5V_1_E,0.424,0.737,0.538,0.559
1M82_1_A,0.733,1.0,0.846,0.856
1M90_1_B,0.612,0.932,0.739,0.755
1MFJ_1_A,0.636,1.0,0.778,0.798
1MFK_1_A,1.0,1.0,1.0,1.0
1MFQ_1_A,0.373,0.846,0.518,0.562
1MFY_1_A,0.643,1.0,0.783,0.802
1MHK_1_L-S,0.667,1.0,0.8,0.816
1MIS_1_A-B,0.545,1.0,0.706,0.739
1MJ1_1_C,0.5,0.733,0.595,0.606
1MJ1_1_D,0.522,0.8,0.632,0.646
1MJI_1_C,0.563,1.0,0.72,0.75
1MJI_1_D,0.529,1.0,0.692,0.728
1ML5_1_B,0.5,0.733,0.595,0.606
1MME_1_B-A,0.5,0.909,0.645,0.674
1MME_1_D-C,0.556,0.909,0.69,0.711
1MMS_1_C,0.4,1.0,0.571,0.632
1MMS_1_D,0.4,1.0,0.571,0.632
1MNB_1_B,0.846,1.0,0.917,0.92
1MNX_5_A,1.0,1.0,1.0,1.0
1MSY_1_A,0.769,0.909,0.833,0.836
1MT4_4_A,0.571,1.0,0.727,0.756
1MUV_1_A-B,0.5,1.0,0.667,0.707
1MV1_1_A-B,0.833,1.0,0.909,0.913
1MV2_1_A-B,0.833,1.0,0.909,0.913
1MV6_1_A-B,1.0,1.0,1.0,1.0
1MWG_1_A-B,0.0,0.0,0.0,0.0
1MWL_1_A-B,0.722,1.0,0.839,0.85
1MY9_1_A,0.0,0.0,0.0,0.0
1MY9_1_B,0.0,0.0,0.0,0.0
1MZP_1_B,0.786,1.0,0.88,0.886
1N32_1_Y-Z,0.571,1.0,0.727,0.756
1N33_1_Y-Z,0.167,1.0,0.286,0.408
1N35_1_C-B,0.714,1.0,0.833,0.845
1N53_1_A-B,0.385,0.714,0.5,0.524
1N66_1_A,0.818,1.0,0.9,0.905
1N77_1_C,0.686,1.0,0.814,0.828
1N77_1_D,0.686,1.0,0.814,0.828
1N78_1_C,0.686,1.0,0.814,0.828
1N78_1_D,0.706,1.0,0.828,0.84
1N8R_1_B,0.621,0.932,0.745,0.761
1N8X_1_A,0.824,1.0,0.903,0.907
1NA2_1_A,0.571,1.0,0.727,0.756
1NBK_1_A,0.824,1.0,0.903,0.907
1NBR_10_A,0.857,1.0,0.923,0.926
1NBS_1_A,0.421,0.96,0.585,0.636
1NBS_1_B,0.317,0.765,0.448,0.492
1NC0_2_A,0.75,1.0,0.857,0.866
1NEM_1_A,0.9,1.0,0.947,0.949
1NJI_1_B,0.631,0.932,0.752,0.767
1NJM_1_5,1.0,1.0,1.0,1.0
1NJP_1_5,0.833,1.0,0.909,0.913
1NKW_1_9,0.635,0.868,0.733,0.742
1NLC_1_B-A,0.8,0.952,0.87,0.873
1NTA_1_A-B,0.19,0.364,0.25,0.263
1NTB_1_A-B,0.211,0.364,0.267,0.277
1NUJ_1_A-B,0.444,1.0,0.615,0.667
1NUJ_1_C-D,0.444,1.0,0.615,0.667
1NUJ_1_E-F,0.444,1.0,0.615,0.667
1NUJ_1_G-H,0.444,1.0,0.615,0.667
1NUV_1_A-B,0.444,1.0,0.615,0.667
1NUV_1_C-D,0.444,1.0,0.615,0.667
1NUV_1_E-F,0.444,1.0,0.615,0.667
1NUV_1_G-H,0.444,1.0,0.615,0.667
1NWX_1_9,0.635,0.868,0.733,0.742
1NWY_1_9,0.635,0.868,0.733,0.742
1NYB_1_B,0.818,1.0,0.9,0.905
1NYI_1_B-A,0.526,0.769,0.625,0.636
1NZ1_1_A,0.9,1.0,0.947,0.949
1O0B_1_B,0.727,1.0,0.842,0.853
1O0C_1_B,0.727,1.0,0.842,0.853
1O15_1_A,0.688,0.917,0.786,0.794
1O3Z_1_B-A,0.769,0.952,0.851,0.856
1O9M_1_A-B,0.6,1.0,0.75,0.775
1OB2_1_B,0.5,0.8,0.615,0.632
1OLN_1_C,0.4,1.0,0.571,0.632
1OOA_1_C,0.769,1.0,0.87,0.877
1OOA_1_D,0.75,0.9,0.818,0.822
1OQ0_1_A,0.833,1.0,0.909,0.913
1OSW_3_A,0.7,0.875,0.778,0.783
1OW9_1_A,0.727,1.0,0.842,0.853
1P5M_10_A,0.6,1.0,0.75,0.775
1P5N_8_A,0.5,1.0,0.667,0.707
1P5O_2_A,0.196,0.6,0.295,0.343
1P5P_1_A,0.214,0.6,0.316,0.359
1P6V_1_B,0.895,1.0,0.944,0.946
1P6V_1_D,0.8,1.0,0.889,0.894
1PBM_1_A-B,0.5,1.0,0.667,0.707
1PBR_1_A,0.786,1.0,0.88,0.886
1PJY_1_A,0.9,1.0,0.947,0.949
1Q29_1_B-A,0.316,0.429,0.364,0.368
1Q2R_1_E,0.0,0.0,0.0,0.0
1Q2R_1_F,0.0,0.0,0.0,0.0
1Q2S_1_E,1.0,1.0,1.0,1.0
1Q2S_1_F,0.0,0.0,0.0,0.0
1Q75_1_A,0.833,1.0,0.909,0.913
1Q7Y_1_B,0.631,0.932,0.752,0.767
1Q81_1_B,0.621,0.932,0.745,0.761
1Q82_1_B,0.621,0.932,0.745,0.761
1Q86_1_B,0.612,0.932,0.739,0.755
1Q8N_1_A,0.545,1.0,0.706,0.739
1Q93_1_A,0.462,0.667,0.545,0.555
1Q93_1_B,0.462,0.667,0.545,0.555
1Q93_1_C,0.462,0.667,0.545,0.555
1Q96_1_A,0.385,0.625,0.476,0.49
1Q96_1_B,0.357,0.625,0.455,0.472
1Q96_1_C,0.385,0.625,0.476,0.49
1Q9A_1_A,0.583,0.875,0.7,0.714
1QA6_1_C,0.429,0.923,0.585,0.629
1QA6_1_D,0.429,0.923,0.585,0.629
1QBP_1_A-B,0.0,0.0,0.0,0.0
1QBP_1_C-D,0.0,0.0,0.0,0.0
1QBP_1_E-F,0.0,0.0,0.0,0.0
1QC0_1_B-A,0.889,1.0,0.941,0.943
1QC0_1_C-D,0.947,1.0,0.973,0.973
1QC8_1_A,0.818,0.9,0.857,0.858
1QCU_1_A-B,0.364,0.8,0.5,0.539
1QCU_1_C-D,0.636,0.778,0.7,0.704
1QD3_1_A,0.833,0.909,0.87,0.87
1QES_1_A-B,0.5,1.0,0.667,0.707
1QET_1_A-B,0.7,1.0,0.824,0.837
1QF6_1_B,0.7,0.875,0.778,0.783
1QFQ_1_A,0.833,1.0,0.909,0.913
1QRS_1_B,0.727,1.0,0.842,0.853
1QRT_1_B,0.727,1.0,0.842,0.853
1QRU_1_B,0.75,1.0,0.857,0.866
1QTQ_1_B,0.727,1.0,0.842,0.853
1QU2_1_T,0.788,1.0,0.881,0.888
1QU3_1_T,0.788,1.0,0.881,0.888
1QVF_1_3,0.75,1.0,0.857,0.866
1QVF_1_9,0.621,0.932,0.745,0.761
1QVG_1_9,0.651,0.932,0.766,0.779
1QWA_1_A,0.778,1.0,0.875,0.882
1QWB_4_A,0.583,0.875,0.7,0.714
1QZW_1_B,0.636,0.933,0.757,0.771
1QZW_1_D,0.636,0.933,0.757,0.771
1QZW_1_F,0.636,0.933,0.757,0.771
1QZW_1_H,0.636,0.933,0.757,0.771
1R2P_9_A,0.778,0.933,0.848,0.852
1R3E_1_C,0.714,1.0,0.833,0.845
1R3E_1_D-E,0.0,0.0,0.0,0.0
1R4H_1_A,0.75,1.0,0.857,0.866
1R7W_12_A,0.857,1.0,0.923,0.926
1R7Z_5_A,0.8,1.0,0.889,0.894
1R9S_1_R,0.0,0.0,0.0,0.0
1RAW_1_A,0.647,0.917,0.759,0.77
1RC7_1_B-C,0.9,1.0,0.947,0.949
1RC7_1_D-E,0.9,1.0,0.947,0.949
1RFR_3_A,0.8,1.0,0.889,0.894
1RHT_1_A,0.636,0.875,0.737,0.746
1RKJ_1_B,0.857,1.0,0.923,0.926
1RLG_1_C,0.25,0.5,0.333,0.354
1RLG_1_D,0.25,0.5,0.333,0.354
1RMN_1_A,0.81,1.0,0.895,0.9
1RNA_1_A-B,0.8,1.0,0.889,0.894
1RNG_1_A,0.625,1.0,0.769,0.791
1RNK_1_A,0.625,1.0,0.769,0.791
1ROQ_1_A,1.0,1.0,1.0,1.0
1RPU_1_C-D,0.9,1.0,0.947,0.949
1RRR_1_A-B,0.9,1.0,0.947,0.949
1RXB_1_A-B,0.875,1.0,0.933,0.935
1RY1_1_A,0.373,0.846,0.518,0.562
1RY1_1_E,0.524,0.846,0.647,0.666
1RY1_1_N-M,0.25,0.333,0.286,0.289
1RY1_1_O-P,0.944,1.0,0.971,0.972
1RY1_1_Q-R,0.714,0.833,0.769,0.772
1S03_1_A,0.591,0.765,0.667,0.672
1S03_1_B,0.565,0.722,0.634,0.639
1S2F_1_A,0.8,1.0,0.889,0.894
1S34_1_A,0.8,1.0,0.889,0.894
1S72_1_9,0.621,0.932,0.745,0.761
1S9S_4_A,0.446,1.0,0.617,0.668
1SA9_1_A-B,0.5,1.0,0.667,0.707
1SA9_1_C-D,0.5,1.0,0.667,0.707
1SCL_4_A,0.692,0.818,0.75,0.753
1SDR_1_A-B,0.846,1.0,0.917,0.92
1SDR_1_C-D,0.846,1.0,0.917,0.92
1SDS_1_D,0.0,0.0,0.0,0.0
1SDS_1_E,0.0,0.0,0.0,0.0
1SDS_1_F,0.0,0.0,0.0,0.0
1SER_1_T,0.308,0.444,0.364,0.37
1SJ3_1_R,0.278,0.769,0.408,0.462
1SJ4_1_R,0.27,0.769,0.4,0.456
1SJF_1_B,0.237,0.643,0.346,0.39
1SLO_1_A,0.875,1.0,0.933,0.935
1SLP_1_A,1.0,1.0,1.0,1.0
1SM1_1_9,0.66,0.838,0.738,0.743
1SY4_5_A,0.8,1.0,0.889,0.894
1SYZ_2_A,0.727,1.0,0.842,0.853
1SZ1_1_E,0.522,0.8,0.632,0.646
1SZ1_1_F,0.522,0.8,0.632,0.646
1SZY_1_A,0.778,1.0,0.875,0.882
1T0D_1_A-B,0.857,1.0,0.923,0.926
1T0D_1_C-D,0.8,1.0,0.889,0.894
1T0E_1_A-C,0.813,0.929,0.867,0.869
1T0K_1_D-C,0.385,0.625,0.476,0.49
1T28_1_A,0.818,0.9,0.857,0.858
1T4L_1_A,0.875,1.0,0.933,0.935
1T4X_1_A-B,0.5,1.0,0.667,0.707
1TBK_1_A,0.75,1.0,0.857,0.866
1TFN_1_A,0.8,1.0,0.889,0.894
1TFW_1_G-J,0.909,1.0,0.952,0.953
1TFW_1_H-E,1.0,1.0,1.0,1.0
1TFW_1_I-F,0.909,1.0,0.952,0.953
1TFY_1_G-J,0.875,1.0,0.933,0.935
1TFY_1_H-E,0.8,1.0,0.889,0.894
1TFY_1_I-F,0.846,0.917,0.88,0.881
1TJZ_15_A,0.9,1.0,0.947,0.949
1TLR_1_A,0.889,1.0,0.941,0.943
1TN1_1_A,0.522,0.8,0.632,0.646
1TN2_1_A,0.522,0.8,0.632,0.646
1TOB_1_A,0.769,1.0,0.87,0.877
1TRA_1_A,0.522,0.8,0.632,0.646
1TTT_1_D,0.5,0.8,0.615,0.632
1TTT_1_E,0.414,0.8,0.545,0.575
1TTT_1_F,0.429,0.8,0.558,0.586
1TUT_1_A-B,0.818,1.0,0.9,0.905
1TXS_4_A,0.778,1.0,0.875,0.882
1U0B_1_A,0.639,1.0,0.78,0.799
1U1Y_1_R,0.857,1.0,0.923,0.926
