,PPV,TPR,F1,INF-MCC
1ESH_1_A,0.625,1.0,0.769,0.791
1ESY_2_A,0.636,1.0,0.778,0.798
1ET4_1_A,0.235,0.444,0.308,0.323
1ET4_1_B,0.235,0.444,0.308,0.323
1ET4_1_C,0.222,0.444,0.296,0.314
1ET4_1_D,0.25,0.444,0.32,0.333
1ET4_1_E,0.235,0.444,0.308,0.323
1ETF_1_A,0.75,1.0,0.857,0.866
1ETG_14_A,0.706,1.0,0.828,0.84
1EUQ_1_B,0.432,0.889,0.582,0.62
1EUY_1_B,0.441,0.882,0.588,0.624
1EVV_1_A,0.391,0.5,0.439,0.442
1EXD_1_B,0.485,0.842,0.615,0.639
1EXY_1_A,0.545,1.0,0.706,0.739
1F1T_1_A,0.214,1.0,0.353,0.463
1F27_1_A,1.0,1.0,1.0,1.0
1F5G_1_A-B,0.0,0.0,0.0,0.0
1F5H_1_A-B,0.0,0.0,0.0,0.0
1F5U_1_A,0.7,1.0,0.824,0.837
1F5U_1_B,0.636,1.0,0.778,0.798
1F6U_2_B,0.556,0.833,0.667,0.68
1F6X_1_A,0.786,1.0,0.88,0.886
1F6Z_1_A,0.733,1.0,0.846,0.856
1F78_1_A,0.846,1.0,0.917,0.92
1F79_1_A,0.733,1.0,0.846,0.856
1F7F_3_A,0.786,1.0,0.88,0.886
1F7G_1_A,0.786,1.0,0.88,0.886
1F7H_5_A,0.786,1.0,0.88,0.886
1F7I_2_A,0.647,1.0,0.786,0.804
1F7U_1_B,0.0,0.0,0.0,0.0
1F7V_1_B,0.0,0.0,0.0,0.0
1F7Y_1_B,0.407,0.55,0.468,0.473
1F84_10_A,0.368,1.0,0.538,0.607
1F85_1_A,0.556,1.0,0.714,0.745
1F9L_1_A,0.636,1.0,0.778,0.798
1FCW_1_A,0.375,0.5,0.429,0.433
1FCW_1_B,0.375,0.5,0.429,0.433
1FCW_1_C,0.375,0.5,0.429,0.433
1FCW_1_D,0.375,0.5,0.429,0.433
1FCW_1_E,0.375,0.5,0.429,0.433
1FEQ_1_A,0.714,1.0,0.833,0.845
1FEU_1_C-B,0.353,0.75,0.48,0.514
1FEU_1_F-E,0.353,0.75,0.48,0.514
1FFK_1_9,0.456,0.861,0.596,0.627
1FFY_1_T,0.576,0.905,0.704,0.722
1FFZ_1_A,0.285,0.679,0.401,0.44
1FG0_1_A,0.299,0.679,0.415,0.45
1FHK_4_A,0.8,1.0,0.889,0.894
1FIR_1_A,0.24,0.333,0.279,0.283
1FJE_1_A,0.444,1.0,0.615,0.667
1FL8_1_A,0.8,1.0,0.889,0.894
1FMN_1_A,0.409,0.692,0.514,0.532
1FOQ_1_A,0.843,0.915,0.878,0.878
1FOQ_1_B,0.843,0.915,0.878,0.878
1FOQ_1_C,0.843,0.915,0.878,0.878
1FOQ_1_D,0.843,0.915,0.878,0.878
1FOQ_1_E,0.843,0.915,0.878,0.878
1FQZ_1_A,0.5,1.0,0.667,0.707
1FUF_1_A-B,0.0,0.0,0.0,0.0
1FYO_1_A,0.471,1.0,0.64,0.686
1FYP_1_A,0.444,1.0,0.615,0.667
1G1X_1_D-E,0.583,0.778,0.667,0.674
1G1X_1_J-I,0.378,0.737,0.5,0.528
1G2E_1_B,0.0,0.0,0.0,0.0
1G59_1_B,0.618,0.955,0.75,0.768
1G59_1_D,0.583,0.955,0.724,0.746
1G70_1_A,0.529,1.0,0.692,0.728
1GAX_1_C,0.588,0.909,0.714,0.731
1GAX_1_D,0.645,0.909,0.755,0.766
1GID_1_A,0.488,0.857,0.622,0.647
1GID_1_B,0.483,0.857,0.618,0.643
1GRZ_1_A,0.463,0.849,0.599,0.627
1GRZ_1_B,0.496,0.803,0.613,0.631
1GTR_1_B,0.529,0.783,0.632,0.644
1GTS_1_B,0.545,0.783,0.643,0.653
1GUC_1_A-B,0.75,1.0,0.857,0.866
1H3E_1_B,0.35,0.5,0.412,0.418
1H4Q_1_T,0.357,0.667,0.465,0.488
1H4S_1_T,0.345,0.667,0.455,0.479
1HC8_1_C,0.37,0.909,0.526,0.58
1HC8_1_D,0.357,0.909,0.513,0.57
1HJI_1_A,0.833,1.0,0.909,0.913
1HLX_1_A,0.571,1.0,0.727,0.756
1HMH_1_A,0.444,1.0,0.615,0.667
1HMH_1_C,0.444,1.0,0.615,0.667
1HMH_1_E,0.5,1.0,0.667,0.707
1HQ1_1_B,0.619,1.0,0.765,0.787
1HR2_1_A,0.468,0.841,0.602,0.628
1HR2_1_B,0.432,0.844,0.571,0.604
1HS1_1_A,0.6,1.0,0.75,0.775
1HS2_1_A,0.6,1.0,0.75,0.775
1HS3_1_A,0.6,1.0,0.75,0.775
1HS4_1_A,0.75,1.0,0.857,0.866
1HS8_1_A,0.6,1.0,0.75,0.775
1HVU_1_C,0.643,1.0,0.783,0.802
1HVU_1_F,0.643,1.0,0.783,0.802
1HVU_1_I,0.643,1.0,0.783,0.802
1HVU_1_L,0.643,1.0,0.783,0.802
1HWQ_1_A,0.692,1.0,0.818,0.832
1I3X_1_A,0.875,1.0,0.933,0.935
1I3Y_8_A,0.7,1.0,0.824,0.837
1I46_1_A,0.625,1.0,0.769,0.791
1I4B_1_A,1.0,1.0,1.0,1.0
1I4C_1_A,1.0,1.0,1.0,1.0
1I6U_1_C,0.65,0.929,0.765,0.777
1I6U_1_D,0.65,0.929,0.765,0.777
1I9F_5_A,0.706,1.0,0.828,0.84
1I9V_1_A,0.533,0.64,0.582,0.584
1I9X_1_A-B,0.714,1.0,0.833,0.845
1IBL_1_Y-Z,0.5,1.0,0.667,0.707
1IBM_1_Y-Z,0.429,1.0,0.6,0.655
1ICG_1_A-B,0.25,0.4,0.308,0.316
1ID9_1_A-B,0.25,0.4,0.308,0.316
1IDV_1_A,0.75,1.0,0.857,0.866
1IDW_1_A-B,0.25,0.4,0.308,0.316
1IE1_4_A,0.4,1.0,0.571,0.632
1IE2_16_A,0.364,1.0,0.533,0.603
1IHA_1_A-B,0.25,0.4,0.308,0.316
1IK1_1_A,0.714,1.0,0.833,0.845
1IK5_1_A-B,0.0,0.0,0.0,0.0
1IKD_24_A,0.875,1.0,0.933,0.935
1IL2_1_C,0.188,0.4,0.255,0.274
1IL2_1_D,0.129,0.571,0.211,0.272
1IVS_1_C,0.588,0.909,0.714,0.731
1IVS_1_D,0.645,0.909,0.755,0.766
1J1U_1_B,0.342,0.542,0.419,0.43
1J2B_1_C,0.72,0.857,0.783,0.786
1J2B_1_D,0.783,0.9,0.837,0.839
1J4Y_1_A,0.667,1.0,0.8,0.816
1J7T_1_A-B,0.55,1.0,0.71,0.742
1J9H_1_A-B,0.364,0.8,0.5,0.539
1J9H_1_C-D,0.4,0.8,0.533,0.566
1JBR_1_C-F,0.5,1.0,0.667,0.707
1JBR_1_D,0.5,1.0,0.667,0.707
1JBS_1_C,0.0,0.0,0.0,0.0
1JBS_1_D,0.0,0.0,0.0,0.0
1JBT_1_C,0.462,1.0,0.632,0.679
1JBT_1_D,0.429,1.0,0.6,0.655
1JGO_1_B,0.409,0.529,0.462,0.465
1JGO_1_C,0.364,0.471,0.41,0.414
1JGO_1_D,0.355,0.647,0.458,0.479
1JGP_1_B,0.409,0.529,0.462,0.465
1JGP_1_C,0.364,0.471,0.41,0.414
1JGP_1_D,0.355,0.647,0.458,0.479
1JGQ_1_B,0.409,0.529,0.462,0.465
1JGQ_1_C,0.364,0.471,0.41,0.414
1JGQ_1_D,0.355,0.647,0.458,0.479
1JID_1_B,0.4,0.5,0.444,0.447
1JJ2_1_9,0.47,0.861,0.608,0.636
1JO7_18_A,0.769,1.0,0.87,0.877
1JOX_1_A,0.778,1.0,0.875,0.882
1JP0_1_A,0.875,1.0,0.933,0.935
1JTJ_1_A,0.583,1.0,0.737,0.764
1JTW_5_A,0.833,1.0,0.909,0.913
1JU1_1_A-B,0.692,1.0,0.818,0.832
1JU7_1_A,0.75,1.0,0.857,0.866
1JUR_1_A,0.615,1.0,0.762,0.784
1JWC_1_A,1.0,1.0,1.0,1.0
1JZC_1_A,0.714,1.0,0.833,0.845
1JZV_1_B-A,0.333,0.667,0.444,0.471
1JZV_1_D-C,0.333,0.667,0.444,0.471
1K1G_1_B,0.0,0.0,0.0,0.0
1K2G_1_A,0.25,0.75,0.375,0.433
1K4A_1_A,0.833,1.0,0.909,0.913
1K4B_1_A,1.0,1.0,1.0,1.0
1K5I_2_A,0.818,1.0,0.9,0.905
1K6G_2_A,0.9,1.0,0.947,0.949
1K6H_1_A,0.692,1.0,0.818,0.832
1K73_1_B,0.47,0.861,0.608,0.636
1K8A_1_B,0.463,0.861,0.602,0.631
1K8S_1_A-B,0.769,1.0,0.87,0.877
1K8W_1_B,0.875,1.0,0.933,0.935
1K9M_1_B,0.477,0.861,0.614,0.641
1K9W_1_B,0.857,1.0,0.923,0.926
1K9W_1_D,0.75,1.0,0.857,0.866
1KAJ_1_A,0.417,1.0,0.588,0.645
1KC8_1_B,0.463,0.861,0.602,0.631
1KD1_1_B,0.477,0.861,0.614,0.641
1KD3_1_A-B,0.0,0.0,0.0,0.0
1KD4_1_A-B,0.0,0.0,0.0,0.0
1KD5_1_A-B,0.0,0.0,0.0,0.0
1KH6_1_A,0.294,0.625,0.4,0.429
1KIS_1_A,0.714,1.0,0.833,0.845
1KKA_1_A,0.667,1.0,0.8,0.816
1KKS_1_A,0.75,1.0,0.857,0.866
1KOC_1_B-A,0.0,0.0,0.0,0.0
1KOD_1_B-A,0.0,0.0,0.0,0.0
1KOG_1_I,0.65,1.0,0.788,0.806
1KOG_1_J,0.65,1.0,0.788,0.806
1KOG_1_K,0.706,1.0,0.828,0.84
1KOG_1_L,0.619,1.0,0.765,0.787
1KOG_1_M,0.619,1.0,0.765,0.787
1KOG_1_N,0.65,1.0,0.788,0.806
1KOG_1_O,0.684,1.0,0.813,0.827
1KOG_1_P,0.65,1.0,0.788,0.806
1KOS_1_A,0.833,1.0,0.909,0.913
1KP7_1_A,0.6,1.0,0.75,0.775
1KPD_1_A,0.417,0.833,0.556,0.589
1KPY_3_A,0.217,1.0,0.357,0.466
1KPZ_1_A,0.238,1.0,0.385,0.488
1KQS_1_9,0.463,0.861,0.602,0.631
1KUQ_1_B,0.379,0.55,0.449,0.457
1KXK_1_A,0.613,0.792,0.691,0.697
1L1C_1_C,0.5,1.0,0.667,0.707
1L1W_1_A,0.625,1.0,0.769,0.791
1L2X_1_A,0.313,1.0,0.476,0.559
1L3D_1_A,0.357,1.0,0.526,0.598
1L8V_1_A,0.557,0.863,0.677,0.693
1L8V_1_B,0.537,0.863,0.662,0.68
1L9A_1_B,0.493,0.825,0.617,0.637
1LC4_1_A-B,0.579,1.0,0.733,0.761
1LC6_7_A,0.727,1.0,0.842,0.853
1LDZ_3_A,0.556,1.0,0.714,0.745
1LMV_1_B-A,0.417,1.0,0.588,0.645
1LNG_1_B,0.5,0.92,0.648,0.678
1LNT_1_A-B,0.0,0.0,0.0,0.0
1LU3_1_A,0.75,1.0,0.857,0.866
1LVJ_2_A,0.846,1.0,0.917,0.92
1M1K_1_B,0.47,0.861,0.608,0.636
1M5K_1_B,0.556,1.0,0.714,0.745
1M5K_1_E,0.588,1.0,0.741,0.767
1M5L_1_A,0.4,0.8,0.533,0.566
1M5O_1_B,0.588,1.0,0.741,0.767
1M5O_1_E,0.606,1.0,0.755,0.778
1M5P_1_B,0.571,1.0,0.727,0.756
1M5P_1_E,0.625,1.0,0.769,0.791
1M5V_1_B,0.606,1.0,0.755,0.778
1M5V_1_E,0.606,1.0,0.755,0.778
1M82_1_A,0.667,1.0,0.8,0.816
1M90_1_B,0.463,0.861,0.602,0.631
1MFJ_1_A,0.636,1.0,0.778,0.798
1MFK_1_A,0.9,1.0,0.947,0.949
1MFQ_1_A,0.475,1.0,0.644,0.689
1MFY_1_A,0.643,1.0,0.783,0.802
1MHK_1_L-S,0.667,1.0,0.8,0.816
1MIS_1_A-B,0.0,0.0,0.0,0.0
1MJ1_1_C,0.364,0.471,0.41,0.414
1MJ1_1_D,0.391,0.529,0.45,0.455
1MJI_1_C,0.563,1.0,0.72,0.75
1MJI_1_D,0.529,1.0,0.692,0.728
1ML5_1_B,0.364,0.471,0.41,0.414
1MME_1_B-A,0.2,0.4,0.267,0.283
1MME_1_D-C,0.222,0.4,0.286,0.298
1MMS_1_C,0.433,0.765,0.553,0.576
1MMS_1_D,0.433,0.765,0.553,0.576
1MNB_1_B,0.769,1.0,0.87,0.877
1MNX_5_A,0.632,1.0,0.774,0.795
1MSY_1_A,0.538,0.875,0.667,0.686
1MT4_4_A,0.571,1.0,0.727,0.756
1MUV_1_A-B,0.375,1.0,0.545,0.612
1MV1_1_A-B,0.833,1.0,0.909,0.913
1MV2_1_A-B,0.833,1.0,0.909,0.913
1MV6_1_A-B,0.833,1.0,0.909,0.913
1MWG_1_A-B,0.0,0.0,0.0,0.0
1MWL_1_A-B,0.611,1.0,0.759,0.782
1MY9_1_A,0.0,0.0,0.0,0.0
1MY9_1_B,0.0,0.0,0.0,0.0
1MZP_1_B,0.25,0.778,0.378,0.441
1N32_1_Y-Z,0.571,1.0,0.727,0.756
1N33_1_Y-Z,0.0,0.0,0.0,0.0
1N35_1_C-B,0.714,1.0,0.833,0.845
1N53_1_A-B,0.385,1.0,0.556,0.62
1N66_1_A,0.636,1.0,0.778,0.798
1N77_1_C,0.6,0.955,0.737,0.757
1N77_1_D,0.6,0.955,0.737,0.757
1N78_1_C,0.6,0.955,0.737,0.757
1N78_1_D,0.618,0.955,0.75,0.768
1N8R_1_B,0.47,0.861,0.608,0.636
1N8X_1_A,0.824,1.0,0.903,0.907
1NA2_1_A,0.429,1.0,0.6,0.655
1NBK_1_A,0.765,1.0,0.867,0.874
1NBR_10_A,0.786,1.0,0.88,0.886
1NBS_1_A,0.246,0.609,0.35,0.387
1NBS_1_B,0.22,0.75,0.34,0.406
1NC0_2_A,0.75,1.0,0.857,0.866
1NEM_1_A,0.9,1.0,0.947,0.949
1NJI_1_B,0.477,0.861,0.614,0.641
1NJM_1_5,0.9,1.0,0.947,0.949
1NJP_1_5,0.75,1.0,0.857,0.866
1NKW_1_9,0.558,0.853,0.674,0.69
1NLC_1_B-A,0.72,1.0,0.837,0.849
1NTA_1_A-B,0.0,0.0,0.0,0.0
1NTB_1_A-B,0.0,0.0,0.0,0.0
1NUJ_1_A-B,0.667,0.75,0.706,0.707
1NUJ_1_C-D,0.667,0.75,0.706,0.707
1NUJ_1_E-F,0.667,0.75,0.706,0.707
1NUJ_1_G-H,0.667,0.75,0.706,0.707
1NUV_1_A-B,0.667,0.75,0.706,0.707
1NUV_1_C-D,0.667,0.75,0.706,0.707
1NUV_1_E-F,0.667,0.75,0.706,0.707
1NUV_1_G-H,0.667,0.75,0.706,0.707
1NWX_1_9,0.558,0.853,0.674,0.69
1NWY_1_9,0.558,0.853,0.674,0.69
1NYB_1_B,0.818,1.0,0.9,0.905
1NYI_1_B-A,0.211,0.364,0.267,0.277
1NZ1_1_A,0.8,1.0,0.889,0.894
1O0B_1_B,0.545,0.783,0.643,0.653
1O0C_1_B,0.545,0.783,0.643,0.653
1O15_1_A,0.563,0.818,0.667,0.678
1O3Z_1_B-A,0.692,1.0,0.818,0.832
1O9M_1_A-B,0.55,1.0,0.71,0.742
1OB2_1_B,0.333,0.421,0.372,0.375
1OLN_1_C,0.433,0.765,0.553,0.576
1OOA_1_C,0.692,1.0,0.818,0.832
1OOA_1_D,0.75,1.0,0.857,0.866
1OQ0_1_A,0.833,1.0,0.909,0.913
1OSW_3_A,0.6,0.75,0.667,0.671
1OW9_1_A,0.636,1.0,0.778,0.798
1P5M_10_A,0.6,1.0,0.75,0.775
1P5N_8_A,0.455,1.0,0.625,0.674
1P5O_2_A,0.522,1.0,0.686,0.722
1P5P_1_A,0.571,1.0,0.727,0.756
1P6V_1_B,0.632,1.0,0.774,0.795
1P6V_1_D,0.7,1.0,0.824,0.837
1PBM_1_A-B,0.667,1.0,0.8,0.816
1PBR_1_A,0.571,1.0,0.727,0.756
1PJY_1_A,0.9,1.0,0.947,0.949
1Q29_1_B-A,0.211,0.333,0.258,0.265
1Q2R_1_E,0.0,0.0,0.0,0.0
1Q2R_1_F,0.0,0.0,0.0,0.0
1Q2S_1_E,1.0,1.0,1.0,1.0
1Q2S_1_F,0.0,0.0,0.0,0.0
1Q75_1_A,0.833,1.0,0.909,0.913
1Q7Y_1_B,0.477,0.861,0.614,0.641
1Q81_1_B,0.47,0.861,0.608,0.636
1Q82_1_B,0.47,0.861,0.608,0.636
1Q86_1_B,0.463,0.861,0.602,0.631
1Q8N_1_A,0.5,1.0,0.667,0.707
1Q93_1_A,0.385,1.0,0.556,0.62
1Q93_1_B,0.385,1.0,0.556,0.62
1Q93_1_C,0.385,1.0,0.556,0.62
1Q96_1_A,0.385,1.0,0.556,0.62
1Q96_1_B,0.357,1.0,0.526,0.598
1Q96_1_C,0.385,1.0,0.556,0.62
1Q9A_1_A,0.5,0.857,0.632,0.655
1QA6_1_C,0.536,0.938,0.682,0.709
1QA6_1_D,0.536,0.938,0.682,0.709
1QBP_1_A-B,0.0,0.0,0.0,0.0
1QBP_1_C-D,0.0,0.0,0.0,0.0
1QBP_1_E-F,0.0,0.0,0.0,0.0
1QC0_1_B-A,0.778,1.0,0.875,0.882
1QC0_1_C-D,0.895,1.0,0.944,0.946
1QC8_1_A,0.818,0.9,0.857,0.858
1QCU_1_A-B,0.818,1.0,0.9,0.905
1QCU_1_C-D,0.818,1.0,0.9,0.905
1QD3_1_A,0.833,1.0,0.909,0.913
1QES_1_A-B,0.75,1.0,0.857,0.866
1QET_1_A-B,0.6,1.0,0.75,0.775
1QF6_1_B,0.433,0.52,0.473,0.475
1QFQ_1_A,0.833,1.0,0.909,0.913
1QRS_1_B,0.545,0.783,0.643,0.653
1QRT_1_B,0.545,0.783,0.643,0.653
1QRU_1_B,0.563,0.783,0.655,0.663
1QTQ_1_B,0.545,0.783,0.643,0.653
1QU2_1_T,0.576,0.905,0.704,0.722
1QU3_1_T,0.576,0.905,0.704,0.722
1QVF_1_3,0.0,0.0,0.0,0.0
1QVF_1_9,0.47,0.861,0.608,0.636
1QVG_1_9,0.492,0.861,0.626,0.651
1QWA_1_A,0.667,1.0,0.8,0.816
1QWB_4_A,0.5,1.0,0.667,0.707
1QZW_1_B,0.227,0.455,0.303,0.321
1QZW_1_D,0.227,0.455,0.303,0.321
1QZW_1_F,0.227,0.455,0.303,0.321
1QZW_1_H,0.227,0.455,0.303,0.321
1R2P_9_A,0.722,0.929,0.813,0.819
1R3E_1_C,0.714,1.0,0.833,0.845
1R3E_1_D-E,0.429,0.429,0.429,0.429
1R4H_1_A,0.5,1.0,0.667,0.707
1R7W_12_A,0.857,1.0,0.923,0.926
1R7Z_5_A,0.8,1.0,0.889,0.894
1R9S_1_R,0.0,0.0,0.0,0.0
1RAW_1_A,0.412,0.778,0.538,0.566
1RC7_1_B-C,0.8,1.0,0.889,0.894
1RC7_1_D-E,0.8,1.0,0.889,0.894
1RFR_3_A,0.667,1.0,0.8,0.816
1RHT_1_A,0.636,0.875,0.737,0.746
1RKJ_1_B,0.857,1.0,0.923,0.926
1RLG_1_C,0.0,0.0,0.0,0.0
1RLG_1_D,0.0,0.0,0.0,0.0
1RMN_1_A,0.714,1.0,0.833,0.845
1RNA_1_A-B,0.8,1.0,0.889,0.894
1RNG_1_A,0.5,1.0,0.667,0.707
1RNK_1_A,0.563,1.0,0.72,0.75
1ROQ_1_A,0.833,1.0,0.909,0.913
1RPU_1_C-D,0.85,1.0,0.919,0.922
1RRR_1_A-B,0.8,1.0,0.889,0.894
1RXB_1_A-B,0.75,1.0,0.857,0.866
1RY1_1_A,0.475,1.0,0.644,0.689
1RY1_1_E,0.714,0.833,0.769,0.772
1RY1_1_N-M,0.45,0.75,0.563,0.581
1RY1_1_O-P,0.889,1.0,0.941,0.943
1RY1_1_Q-R,0.714,0.833,0.769,0.772
1S03_1_A,0.545,0.8,0.649,0.661
1S03_1_B,0.522,0.75,0.615,0.626
1S2F_1_A,0.6,1.0,0.75,0.775
1S34_1_A,0.6,1.0,0.75,0.775
1S72_1_9,0.47,0.861,0.608,0.636
1S9S_4_A,0.625,1.0,0.769,0.791
1SA9_1_A-B,0.375,1.0,0.545,0.612
1SA9_1_C-D,0.375,1.0,0.545,0.612
1SCL_4_A,0.462,1.0,0.632,0.679
1SDR_1_A-B,0.769,1.0,0.87,0.877
1SDR_1_C-D,0.769,1.0,0.87,0.877
1SDS_1_D,0.0,0.0,0.0,0.0
1SDS_1_E,0.0,0.0,0.0,0.0
1SDS_1_F,0.0,0.0,0.0,0.0
1SER_1_T,0.077,0.133,0.098,0.101
1SJ3_1_R,0.111,0.19,0.14,0.145
1SJ4_1_R,0.108,0.19,0.138,0.143
1SJF_1_B,0.105,0.19,0.136,0.142
1SLO_1_A,0.625,1.0,0.769,0.791
1SLP_1_A,0.714,1.0,0.833,0.845
1SM1_1_9,0.617,0.853,0.716,0.725
1SY4_5_A,0.8,1.0,0.889,0.894
1SYZ_2_A,0.727,1.0,0.842,0.853
1SZ1_1_E,0.391,0.5,0.439,0.442
1SZ1_1_F,0.391,0.5,0.439,0.442
1SZY_1_A,0.778,1.0,0.875,0.882
1T0D_1_A-B,0.714,1.0,0.833,0.845
1T0D_1_C-D,0.667,1.0,0.8,0.816
1T0E_1_A-C,0.688,1.0,0.815,0.829
1T0K_1_D-C,0.385,1.0,0.556,0.62
1T28_1_A,0.818,0.9,0.857,0.858
1T4L_1_A,0.875,1.0,0.933,0.935
1T4X_1_A-B,0.667,1.0,0.8,0.816
1TBK_1_A,0.75,1.0,0.857,0.866
1TFN_1_A,0.8,1.0,0.889,0.894
1TFW_1_G-J,0.909,1.0,0.952,0.953
1TFW_1_H-E,0.9,1.0,0.947,0.949
1TFW_1_I-F,0.727,1.0,0.842,0.853
1TFY_1_G-J,0.875,1.0,0.933,0.935
1TFY_1_H-E,0.733,1.0,0.846,0.856
1TFY_1_I-F,0.846,1.0,0.917,0.92
1TJZ_15_A,0.7,1.0,0.824,0.837
1TLR_1_A,0.444,1.0,0.615,0.667
1TN1_1_A,0.391,0.5,0.439,0.442
1TN2_1_A,0.391,0.5,0.439,0.442
1TOB_1_A,0.615,1.0,0.762,0.784
1TRA_1_A,0.391,0.529,0.45,0.455
1TTT_1_D,0.375,0.5,0.429,0.433
1TTT_1_E,0.31,0.474,0.375,0.383
1TTT_1_F,0.321,0.474,0.383,0.39
1TUT_1_A-B,0.273,1.0,0.429,0.522
1TXS_4_A,0.722,1.0,0.839,0.85
1U0B_1_A,0.472,0.773,0.586,0.604
1U1Y_1_R,0.714,1.0,0.833,0.845
