,PPV,TPR,F1,INF-MCC
1F6Z_1_A,0.733,1.0,0.846,0.856
1F78_1_A,0.846,1.0,0.917,0.92
1F79_1_A,0.733,1.0,0.846,0.856
1F7F_3_A,0.786,1.0,0.88,0.886
1F7G_1_A,0.786,1.0,0.88,0.886
1F7H_5_A,0.786,1.0,0.88,0.886
1F7I_2_A,0.647,1.0,0.786,0.804
1F7U_1_B,0.0,0.0,0.0,0.0
1F7V_1_B,0.0,0.0,0.0,0.0
1F7Y_1_B,0.519,0.933,0.667,0.696
1F84_10_A,0.263,1.0,0.417,0.513
1F85_1_A,0.556,1.0,0.714,0.745
1F9L_1_A,0.636,1.0,0.778,0.798
1FCW_1_A,0.292,0.5,0.368,0.382
1FCW_1_B,0.292,0.5,0.368,0.382
1FCW_1_C,0.292,0.5,0.368,0.382
1FCW_1_D,0.292,0.5,0.368,0.382
1FCW_1_E,0.292,0.5,0.368,0.382
1FEQ_1_A,0.714,1.0,0.833,0.845
1FEU_1_C-B,0.588,1.0,0.741,0.767
1FEU_1_F-E,0.588,1.0,0.741,0.767
1FFK_1_9,0.412,0.848,0.554,0.591
1FFY_1_T,0.636,1.0,0.778,0.798
1FFZ_1_A,0.447,0.807,0.575,0.6
1FG0_1_A,0.469,0.807,0.593,0.615
1FHK_4_A,0.8,1.0,0.889,0.894
1FIR_1_A,0.0,0.0,0.0,0.0
1FJE_1_A,0.444,1.0,0.615,0.667
1FL8_1_A,0.8,1.0,0.889,0.894
1FMN_1_A,0.455,1.0,0.625,0.674
1FOQ_1_A,0.725,0.925,0.813,0.819
1FOQ_1_B,0.725,0.925,0.813,0.819
1FOQ_1_C,0.725,0.925,0.813,0.819
1FOQ_1_D,0.725,0.925,0.813,0.819
1FOQ_1_E,0.725,0.925,0.813,0.819
1FQZ_1_A,0.333,1.0,0.5,0.577
1FUF_1_A-B,0.0,0.0,0.0,0.0
1FYO_1_A,0.471,1.0,0.64,0.686
1FYP_1_A,0.444,1.0,0.615,0.667
1G1X_1_D-E,0.583,0.84,0.689,0.7
1G1X_1_J-I,0.568,0.808,0.667,0.677
1G2E_1_B,0.0,0.0,0.0,0.0
1G59_1_B,0.588,0.909,0.714,0.731
1G59_1_D,0.556,0.909,0.69,0.711
1G70_1_A,0.588,1.0,0.741,0.767
1GAX_1_C,0.588,0.952,0.727,0.748
1GAX_1_D,0.645,0.952,0.769,0.784
1GID_1_A,0.244,0.488,0.326,0.345
1GID_1_B,0.241,0.488,0.323,0.343
1GRZ_1_A,0.321,0.717,0.443,0.48
1GRZ_1_B,0.357,0.707,0.474,0.502
1GTR_1_B,0.559,1.0,0.717,0.748
1GTS_1_B,0.576,1.0,0.731,0.759
1GUC_1_A-B,0.75,1.0,0.857,0.866
1H3E_1_B,0.4,0.762,0.525,0.552
1H4Q_1_T,0.357,0.625,0.455,0.472
1H4S_1_T,0.345,0.625,0.444,0.464
1HC8_1_C,0.37,0.714,0.488,0.514
1HC8_1_D,0.357,0.714,0.476,0.505
1HJI_1_A,0.667,0.8,0.727,0.73
1HLX_1_A,0.571,1.0,0.727,0.756
1HMH_1_A,0.444,1.0,0.615,0.667
1HMH_1_C,0.444,1.0,0.615,0.667
1HMH_1_E,0.5,1.0,0.667,0.707
1HQ1_1_B,0.619,1.0,0.765,0.787
1HR2_1_A,0.418,0.733,0.532,0.553
1HR2_1_B,0.42,0.822,0.556,0.588
1HS1_1_A,0.6,1.0,0.75,0.775
1HS2_1_A,0.6,1.0,0.75,0.775
1HS3_1_A,0.6,1.0,0.75,0.775
1HS4_1_A,0.75,1.0,0.857,0.866
1HS8_1_A,0.6,1.0,0.75,0.775
1HVU_1_C,0.429,1.0,0.6,0.655
1HVU_1_F,0.429,1.0,0.6,0.655
1HVU_1_I,0.429,1.0,0.6,0.655
1HVU_1_L,0.429,1.0,0.6,0.655
1HWQ_1_A,0.615,1.0,0.762,0.784
1I3X_1_A,0.875,1.0,0.933,0.935
1I3Y_8_A,0.7,1.0,0.824,0.837
1I46_1_A,0.625,1.0,0.769,0.791
1I4B_1_A,1.0,1.0,1.0,1.0
1I4C_1_A,1.0,1.0,1.0,1.0
1I6U_1_C,0.7,0.933,0.8,0.808
1I6U_1_D,0.7,0.933,0.8,0.808
1I9F_5_A,0.647,0.917,0.759,0.77
1I9V_1_A,0.4,0.632,0.49,0.503
1I9X_1_A-B,0.643,1.0,0.783,0.802
1IBL_1_Y-Z,0.4,0.8,0.533,0.566
1IBM_1_Y-Z,0.286,0.667,0.4,0.436
1ICG_1_A-B,0.0,0.0,0.0,0.0
1ID9_1_A-B,0.0,0.0,0.0,0.0
1IDV_1_A,0.75,1.0,0.857,0.866
1IDW_1_A-B,0.0,0.0,0.0,0.0
1IE1_4_A,0.4,1.0,0.571,0.632
1IE2_16_A,0.364,1.0,0.533,0.603
1IHA_1_A-B,0.0,0.0,0.0,0.0
1IK1_1_A,0.714,1.0,0.833,0.845
1IK5_1_A-B,0.0,0.0,0.0,0.0
1IKD_24_A,0.875,1.0,0.933,0.935
1IL2_1_C,0.281,0.474,0.353,0.365
1IL2_1_D,0.226,0.412,0.292,0.305
1IVS_1_C,0.588,0.952,0.727,0.748
1IVS_1_D,0.645,0.952,0.769,0.784
1J1U_1_B,0.316,0.632,0.421,0.447
1J2B_1_C,0.72,0.857,0.783,0.786
1J2B_1_D,0.739,0.81,0.773,0.774
1J4Y_1_A,0.556,0.833,0.667,0.68
1J7T_1_A-B,0.55,1.0,0.71,0.742
1J9H_1_A-B,0.364,0.8,0.5,0.539
1J9H_1_C-D,0.4,0.8,0.533,0.566
1JBR_1_C-F,0.5,1.0,0.667,0.707
1JBR_1_D,0.571,1.0,0.727,0.756
1JBS_1_C,0.0,0.0,0.0,0.0
1JBS_1_D,0.0,0.0,0.0,0.0
1JBT_1_C,0.538,1.0,0.7,0.734
1JBT_1_D,0.5,1.0,0.667,0.707
1JGO_1_B,0.318,0.538,0.4,0.414
1JGO_1_C,0.273,0.462,0.343,0.355
1JGO_1_D,0.516,0.889,0.653,0.677
1JGP_1_B,0.318,0.538,0.4,0.414
1JGP_1_C,0.273,0.462,0.343,0.355
1JGP_1_D,0.516,0.889,0.653,0.677
1JGQ_1_B,0.318,0.538,0.4,0.414
1JGQ_1_C,0.273,0.462,0.343,0.355
1JGQ_1_D,0.516,0.889,0.653,0.677
1JID_1_B,0.4,0.5,0.444,0.447
1JJ2_1_9,0.424,0.848,0.566,0.6
1JO7_18_A,0.846,1.0,0.917,0.92
1JOX_1_A,0.778,1.0,0.875,0.882
1JP0_1_A,0.875,1.0,0.933,0.935
1JTJ_1_A,0.583,1.0,0.737,0.764
1JTW_5_A,0.667,0.8,0.727,0.73
1JU1_1_A-B,0.654,1.0,0.791,0.809
1JU7_1_A,0.75,1.0,0.857,0.866
1JUR_1_A,0.615,1.0,0.762,0.784
1JWC_1_A,1.0,1.0,1.0,1.0
1JZC_1_A,0.714,1.0,0.833,0.845
1JZV_1_B-A,0.667,0.8,0.727,0.73
1JZV_1_D-C,0.667,0.8,0.727,0.73
1K1G_1_B,0.0,0.0,0.0,0.0
1K2G_1_A,0.417,1.0,0.588,0.645
1K4A_1_A,0.833,1.0,0.909,0.913
1K4B_1_A,1.0,1.0,1.0,1.0
1K5I_2_A,0.818,1.0,0.9,0.905
1K6G_2_A,0.9,1.0,0.947,0.949
1K6H_1_A,0.692,1.0,0.818,0.832
1K73_1_B,0.424,0.848,0.566,0.6
1K8A_1_B,0.418,0.848,0.56,0.595
1K8S_1_A-B,0.769,1.0,0.87,0.877
1K8W_1_B,0.875,1.0,0.933,0.935
1K9M_1_B,0.431,0.848,0.571,0.605
1K9W_1_B,0.857,1.0,0.923,0.926
1K9W_1_D,0.75,1.0,0.857,0.866
1KAJ_1_A,0.0,0.0,0.0,0.0
1KC8_1_B,0.418,0.848,0.56,0.595
1KD1_1_B,0.431,0.848,0.571,0.605
1KD3_1_A-B,0.1,0.5,0.167,0.224
1KD4_1_A-B,0.1,0.5,0.167,0.224
1KD5_1_A-B,0.1,0.5,0.167,0.224
1KH6_1_A,0.412,0.583,0.483,0.49
1KIS_1_A,0.714,1.0,0.833,0.845
1KKA_1_A,0.556,0.833,0.667,0.68
1KKS_1_A,0.875,1.0,0.933,0.935
1KOC_1_B-A,0.0,0.0,0.0,0.0
1KOD_1_B-A,0.053,1.0,0.1,0.229
1KOG_1_I,0.6,0.923,0.727,0.744
1KOG_1_J,0.6,0.923,0.727,0.744
1KOG_1_K,0.647,0.917,0.759,0.77
1KOG_1_L,0.571,0.923,0.706,0.726
1KOG_1_M,0.571,0.923,0.706,0.726
1KOG_1_N,0.6,0.923,0.727,0.744
1KOG_1_O,0.632,0.923,0.75,0.764
1KOG_1_P,0.6,0.923,0.727,0.744
1KOS_1_A,0.833,1.0,0.909,0.913
1KP7_1_A,0.467,1.0,0.636,0.683
1KPD_1_A,0.0,0.0,0.0,0.0
1KPY_3_A,0.217,1.0,0.357,0.466
1KPZ_1_A,0.238,1.0,0.385,0.488
1KQS_1_9,0.418,0.848,0.56,0.595
1KUQ_1_B,0.483,0.933,0.636,0.671
1KXK_1_A,0.613,0.905,0.731,0.745
1L1C_1_C,0.5,1.0,0.667,0.707
1L1W_1_A,0.625,1.0,0.769,0.791
1L2X_1_A,0.313,1.0,0.476,0.559
1L3D_1_A,0.357,1.0,0.526,0.598
1L8V_1_A,0.43,0.791,0.557,0.583
1L8V_1_B,0.415,0.791,0.544,0.573
1L9A_1_B,0.418,0.8,0.549,0.578
1LC4_1_A-B,0.579,1.0,0.733,0.761
1LC6_7_A,0.636,1.0,0.778,0.798
1LDZ_3_A,0.556,1.0,0.714,0.745
1LMV_1_B-A,0.583,1.0,0.737,0.764
1LNG_1_B,0.63,1.0,0.773,0.794
1LNT_1_A-B,0.0,0.0,0.0,0.0
1LU3_1_A,0.75,1.0,0.857,0.866
1LVJ_2_A,0.846,1.0,0.917,0.92
1M1K_1_B,0.424,0.848,0.566,0.6
1M5K_1_B,0.472,0.895,0.618,0.65
1M5K_1_E,0.5,0.895,0.642,0.669
1M5L_1_A,0.5,1.0,0.667,0.707
1M5O_1_B,0.5,0.944,0.654,0.687
1M5O_1_E,0.515,0.944,0.667,0.698
1M5P_1_B,0.486,0.944,0.642,0.677
1M5P_1_E,0.531,0.944,0.68,0.708
1M5V_1_B,0.515,0.944,0.667,0.698
1M5V_1_E,0.515,0.944,0.667,0.698
1M82_1_A,0.667,1.0,0.8,0.816
1M90_1_B,0.418,0.848,0.56,0.595
1MFJ_1_A,0.636,1.0,0.778,0.798
1MFK_1_A,0.8,1.0,0.889,0.894
1MFQ_1_A,0.475,0.8,0.596,0.616
1MFY_1_A,0.571,1.0,0.727,0.756
1MHK_1_L-S,0.667,1.0,0.8,0.816
1MIS_1_A-B,0.364,1.0,0.533,0.603
1MJ1_1_C,0.273,0.462,0.343,0.355
1MJ1_1_D,0.304,0.538,0.389,0.405
1MJI_1_C,0.5,1.0,0.667,0.707
1MJI_1_D,0.471,1.0,0.64,0.686
1ML5_1_B,0.273,0.462,0.343,0.355
1MME_1_B-A,0.2,0.4,0.267,0.283
1MME_1_D-C,0.222,0.4,0.286,0.298
1MMS_1_C,0.467,0.875,0.609,0.639
1MMS_1_D,0.467,0.875,0.609,0.639
1MNB_1_B,0.692,1.0,0.818,0.832
1MNX_5_A,0.579,1.0,0.733,0.761
1MSY_1_A,0.615,0.889,0.727,0.74
1MT4_4_A,0.571,0.889,0.696,0.713
1MUV_1_A-B,0.375,1.0,0.545,0.612
1MV1_1_A-B,0.833,1.0,0.909,0.913
1MV2_1_A-B,0.833,1.0,0.909,0.913
1MV6_1_A-B,0.833,1.0,0.909,0.913
1MWG_1_A-B,0.0,0.0,0.0,0.0
1MWL_1_A-B,0.611,1.0,0.759,0.782
1MY9_1_A,0.0,0.0,0.0,0.0
1MY9_1_B,0.0,0.0,0.0,0.0
1MZP_1_B,0.25,0.538,0.341,0.367
1N32_1_Y-Z,0.571,1.0,0.727,0.756
1N33_1_Y-Z,0.0,0.0,0.0,0.0
1N35_1_C-B,0.714,1.0,0.833,0.845
1N53_1_A-B,0.385,1.0,0.556,0.62
1N66_1_A,0.636,1.0,0.778,0.798
1N77_1_C,0.571,0.909,0.702,0.721
1N77_1_D,0.571,0.909,0.702,0.721
1N78_1_C,0.571,0.909,0.702,0.721
1N78_1_D,0.588,0.909,0.714,0.731
1N8R_1_B,0.424,0.848,0.566,0.6
1N8X_1_A,0.824,1.0,0.903,0.907
1NA2_1_A,0.429,1.0,0.6,0.655
1NBK_1_A,0.647,1.0,0.786,0.804
1NBR_10_A,0.714,1.0,0.833,0.845
1NBS_1_A,0.351,0.714,0.471,0.501
1NBS_1_B,0.341,0.824,0.483,0.53
1NC0_2_A,0.667,1.0,0.8,0.816
1NEM_1_A,0.9,1.0,0.947,0.949
1NJI_1_B,0.431,0.848,0.571,0.605
1NJM_1_5,0.9,1.0,0.947,0.949
1NJP_1_5,0.75,1.0,0.857,0.866
1NKW_1_9,0.269,0.56,0.364,0.388
1NLC_1_B-A,0.72,1.0,0.837,0.849
1NTA_1_A-B,0.0,0.0,0.0,0.0
1NTB_1_A-B,0.0,0.0,0.0,0.0
1NUJ_1_A-B,0.333,0.5,0.4,0.408
1NUJ_1_C-D,0.333,0.5,0.4,0.408
1NUJ_1_E-F,0.333,0.5,0.4,0.408
1NUJ_1_G-H,0.333,0.5,0.4,0.408
1NUV_1_A-B,0.333,0.5,0.4,0.408
1NUV_1_C-D,0.333,0.5,0.4,0.408
1NUV_1_E-F,0.333,0.5,0.4,0.408
1NUV_1_G-H,0.333,0.5,0.4,0.408
1NWX_1_9,0.269,0.56,0.364,0.388
1NWY_1_9,0.269,0.56,0.364,0.388
1NYB_1_B,0.818,1.0,0.9,0.905
1NYI_1_B-A,0.211,0.333,0.258,0.265
1NZ1_1_A,0.7,1.0,0.824,0.837
1O0B_1_B,0.576,1.0,0.731,0.759
1O0C_1_B,0.576,1.0,0.731,0.759
1O15_1_A,0.438,1.0,0.609,0.661
1O3Z_1_B-A,0.692,1.0,0.818,0.832
1O9M_1_A-B,0.55,1.0,0.71,0.742
1OB2_1_B,0.292,0.5,0.368,0.382
1OLN_1_C,0.467,0.875,0.609,0.639
1OOA_1_C,0.692,1.0,0.818,0.832
1OOA_1_D,0.75,1.0,0.857,0.866
1OQ0_1_A,0.833,1.0,0.909,0.913
1OSW_3_A,0.7,1.0,0.824,0.837
1OW9_1_A,0.636,1.0,0.778,0.798
1P5M_10_A,0.533,0.941,0.681,0.708
1P5N_8_A,0.273,1.0,0.429,0.522
1P5O_2_A,0.0,0.0,0.0,0.0
1P5P_1_A,0.0,0.0,0.0,0.0
1P6V_1_B,0.632,1.0,0.774,0.795
1P6V_1_D,0.8,1.0,0.889,0.894
1PBM_1_A-B,0.667,1.0,0.8,0.816
1PBR_1_A,0.571,1.0,0.727,0.756
1PJY_1_A,0.8,1.0,0.889,0.894
1Q29_1_B-A,0.211,0.308,0.25,0.255
1Q2R_1_E,0.0,0.0,0.0,0.0
1Q2R_1_F,0.0,0.0,0.0,0.0
1Q2S_1_E,1.0,1.0,1.0,1.0
1Q2S_1_F,0.0,0.0,0.0,0.0
1Q75_1_A,0.833,1.0,0.909,0.913
1Q7Y_1_B,0.431,0.848,0.571,0.605
1Q81_1_B,0.424,0.848,0.566,0.6
1Q82_1_B,0.424,0.848,0.566,0.6
1Q86_1_B,0.418,0.848,0.56,0.595
1Q8N_1_A,0.5,1.0,0.667,0.707
1Q93_1_A,0.462,0.857,0.6,0.629
1Q93_1_B,0.462,0.857,0.6,0.629
1Q93_1_C,0.462,0.857,0.6,0.629
1Q96_1_A,0.462,0.857,0.6,0.629
1Q96_1_B,0.429,0.857,0.571,0.606
1Q96_1_C,0.462,0.857,0.6,0.629
1Q9A_1_A,0.583,0.875,0.7,0.714
1QA6_1_C,0.393,0.733,0.512,0.537
1QA6_1_D,0.393,0.733,0.512,0.537
1QBP_1_A-B,0.0,0.0,0.0,0.0
1QBP_1_C-D,0.0,0.0,0.0,0.0
1QBP_1_E-F,0.0,0.0,0.0,0.0
1QC0_1_B-A,0.778,1.0,0.875,0.882
1QC0_1_C-D,0.895,1.0,0.944,0.946
1QC8_1_A,0.727,0.889,0.8,0.804
1QCU_1_A-B,0.818,1.0,0.9,0.905
1QCU_1_C-D,0.0,0.0,0.0,0.0
1QD3_1_A,0.833,1.0,0.909,0.913
1QES_1_A-B,0.375,1.0,0.545,0.612
1QET_1_A-B,0.5,1.0,0.667,0.707
1QF6_1_B,0.467,0.778,0.583,0.602
1QFQ_1_A,0.667,0.8,0.727,0.73
1QRS_1_B,0.576,1.0,0.731,0.759
1QRT_1_B,0.576,1.0,0.731,0.759
1QRU_1_B,0.594,1.0,0.745,0.771
1QTQ_1_B,0.576,1.0,0.731,0.759
1QU2_1_T,0.636,1.0,0.778,0.798
1QU3_1_T,0.636,1.0,0.778,0.798
1QVF_1_3,0.0,0.0,0.0,0.0
1QVF_1_9,0.424,0.848,0.566,0.6
1QVG_1_9,0.444,0.848,0.583,0.614
1QWA_1_A,0.889,1.0,0.941,0.943
1QWB_4_A,0.5,1.0,0.667,0.707
1QZW_1_B,0.455,1.0,0.625,0.674
1QZW_1_D,0.455,1.0,0.625,0.674
1QZW_1_F,0.455,1.0,0.625,0.674
1QZW_1_H,0.455,1.0,0.625,0.674
1R2P_9_A,0.722,0.929,0.813,0.819
1R3E_1_C,0.714,1.0,0.833,0.845
1R3E_1_D-E,0.0,0.0,0.0,0.0
1R4H_1_A,0.5,1.0,0.667,0.707
1R7W_12_A,0.786,0.917,0.846,0.849
1R7Z_5_A,0.8,1.0,0.889,0.894
1R9S_1_R,0.0,0.0,0.0,0.0
1RAW_1_A,0.588,1.0,0.741,0.767
1RC7_1_B-C,0.8,1.0,0.889,0.894
1RC7_1_D-E,0.8,1.0,0.889,0.894
1RFR_3_A,0.6,1.0,0.75,0.775
1RHT_1_A,0.455,0.833,0.588,0.615
1RKJ_1_B,1.0,1.0,1.0,1.0
1RLG_1_C,0.25,0.5,0.333,0.354
1RLG_1_D,0.25,0.5,0.333,0.354
1RMN_1_A,0.714,1.0,0.833,0.845
1RNA_1_A-B,0.8,1.0,0.889,0.894
1RNG_1_A,0.5,1.0,0.667,0.707
1RNK_1_A,0.375,0.857,0.522,0.567
1ROQ_1_A,0.667,1.0,0.8,0.816
1RPU_1_C-D,0.85,1.0,0.919,0.922
1RRR_1_A-B,0.8,1.0,0.889,0.894
1RXB_1_A-B,0.75,1.0,0.857,0.866
1RY1_1_A,0.475,0.8,0.596,0.616
1RY1_1_E,0.476,0.714,0.571,0.583
1RY1_1_N-M,0.5,0.833,0.625,0.645
1RY1_1_O-P,0.944,1.0,0.971,0.972
1RY1_1_Q-R,0.714,0.833,0.769,0.772
1S03_1_A,0.636,0.933,0.757,0.771
1S03_1_B,0.609,0.875,0.718,0.73
1S2F_1_A,0.6,0.857,0.706,0.717
1S34_1_A,0.6,0.857,0.706,0.717
1S72_1_9,0.424,0.848,0.566,0.6
1S9S_4_A,0.571,0.97,0.719,0.744
1SA9_1_A-B,0.375,1.0,0.545,0.612
1SA9_1_C-D,0.375,1.0,0.545,0.612
1SCL_4_A,0.538,1.0,0.7,0.734
1SDR_1_A-B,0.769,1.0,0.87,0.877
1SDR_1_C-D,0.769,1.0,0.87,0.877
1SDS_1_D,0.0,0.0,0.0,0.0
1SDS_1_E,0.0,0.0,0.0,0.0
1SDS_1_F,0.0,0.0,0.0,0.0
1SER_1_T,0.0,0.0,0.0,0.0
1SJ3_1_R,0.194,0.35,0.25,0.261
1SJ4_1_R,0.189,0.35,0.246,0.257
1SJF_1_B,0.184,0.35,0.241,0.254
1SLO_1_A,0.625,1.0,0.769,0.791
1SLP_1_A,0.714,1.0,0.833,0.845
1SM1_1_9,0.298,0.56,0.389,0.408
1SY4_5_A,0.7,1.0,0.824,0.837
1SYZ_2_A,0.636,1.0,0.778,0.798
1SZ1_1_E,0.304,0.5,0.378,0.39
1SZ1_1_F,0.304,0.5,0.378,0.39
1SZY_1_A,0.778,1.0,0.875,0.882
1T0D_1_A-B,0.786,1.0,0.88,0.886
1T0D_1_C-D,0.733,1.0,0.846,0.856
1T0E_1_A-C,0.688,1.0,0.815,0.829
1T0K_1_D-C,0.308,0.667,0.421,0.453
1T28_1_A,0.818,0.9,0.857,0.858
1T4L_1_A,0.875,1.0,0.933,0.935
1T4X_1_A-B,0.667,1.0,0.8,0.816
1TBK_1_A,0.75,1.0,0.857,0.866
1TFN_1_A,0.6,1.0,0.75,0.775
1TFW_1_G-J,0.909,1.0,0.952,0.953
1TFW_1_H-E,0.9,1.0,0.947,0.949
1TFW_1_I-F,0.727,1.0,0.842,0.853
1TFY_1_G-J,0.875,1.0,0.933,0.935
1TFY_1_H-E,0.667,1.0,0.8,0.816
1TFY_1_I-F,0.769,1.0,0.87,0.877
1TJZ_15_A,0.6,0.857,0.706,0.717
1TLR_1_A,0.667,1.0,0.8,0.816
1TN1_1_A,0.304,0.5,0.378,0.39
1TN2_1_A,0.304,0.5,0.378,0.39
1TOB_1_A,0.615,1.0,0.762,0.784
1TRA_1_A,0.304,0.538,0.389,0.405
1TTT_1_D,0.292,0.538,0.378,0.396
1TTT_1_E,0.241,0.5,0.326,0.347
1TTT_1_F,0.25,0.5,0.333,0.354
1TUT_1_A-B,0.273,1.0,0.429,0.522
1TXS_4_A,0.667,1.0,0.8,0.816
1U0B_1_A,0.417,0.789,0.545,0.574
1U1Y_1_R,0.429,0.6,0.5,0.507
