,PPV,TPR,F1,INF-MCC
1DDY_1_C,0.176,0.75,0.286,0.364
1DDY_1_E,0.158,0.75,0.261,0.344
1DDY_1_G,0.167,0.75,0.273,0.354
1DFU_1_M-N,0.688,1.0,0.815,0.829
1DI2_1_C-D,0.8,1.0,0.889,0.894
1DK1_1_B,0.667,0.947,0.783,0.795
1DQF_1_B-A,0.778,1.0,0.875,0.882
1DQH_1_B-A,0.778,1.0,0.875,0.882
1DRZ_1_B,0.389,1.0,0.56,0.624
1DUL_1_B,0.714,1.0,0.833,0.845
1DUQ_1_B-A,0.333,0.571,0.421,0.436
1DUQ_1_D-C,0.364,0.571,0.444,0.456
1DUQ_1_F-E,0.333,0.571,0.421,0.436
1DUQ_1_H-G,0.364,0.571,0.444,0.456
1DZ5_1_C-D,0.5,0.643,0.563,0.567
1E4P_8_A,0.583,1.0,0.737,0.764
1E7K_1_C,0.429,1.0,0.6,0.655
1E7K_1_D,0.429,1.0,0.6,0.655
1E8O_1_E,0.714,1.0,0.833,0.845
1E95_14_A,0.316,1.0,0.48,0.562
1EBQ_1_A,0.769,1.0,0.87,0.877
1EBR_1_A,0.769,1.0,0.87,0.877
1EBS_1_A,0.769,1.0,0.87,0.877
1EC6_1_C,0.667,1.0,0.8,0.816
1EC6_1_D,0.8,1.0,0.889,0.894
1EFW_1_C,0.655,0.95,0.776,0.789
1EFW_1_D,0.576,0.95,0.717,0.74
1EHT_3_A,0.409,0.9,0.563,0.607
1EHZ_1_A,0.739,0.944,0.829,0.836
1EI2_9_A,1.0,1.0,1.0,1.0
1EIY_1_C,0.625,1.0,0.769,0.791
1EKA_1_A-B,0.75,1.0,0.857,0.866
1EKD_1_A-B,0.75,1.0,0.857,0.866
1EKZ_4_B,0.765,1.0,0.867,0.874
1ELH_1_B-A,0.588,1.0,0.741,0.767
1ESH_1_A,0.625,1.0,0.769,0.791
1ESY_2_A,0.636,1.0,0.778,0.798
1ET4_1_A,0.176,0.75,0.286,0.364
1ET4_1_B,0.176,0.75,0.286,0.364
1ET4_1_C,0.167,0.75,0.273,0.354
1ET4_1_D,0.188,0.75,0.3,0.375
1ET4_1_E,0.176,0.75,0.286,0.364
1ETF_1_A,0.75,1.0,0.857,0.866
1ETG_14_A,0.706,1.0,0.828,0.84
1EUQ_1_B,0.514,1.0,0.679,0.717
1EUY_1_B,0.559,1.0,0.717,0.748
1EVV_1_A,0.739,0.944,0.829,0.836
1EXD_1_B,0.576,1.0,0.731,0.759
1EXY_1_A,0.545,1.0,0.706,0.739
1F1T_1_A,0.643,1.0,0.783,0.802
1F27_1_A,1.0,1.0,1.0,1.0
1F5G_1_A-B,0.5,1.0,0.667,0.707
1F5H_1_A-B,0.6,1.0,0.75,0.775
1F5U_1_A,0.7,1.0,0.824,0.837
1F5U_1_B,0.636,1.0,0.778,0.798
1F6U_2_B,0.667,1.0,0.8,0.816
1F6X_1_A,0.786,1.0,0.88,0.886
1F6Z_1_A,0.667,0.909,0.769,0.778
1F78_1_A,0.846,1.0,0.917,0.92
1F79_1_A,0.667,0.909,0.769,0.778
1F7F_3_A,0.786,1.0,0.88,0.886
1F7G_1_A,0.714,0.909,0.8,0.806
1F7H_5_A,0.786,1.0,0.88,0.886
1F7I_2_A,0.588,0.909,0.714,0.731
1F7U_1_B,0.0,0.0,0.0,0.0
1F7V_1_B,0.0,0.0,0.0,0.0
1F7Y_1_B,0.667,0.947,0.783,0.795
1F84_10_A,0.368,1.0,0.538,0.607
1F85_1_A,0.556,1.0,0.714,0.745
1F9L_1_A,0.636,1.0,0.778,0.798
1FCW_1_A,0.708,0.944,0.81,0.818
1FCW_1_B,0.708,0.944,0.81,0.818
1FCW_1_C,0.708,0.944,0.81,0.818
1FCW_1_D,0.708,0.944,0.81,0.818
1FCW_1_E,0.708,0.944,0.81,0.818
1FEQ_1_A,0.714,1.0,0.833,0.845
1FEU_1_C-B,0.0,0.0,0.0,0.0
1FEU_1_F-E,0.0,0.0,0.0,0.0
1FFK_1_9,0.426,0.829,0.563,0.594
1FFY_1_T,0.636,1.0,0.778,0.798
1FFZ_1_A,0.328,0.535,0.407,0.419
1FG0_1_A,0.344,0.535,0.419,0.429
1FHK_4_A,0.8,1.0,0.889,0.894
1FIR_1_A,0.2,0.263,0.227,0.229
1FJE_1_A,0.444,1.0,0.615,0.667
1FL8_1_A,0.8,1.0,0.889,0.894
1FMN_1_A,0.455,1.0,0.625,0.674
1FOQ_1_A,0.843,1.0,0.915,0.918
1FOQ_1_B,0.843,1.0,0.915,0.918
1FOQ_1_C,0.843,1.0,0.915,0.918
1FOQ_1_D,0.843,1.0,0.915,0.918
1FOQ_1_E,0.843,1.0,0.915,0.918
1FQZ_1_A,0.5,1.0,0.667,0.707
1FUF_1_A-B,0.231,0.6,0.333,0.372
1FYO_1_A,0.471,1.0,0.64,0.686
1FYP_1_A,0.444,1.0,0.615,0.667
1G1X_1_D-E,0.639,0.852,0.73,0.738
1G1X_1_J-I,0.622,0.821,0.708,0.715
1G2E_1_B,0.0,0.0,0.0,0.0
1G59_1_B,0.618,0.955,0.75,0.768
1G59_1_D,0.583,0.955,0.724,0.746
1G70_1_A,0.647,1.0,0.786,0.804
1GAX_1_C,0.618,1.0,0.764,0.786
1GAX_1_D,0.677,1.0,0.808,0.823
1GID_1_A,0.372,0.627,0.467,0.483
1GID_1_B,0.368,0.627,0.464,0.48
1GRZ_1_A,0.418,0.778,0.544,0.57
1GRZ_1_B,0.452,0.743,0.562,0.58
1GTR_1_B,0.559,1.0,0.717,0.748
1GTS_1_B,0.576,1.0,0.731,0.759
1GUC_1_A-B,0.75,1.0,0.857,0.866
1H3E_1_B,0.6,1.0,0.75,0.775
1H4Q_1_T,0.321,0.5,0.391,0.401
1H4S_1_T,0.31,0.5,0.383,0.394
1HC8_1_C,0.259,0.5,0.341,0.36
1HC8_1_D,0.25,0.5,0.333,0.354
1HJI_1_A,0.833,1.0,0.909,0.913
1HLX_1_A,0.571,1.0,0.727,0.756
1HMH_1_A,0.444,1.0,0.615,0.667
1HMH_1_C,0.444,1.0,0.615,0.667
1HMH_1_E,0.5,1.0,0.667,0.707
1HQ1_1_B,0.714,1.0,0.833,0.845
1HR2_1_A,0.392,0.62,0.481,0.493
1HR2_1_B,0.364,0.627,0.46,0.478
1HS1_1_A,0.6,1.0,0.75,0.775
1HS2_1_A,0.6,1.0,0.75,0.775
1HS3_1_A,0.6,1.0,0.75,0.775
1HS4_1_A,0.75,1.0,0.857,0.866
1HS8_1_A,0.6,1.0,0.75,0.775
1HVU_1_C,0.357,1.0,0.526,0.598
1HVU_1_F,0.357,1.0,0.526,0.598
1HVU_1_I,0.357,1.0,0.526,0.598
1HVU_1_L,0.357,1.0,0.526,0.598
1HWQ_1_A,0.692,1.0,0.818,0.832
1I3X_1_A,0.875,1.0,0.933,0.935
1I3Y_8_A,0.7,1.0,0.824,0.837
1I46_1_A,0.625,1.0,0.769,0.791
1I4B_1_A,1.0,1.0,1.0,1.0
1I4C_1_A,1.0,1.0,1.0,1.0
1I6U_1_C,0.65,0.867,0.743,0.751
1I6U_1_D,0.65,0.867,0.743,0.751
1I9F_5_A,0.706,1.0,0.828,0.84
1I9V_1_A,0.667,1.0,0.8,0.816
1I9X_1_A-B,0.571,0.8,0.667,0.676
1IBL_1_Y-Z,0.5,1.0,0.667,0.707
1IBM_1_Y-Z,0.0,0.0,0.0,0.0
1ICG_1_A-B,0.375,1.0,0.545,0.612
1ID9_1_A-B,0.375,1.0,0.545,0.612
1IDV_1_A,0.75,1.0,0.857,0.866
1IDW_1_A-B,0.375,1.0,0.545,0.612
1IE1_4_A,0.4,1.0,0.571,0.632
1IE2_16_A,0.364,1.0,0.533,0.603
1IHA_1_A-B,0.375,1.0,0.545,0.612
1IK1_1_A,0.714,1.0,0.833,0.845
1IK5_1_A-B,0.5,0.75,0.6,0.612
1IKD_24_A,0.875,1.0,0.933,0.935
1IL2_1_C,0.438,0.737,0.549,0.568
1IL2_1_D,0.419,0.722,0.531,0.55
1IVS_1_C,0.618,1.0,0.764,0.786
1IVS_1_D,0.677,1.0,0.808,0.823
1J1U_1_B,0.553,1.0,0.712,0.743
1J2B_1_C,0.68,0.85,0.756,0.76
1J2B_1_D,0.696,0.8,0.744,0.746
1J4Y_1_A,0.667,0.857,0.75,0.756
1J7T_1_A-B,0.7,1.0,0.824,0.837
1J9H_1_A-B,0.364,0.8,0.5,0.539
1J9H_1_C-D,0.4,0.8,0.533,0.566
1JBR_1_C-F,0.5,0.7,0.583,0.592
1JBR_1_D,0.571,0.8,0.667,0.676
1JBS_1_C,0.0,0.0,0.0,0.0
1JBS_1_D,0.0,0.0,0.0,0.0
1JBT_1_C,0.538,0.778,0.636,0.647
1JBT_1_D,0.5,0.778,0.609,0.624
1JGO_1_B,0.773,0.944,0.85,0.854
1JGO_1_C,0.727,0.889,0.8,0.804
1JGO_1_D,0.484,0.882,0.625,0.653
1JGP_1_B,0.773,0.944,0.85,0.854
1JGP_1_C,0.727,0.889,0.8,0.804
1JGP_1_D,0.484,0.882,0.625,0.653
1JGQ_1_B,0.773,0.944,0.85,0.854
1JGQ_1_C,0.727,0.889,0.8,0.804
1JGQ_1_D,0.484,0.882,0.625,0.653
1JID_1_B,0.4,0.5,0.444,0.447
1JJ2_1_9,0.439,0.829,0.574,0.603
1JO7_18_A,0.769,1.0,0.87,0.877
1JOX_1_A,0.778,1.0,0.875,0.882
1JP0_1_A,0.875,1.0,0.933,0.935
1JTJ_1_A,0.583,1.0,0.737,0.764
1JTW_5_A,0.833,1.0,0.909,0.913
1JU1_1_A-B,0.692,1.0,0.818,0.832
1JU7_1_A,0.75,1.0,0.857,0.866
1JUR_1_A,0.615,1.0,0.762,0.784
1JWC_1_A,1.0,1.0,1.0,1.0
1JZC_1_A,0.714,1.0,0.833,0.845
1JZV_1_B-A,0.333,0.667,0.444,0.471
1JZV_1_D-C,0.333,0.667,0.444,0.471
1K1G_1_B,0.0,0.0,0.0,0.0
1K2G_1_A,0.417,1.0,0.588,0.645
1K4A_1_A,0.833,1.0,0.909,0.913
1K4B_1_A,1.0,1.0,1.0,1.0
1K5I_2_A,0.818,1.0,0.9,0.905
1K6G_2_A,0.9,1.0,0.947,0.949
1K6H_1_A,0.692,1.0,0.818,0.832
1K73_1_B,0.439,0.829,0.574,0.603
1K8A_1_B,0.433,0.829,0.569,0.599
1K8S_1_A-B,0.769,1.0,0.87,0.877
1K8W_1_B,0.875,1.0,0.933,0.935
1K9M_1_B,0.446,0.829,0.58,0.608
1K9W_1_B,0.857,1.0,0.923,0.926
1K9W_1_D,0.75,1.0,0.857,0.866
1KAJ_1_A,0.417,1.0,0.588,0.645
1KC8_1_B,0.433,0.829,0.569,0.599
1KD1_1_B,0.446,0.829,0.58,0.608
1KD3_1_A-B,0.0,0.0,0.0,0.0
1KD4_1_A-B,0.0,0.0,0.0,0.0
1KD5_1_A-B,0.0,0.0,0.0,0.0
1KH6_1_A,0.412,0.538,0.467,0.471
1KIS_1_A,0.714,1.0,0.833,0.845
1KKA_1_A,0.778,1.0,0.875,0.882
1KKS_1_A,0.875,1.0,0.933,0.935
1KOC_1_B-A,0.0,0.0,0.0,0.0
1KOD_1_B-A,0.0,0.0,0.0,0.0
1KOG_1_I,0.65,1.0,0.788,0.806
1KOG_1_J,0.65,1.0,0.788,0.806
1KOG_1_K,0.706,1.0,0.828,0.84
1KOG_1_L,0.619,1.0,0.765,0.787
1KOG_1_M,0.619,1.0,0.765,0.787
1KOG_1_N,0.65,1.0,0.788,0.806
1KOG_1_O,0.684,1.0,0.813,0.827
1KOG_1_P,0.65,1.0,0.788,0.806
1KOS_1_A,0.833,1.0,0.909,0.913
1KP7_1_A,0.6,1.0,0.75,0.775
1KPD_1_A,0.417,1.0,0.588,0.645
1KPY_3_A,0.217,1.0,0.357,0.466
1KPZ_1_A,0.238,1.0,0.385,0.488
1KQS_1_9,0.433,0.829,0.569,0.599
1KUQ_1_B,0.621,0.947,0.75,0.767
1KXK_1_A,0.645,0.833,0.727,0.733
1L1C_1_C,0.625,1.0,0.769,0.791
1L1W_1_A,0.625,1.0,0.769,0.791
1L2X_1_A,0.313,1.0,0.476,0.559
1L3D_1_A,0.357,1.0,0.526,0.598
1L8V_1_A,0.481,0.717,0.576,0.587
1L8V_1_B,0.463,0.717,0.563,0.576
1L9A_1_B,0.597,1.0,0.748,0.773
1LC4_1_A-B,0.737,1.0,0.848,0.858
1LC6_7_A,0.727,1.0,0.842,0.853
1LDZ_3_A,0.556,1.0,0.714,0.745
1LMV_1_B-A,0.583,1.0,0.737,0.764
1LNG_1_B,0.63,1.0,0.773,0.794
1LNT_1_A-B,0.182,0.5,0.267,0.302
1LU3_1_A,0.75,1.0,0.857,0.866
1LVJ_2_A,0.846,1.0,0.917,0.92
1M1K_1_B,0.439,0.829,0.574,0.603
1M5K_1_B,0.556,1.0,0.714,0.745
1M5K_1_E,0.588,1.0,0.741,0.767
1M5L_1_A,0.6,1.0,0.75,0.775
1M5O_1_B,0.588,1.0,0.741,0.767
1M5O_1_E,0.606,1.0,0.755,0.778
1M5P_1_B,0.571,1.0,0.727,0.756
1M5P_1_E,0.625,1.0,0.769,0.791
1M5V_1_B,0.606,1.0,0.755,0.778
1M5V_1_E,0.606,1.0,0.755,0.778
1M82_1_A,0.667,1.0,0.8,0.816
1M90_1_B,0.433,0.829,0.569,0.599
1MFJ_1_A,0.636,1.0,0.778,0.798
1MFK_1_A,0.9,1.0,0.947,0.949
1MFQ_1_A,0.678,0.976,0.8,0.813
1MFY_1_A,0.643,1.0,0.783,0.802
1MHK_1_L-S,0.667,1.0,0.8,0.816
1MIS_1_A-B,0.364,1.0,0.533,0.603
1MJ1_1_C,0.727,0.889,0.8,0.804
1MJ1_1_D,0.739,0.944,0.829,0.836
1MJI_1_C,0.563,1.0,0.72,0.75
1MJI_1_D,0.529,1.0,0.692,0.728
1ML5_1_B,0.727,0.889,0.8,0.804
1MME_1_B-A,0.25,0.455,0.323,0.337
1MME_1_D-C,0.278,0.455,0.345,0.355
1MMS_1_C,0.433,0.867,0.578,0.613
1MMS_1_D,0.433,0.867,0.578,0.613
1MNB_1_B,0.846,1.0,0.917,0.92
1MNX_5_A,0.684,1.0,0.813,0.827
1MSY_1_A,0.538,0.875,0.667,0.686
1MT4_4_A,0.571,1.0,0.727,0.756
1MUV_1_A-B,0.625,1.0,0.769,0.791
1MV1_1_A-B,0.833,1.0,0.909,0.913
1MV2_1_A-B,0.833,1.0,0.909,0.913
1MV6_1_A-B,0.833,1.0,0.909,0.913
1MWG_1_A-B,0.0,0.0,0.0,0.0
1MWL_1_A-B,0.778,1.0,0.875,0.882
1MY9_1_A,0.0,0.0,0.0,0.0
1MY9_1_B,0.0,0.0,0.0,0.0
1MZP_1_B,0.464,1.0,0.634,0.681
1N32_1_Y-Z,0.571,1.0,0.727,0.756
1N33_1_Y-Z,0.0,0.0,0.0,0.0
1N35_1_C-B,0.714,1.0,0.833,0.845
1N53_1_A-B,0.385,0.833,0.526,0.566
1N66_1_A,0.636,1.0,0.778,0.798
1N77_1_C,0.6,0.955,0.737,0.757
1N77_1_D,0.6,0.955,0.737,0.757
1N78_1_C,0.6,0.955,0.737,0.757
1N78_1_D,0.618,0.955,0.75,0.768
1N8R_1_B,0.439,0.829,0.574,0.603
1N8X_1_A,0.824,1.0,0.903,0.907
1NA2_1_A,0.571,1.0,0.727,0.756
1NBK_1_A,0.765,1.0,0.867,0.874
1NBR_10_A,0.786,1.0,0.88,0.886
1NBS_1_A,0.333,0.594,0.427,0.445
1NBS_1_B,0.354,0.69,0.468,0.494
1NC0_2_A,0.75,1.0,0.857,0.866
1NEM_1_A,0.9,1.0,0.947,0.949
1NJI_1_B,0.446,0.829,0.58,0.608
1NJM_1_5,0.9,1.0,0.947,0.949
1NJP_1_5,0.75,1.0,0.857,0.866
1NKW_1_9,0.615,0.914,0.736,0.75
1NLC_1_B-A,0.72,1.0,0.837,0.849
1NTA_1_A-B,0.0,0.0,0.0,0.0
1NTB_1_A-B,0.0,0.0,0.0,0.0
1NUJ_1_A-B,0.333,0.375,0.353,0.354
1NUJ_1_C-D,0.333,0.375,0.353,0.354
1NUJ_1_E-F,0.333,0.375,0.353,0.354
1NUJ_1_G-H,0.333,0.375,0.353,0.354
1NUV_1_A-B,0.333,0.375,0.353,0.354
1NUV_1_C-D,0.333,0.375,0.353,0.354
1NUV_1_E-F,0.333,0.375,0.353,0.354
1NUV_1_G-H,0.333,0.375,0.353,0.354
1NWX_1_9,0.615,0.914,0.736,0.75
1NWY_1_9,0.615,0.914,0.736,0.75
1NYB_1_B,0.818,1.0,0.9,0.905
1NYI_1_B-A,0.211,0.364,0.267,0.277
1NZ1_1_A,0.8,1.0,0.889,0.894
1O0B_1_B,0.576,1.0,0.731,0.759
1O0C_1_B,0.576,1.0,0.731,0.759
1O15_1_A,0.563,1.0,0.72,0.75
1O3Z_1_B-A,0.692,1.0,0.818,0.832
1O9M_1_A-B,0.7,1.0,0.824,0.837
1OB2_1_B,0.708,0.944,0.81,0.818
1OLN_1_C,0.433,0.867,0.578,0.613
1OOA_1_C,0.692,1.0,0.818,0.832
1OOA_1_D,0.75,1.0,0.857,0.866
1OQ0_1_A,1.0,1.0,1.0,1.0
1OSW_3_A,0.7,1.0,0.824,0.837
1OW9_1_A,0.636,1.0,0.778,0.798
1P5M_10_A,0.6,1.0,0.75,0.775
1P5N_8_A,0.409,1.0,0.581,0.64
1P5O_2_A,0.326,0.625,0.429,0.451
1P5P_1_A,0.357,0.625,0.455,0.472
1P6V_1_B,0.632,1.0,0.774,0.795
1P6V_1_D,0.8,0.889,0.842,0.843
1PBM_1_A-B,0.667,1.0,0.8,0.816
1PBR_1_A,0.643,1.0,0.783,0.802
1PJY_1_A,0.8,1.0,0.889,0.894
1Q29_1_B-A,0.211,0.333,0.258,0.265
1Q2R_1_E,0.0,0.0,0.0,0.0
1Q2R_1_F,0.0,0.0,0.0,0.0
1Q2S_1_E,1.0,1.0,1.0,1.0
1Q2S_1_F,0.0,0.0,0.0,0.0
1Q75_1_A,0.833,1.0,0.909,0.913
1Q7Y_1_B,0.446,0.829,0.58,0.608
1Q81_1_B,0.439,0.829,0.574,0.603
1Q82_1_B,0.439,0.829,0.574,0.603
1Q86_1_B,0.433,0.829,0.569,0.599
1Q8N_1_A,0.591,1.0,0.743,0.769
1Q93_1_A,0.385,1.0,0.556,0.62
1Q93_1_B,0.385,1.0,0.556,0.62
1Q93_1_C,0.385,1.0,0.556,0.62
1Q96_1_A,0.385,1.0,0.556,0.62
1Q96_1_B,0.357,1.0,0.526,0.598
1Q96_1_C,0.385,1.0,0.556,0.62
1Q9A_1_A,0.5,0.857,0.632,0.655
1QA6_1_C,0.286,0.533,0.372,0.39
1QA6_1_D,0.286,0.533,0.372,0.39
1QBP_1_A-B,0.0,0.0,0.0,0.0
1QBP_1_C-D,0.0,0.0,0.0,0.0
1QBP_1_E-F,0.0,0.0,0.0,0.0
1QC0_1_B-A,0.778,1.0,0.875,0.882
1QC0_1_C-D,0.895,1.0,0.944,0.946
1QC8_1_A,0.818,0.9,0.857,0.858
1QCU_1_A-B,0.818,1.0,0.9,0.905
1QCU_1_C-D,0.727,1.0,0.842,0.853
1QD3_1_A,0.833,1.0,0.909,0.913
1QES_1_A-B,0.5,1.0,0.667,0.707
1QET_1_A-B,0.6,1.0,0.75,0.775
1QF6_1_B,0.5,0.789,0.612,0.628
1QFQ_1_A,0.833,1.0,0.909,0.913
1QRS_1_B,0.576,1.0,0.731,0.759
1QRT_1_B,0.576,1.0,0.731,0.759
1QRU_1_B,0.594,1.0,0.745,0.771
1QTQ_1_B,0.576,1.0,0.731,0.759
1QU2_1_T,0.636,1.0,0.778,0.798
1QU3_1_T,0.636,1.0,0.778,0.798
1QVF_1_3,0.5,1.0,0.667,0.707
1QVF_1_9,0.439,0.829,0.574,0.603
1QVG_1_9,0.46,0.829,0.592,0.618
1QWA_1_A,0.889,1.0,0.941,0.943
1QWB_4_A,0.5,1.0,0.667,0.707
1QZW_1_B,0.5,1.0,0.667,0.707
1QZW_1_D,0.5,1.0,0.667,0.707
1QZW_1_F,0.5,1.0,0.667,0.707
1QZW_1_H,0.5,1.0,0.667,0.707
1R2P_9_A,0.722,0.929,0.813,0.819
1R3E_1_C,0.714,1.0,0.833,0.845
1R3E_1_D-E,0.571,0.667,0.615,0.617
1R4H_1_A,0.5,1.0,0.667,0.707
1R7W_12_A,0.857,1.0,0.923,0.926
1R7Z_5_A,0.8,1.0,0.889,0.894
1R9S_1_R,0.0,0.0,0.0,0.0
1RAW_1_A,0.588,1.0,0.741,0.767
1RC7_1_B-C,0.8,1.0,0.889,0.894
1RC7_1_D-E,0.8,1.0,0.889,0.894
1RFR_3_A,0.667,1.0,0.8,0.816
1RHT_1_A,0.545,0.857,0.667,0.684
1RKJ_1_B,1.0,1.0,1.0,1.0
1RLG_1_C,0.5,0.667,0.571,0.577
1RLG_1_D,0.5,0.667,0.571,0.577
1RMN_1_A,0.714,1.0,0.833,0.845
1RNA_1_A-B,0.8,1.0,0.889,0.894
1RNG_1_A,0.5,1.0,0.667,0.707
1RNK_1_A,0.313,1.0,0.476,0.559
1ROQ_1_A,0.833,1.0,0.909,0.913
1RPU_1_C-D,0.85,1.0,0.919,0.922
1RRR_1_A-B,0.8,1.0,0.889,0.894
1RXB_1_A-B,0.75,1.0,0.857,0.866
1RY1_1_A,0.678,0.976,0.8,0.813
1RY1_1_E,0.714,1.0,0.833,0.845
1RY1_1_N-M,0.8,0.941,0.865,0.868
1RY1_1_O-P,0.889,1.0,0.941,0.943
1RY1_1_Q-R,0.714,0.714,0.714,0.714
1S03_1_A,0.773,0.944,0.85,0.854
1S03_1_B,0.739,0.895,0.81,0.813
1S2F_1_A,0.9,1.0,0.947,0.949
1S34_1_A,0.9,1.0,0.947,0.949
1S72_1_9,0.439,0.829,0.574,0.603
1S9S_4_A,0.643,1.0,0.783,0.802
1SA9_1_A-B,0.5,1.0,0.667,0.707
1SA9_1_C-D,0.5,1.0,0.667,0.707
1SCL_4_A,0.538,1.0,0.7,0.734
1SDR_1_A-B,0.769,1.0,0.87,0.877
1SDR_1_C-D,0.769,1.0,0.87,0.877
1SDS_1_D,0.0,0.0,0.0,0.0
1SDS_1_E,0.0,0.0,0.0,0.0
1SDS_1_F,0.0,0.0,0.0,0.0
1SER_1_T,0.192,0.25,0.217,0.219
1SJ3_1_R,0.389,1.0,0.56,0.624
1SJ4_1_R,0.378,1.0,0.549,0.615
1SJF_1_B,0.368,1.0,0.538,0.607
1SLO_1_A,0.875,1.0,0.933,0.935
1SLP_1_A,1.0,1.0,1.0,1.0
1SM1_1_9,0.66,0.886,0.756,0.764
1SY4_5_A,0.8,1.0,0.889,0.894
1SYZ_2_A,0.727,1.0,0.842,0.853
1SZ1_1_E,0.739,0.944,0.829,0.836
1SZ1_1_F,0.739,0.944,0.829,0.836
1SZY_1_A,0.778,1.0,0.875,0.882
1T0D_1_A-B,0.857,1.0,0.923,0.926
1T0D_1_C-D,0.8,1.0,0.889,0.894
1T0E_1_A-C,0.813,1.0,0.897,0.901
1T0K_1_D-C,0.615,1.0,0.762,0.784
1T28_1_A,0.818,0.9,0.857,0.858
1T4L_1_A,0.875,1.0,0.933,0.935
1T4X_1_A-B,0.667,1.0,0.8,0.816
1TBK_1_A,0.75,1.0,0.857,0.866
1TFN_1_A,0.7,1.0,0.824,0.837
1TFW_1_G-J,0.909,1.0,0.952,0.953
1TFW_1_H-E,0.9,1.0,0.947,0.949
1TFW_1_I-F,0.727,1.0,0.842,0.853
1TFY_1_G-J,0.875,1.0,0.933,0.935
1TFY_1_H-E,0.733,1.0,0.846,0.856
1TFY_1_I-F,0.846,1.0,0.917,0.92
1TJZ_15_A,0.7,1.0,0.824,0.837
1TLR_1_A,0.778,1.0,0.875,0.882
1TN1_1_A,0.739,0.944,0.829,0.836
1TN2_1_A,0.739,0.944,0.829,0.836
1TOB_1_A,0.769,1.0,0.87,0.877
1TRA_1_A,0.739,0.944,0.829,0.836
1TTT_1_D,0.708,0.944,0.81,0.818
1TTT_1_E,0.586,0.944,0.723,0.744
1TTT_1_F,0.607,0.944,0.739,0.757
1TUT_1_A-B,0.545,1.0,0.706,0.739
1TXS_4_A,0.722,1.0,0.839,0.85
1U0B_1_A,0.583,1.0,0.737,0.764
1U1Y_1_R,0.429,0.6,0.5,0.507
